indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,2,NER-gov.policy-digitalpolicy,,,,,,,"PNDN 2026-2035 validated at workshop 2026-03-11; not formally adopted",0,
gov.policy--ict-strategy,3,NER-gov.policy-pnn2021,,,,,,,"PNN 2021-2030 the operative framework; no implementation plan or reporting on record",0,
gov.policy--broadband-strategy,,,,,,,,,"only backbone projects held; no broadband plan and no cited absence of one",0,
gov.policy--data-storage-cloud-strategy,2,NER-infra.store-datacentre,,,,,,,"national data centre at feasibility and tender stage; no hosting or cloud policy on record",0,
gov.policy--data-interoperability-framework-roadmap,,,,,,,,,"only the e-transactions law held; no interoperability framework or cited absence",0,
gov.policy--ai-strategy,2,NER-gov.policy-aistrategy,,,,,,,"AI strategy in preparation; no adopted text on record",0,
gov.policy--data-localisation-policies,,,,,,,,,"rows show data protection law and authority only; no localisation rule or cited absence",0,
gov.policy--data-governance-policy,,,,,,,,,"rows concern identity and civil registration; no data governance policy or cited absence",0,
gov.policy--open-data-policy,2,NER-data.open-pnin,,,,,,,"nutrition information portal publishing reports with no open data policy behind it",0,
gov.legislate--data-protection-legislation,3,NER-gov.protect-loi2022,,,,,,,"Loi 2022-59 in force; authority abolished June 2026 and no enforcement act on record",0,
gov.legislate--cybersecurity-legislation,3,NER-gov.legislate-cybercrimelaw,,,,,,,"Loi 2019-33 in force and used in prosecutions; no implementing regulations or institution under the law on record",0,
gov.legislate--legislation-covering-digital-id,3,NER-gov.legislate-etatcivil|NER-dpi.registry-rnn,,,,,,,"Loi 2019-29 and ordonnance 2026-21 establish registers; enrolment rights and grievance provisions not shown applied",0,
gov.legislate--digital-payments-legislation,,,,,,,,,"only the regional instant-payment platform held; no payment-systems law or e-money regulation cited",0,
gov.legislate--legislation-enabling-data-interoperability,3,NER-dpi.exchange-registers-interoperability-decree,,,,,,,"decree of 2026-05-18 requires register interoperability; no conformance or sharing agreement on record",0,
gov.legislate--ai-legislation-regulations,3,NER-gov.protect-hapdp,,,,,,,"data protection law carries an article 57 AI declaration duty; no enabling AI framework or regulator",0,
gov.legislate--e-commerce-legislation,3,NER-gov.legislate-transactions,,,,,,,"Loi 2019-03 in force; landing page only; no consumer provisions or accreditation acts on record",0,
gov.legislate--statistics-legislation,3,NER-data.statistics-loi2004,,,,,,,"Loi 2004-011 in force; Charter principles not shown in it; reform ordinance at draft stage",0,
gov.legislate--access-to-information-legislation,3,NER-gov.policy-charteacces,,,,,,,"ordonnance 2011-22 in force; implementing decree not made and no requests or decisions on record",0,
gov.protect--data-protection-authority,2,NER-gov.protect-hapdp,,,,,,,"HAPDP abolished; supervision passed to justice and interior ministries; secondary account only",0,
gov.protect--national-data-protection-readiness,3,NER-gov.protect-loi2022,,,,,,,"law in force and Malabo ratified; authority abolished June 2026",0,
gov.regional--regional-policy-collaboration,3,NER-gov.regional-aes-dpa-roadmap,,,,,,,"AES data-protection coordination roadmap signed 2025-11-18; no domestic implementation or reporting",0,
gov.regional--regional-legal-harmonisation,,,,,,,,,"Malabo ratified but no REC instrument domesticated or referenced on record",0,
gov.regional--shared-regional-infrastructure,2,NER-gov.regional-algeria,,,,,,,"trans-Saharan projects with Algeria reaffirmed; no shared asset in service in this section's rows",0,
gov.regional--cross-border-data-transfers,,,,,,,,,"no transfer provision of the data protection law shown; AES roadmap is cooperation only",0,
gov.standards--national-interoperability-standards,,,,,,,,,"register rows only; no standards catalogue or cited absence",0,
gov.standards--national-quality-standards,,,,,,,,,"rows are mobile quality-of-service enforcement; no standards body or quality policy on record",0,
gov.standards--adoption-of-international-standards,,,,,,,,,"treaty accessions only; no ISO membership or standards adoption on record",0,
gov.discourse--non-governmental-contribution-to-national-policy,2,NER-gov.discourse-consultation,,,,,,,"stakeholder validation of the PNDN; no open comment channel or standing requirement",0,
gov.discourse--open-discussion-of-government-policy,2,NER-gov.legislate-cybercrimelaw,,,,,,,"journalists charged under the cybercrime law 2025-10-30 within the 12 months",0,
finance.budget--sustainable-domestic-financing-of-digital-transformation,,,,,,,,,"finance-law row itemises no digital line only on the post-as-at rectification account; no budget read cited",0,
infra.connect--national-fibre-backbone,3,NER-infra.connect-eximbankbackbone|NER-infra.connect-dts,,,,,,,"2275 km domestic backbone in service since 2017; national reach and open-access terms not on record",0,
