indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,3,TCD-gov.policy-tchad-connexion-2030,,,,,,,"Tchad Connexion 2030 in force to 2030; no implementation, expenditure or M&E report on record",0,
gov.policy--ict-strategy,,,,,,,,,"Only the 2014 electronic-communications law is cited here, a statute not a sector policy; Tchad Connexion 2030 sits under the digital strategy row",0,
gov.policy--broadband-strategy,3,TCD-gov.policy-tchad-connexion-2030,,,,,,,Umbrella strategy with an 80 per cent coverage target to 2030; pledges signed but no progress reporting on record,0,
gov.policy--data-storage-cloud-strategy,2,TCD-infra.store-national-data-centre,,,,,,,National data centre built and awaiting certification; no government hosting or cloud policy on record,0,
gov.policy--data-interoperability-framework-roadmap,2,TCD-dpi.exchange-national-interoperability-and-data-exchange,,,,,,,No framework published; interoperability named as a priority in the data governance strategy process; bilateral protocols only,0,
gov.policy--data-localisation-policies,,,,,,,,,Only a digital code in drafting with no text; nothing shows a localisation rule proposed or in force,0,
gov.policy--data-governance-policy,2,TCD-gov.policy-national-data-governance-strategy,,,,,,,Strategy in development under ministry terms of reference; no draft or adoption date,0,
gov.policy--open-data-policy,2,TCD-data.open-open-government-data-portal-or,,,,,,,Statistics institute portals publish with no open-data policy and restrictive reuse terms,0,
gov.legislate--data-protection-legislation,,,,,,,,,Rows here say no general law enacted; the regulator's register cited under cybersecurity and e-commerce names Loi 007/PR/2015 in force,0,
gov.legislate--cybersecurity-legislation,3,TCD-gov.legislate-cybercrime-law,,,,,,,Loi 009/PR/2015 named in force by regulator's register; agency reformed and cybercrime unit created; no prosecution or incident record,0,
gov.legislate--legislation-covering-digital-id,,,,,,,,,Biometric register operating but no identity law or bill cited here; the agency's 2016 founding ordinance appears only under enrolment rows,0,
gov.legislate--digital-payments-legislation,3,TCD-gov.legislate-cemac-payments-regulation,,,,,,,Regional CEMAC regulation directly applicable; no national licensing or interoperability rules cited here,0,
gov.legislate--legislation-enabling-data-interoperability,2,TCD-gov.legislate-code-du-numerique|TCD-gov.legislate-committee-to-overhaul-the-digital,,,,,,,Digital code in drafting under an overhaul committee; no text or data-sharing provisions on record,0,
gov.legislate--ai-legislation-regulations,2,TCD-gov.legislate-ai-regime,,,,,,,UNESCO readiness assessment finds no AI liability regime; agency remit names AI systems with no substantive rules,0,
gov.legislate--e-commerce-legislation,3,TCD-gov.legislate-loi-009-2015-cybersecurite,,,,,,,Loi 008/PR/2015 on electronic transactions named in force by regulator's register; texts not held; no accreditation acts,0,
gov.legislate--statistics-legislation,3,TCD-gov.legislate-loi-026-2019-statistique,,,,,,,Loi 026/PR/2019 establishes the institute; professional independence and confidentiality provisions not on record,0,
gov.legislate--access-to-information-legislation,1,TCD-data.open-access-to-information-statute,,,,,,,UNESCO UPR filing states no freedom of information law adopted; constitutional guarantee only,0,
gov.protect--data-protection-authority,2,TCD-gov.protect-ordonnance-n-001-pr-2026,,,,,,,Data protection folded into the security agency's remit; no separate authority and no data-protection operations on record,0,
gov.protect--national-data-protection-readiness,,,,,,,,,Rows conflict: general law stated not enacted while the regulator's register names Loi 007/PR/2015 in force; only a sectoral biometric law adopted,0,
gov.regional--regional-policy-collaboration,2,TCD-gov.regional-cemac-financial-inclusion-strategy,,,,,,,CEMAC membership under a regional strategy; no Chad contribution or domestic implementation on record,0,
gov.regional--regional-legal-harmonisation,,,,,,,,,Malabo signed 2015 but not ratified; no REC cyberlaw instrument referenced or domesticated on record,0,
gov.regional--shared-regional-infrastructure,2,TCD-infra.connect-trans-saharan-fibre-optic-backbone,,,,,,,Trans-Saharan backbone about 60 per cent complete; not in service,0,
gov.standards--national-interoperability-standards,1,TCD-dpi.exchange-national-interoperability-and-data-exchange,,,,,,,No interoperability framework or technical standard published; agency mandate without standards,0,
gov.standards--national-quality-standards,,,,,,,,,Only regulator service-quality audits cited; the standards agency ATNOR sits under the international-standards row,0,
gov.standards--adoption-of-international-standards,,,,,,,,,ATNOR mandated to adopt international standards; ISO status not on record and the dated adoptions post-date the as-at,0,
