indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--ai-strategy,2,DJI-tech.ai-ai-strategy,,,,,,,Strategy presented in August but text unpublished; no adopted and published strategy on record,0,
gov.policy--open-data-policy,3,DJI-data.open-code-open-data,,,,,,,Open-data provisions in force in the Digital Code; no licence or publication obligation held,0,
gov.legislate--ai-legislation-regulations,1,DJI-tech.ai-ai-governance,,,,,,,National readiness diagnostic finds no law dealing specifically with AI,0,
gov.protect--national-data-protection-readiness,,,,,,,,,Unplaced: rows hold only police body-camera use and a missing footage instrument; no data protection law or bill evidenced,0,
gov.regional--shared-regional-infrastructure,3,DJI-infra.connect-cable-landings,,,,,,,Consortium cable systems landing in service; no operational agreements or traffic exchange on record for stage 4,0,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,Unplaced: consultations on record but no restriction or freedom finding and no access-to-information law evidenced,0,
dpi.mis--justice,2,DJI-dpi.mis-justice-case-management,,,,,,,Case-management pilot under construction; Journal officiel online is the legal record not court decisions,0,
dpi.govtech--e-government-services,2,DJI-dpi.govtech-g2b,,,,,,,G2B platform in design; job portal and archive accord add no transactional services at scale,0,
tech.ai--use-of-ai-in-government-administration,,,,,,,,,Unplaced: MAZU weather system supplied by the China Meteorological Administration; no state-run AI system evidenced,0,
tech.ai--development-of-national-regional-ai-systems,2,DJI-tech.ai-data-corridor,,,,,,,Data corridor provided for in a memorandum; nothing built; readiness diagnostic finds no compute in service,0,
tech.ai--control-of-ai-abuse,1,DJI-tech.ai-ai-governance,,,,,,,National readiness diagnostic finds no law dealing specifically with AI,0,
include.access--citizen-feedback-portals,2,DJI-include.access-e-doleances,,,,,,,Complaints platform in service for one state agency; no receipts or case counts on record for stage 3,0,
include.access--citizen-participation-in-policy,2,DJI-gov.discourse-discourse,,,,,,,Several consultations in the 12 months but no stated procedure on record,0,
data.open--use-of-open-data,2,DJI-data.open-open-data-portal|DJI-data.open-pnrd,,,,,,,Portal and summary data page in service; no open licence stated,0,
