indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--open-data-policy,,,,,,,,,"Unplaced as in July; no in-window source bears on an open data policy",0,
gov.legislate--data-protection-legislation,3,SWZ-gov.protect-act,,,,,,,"Act in force; August item is a press account of exposure, not an enforcement act",0,
gov.legislate--cybersecurity-legislation,3,SWZ-gov.discourse-cyberbullying-enforcement-notice,,,,,,,"Regulator cites a computer crime statute in force; regulations and institutions not on record",0,
gov.legislate--e-commerce-legislation,,,,,,,,,"Unplaced; rows are media guidelines and child online access, not e-transactions law",0,
gov.legislate--access-to-information-legislation,2,SWZ-gov.legislate-access-to-information-bill,,,,,,,"Action-plan item only; not tabled",0,
gov.protect--data-protection-authority,3,SWZ-gov.protect-authority|SWZ-gov.protect-data-protection-enforcement-notices,,,,,,,"Operating with notices issued; budget funding and statutory independence not on record",0,
gov.protect--national-data-protection-readiness,3,SWZ-gov.protect-health,,,,,,,"Law in force; sector guidelines still in draft, practices not shown in use",0,
gov.regional--regional-policy-collaboration,3,SWZ-gov.regional-sadc-ict-ministerial-participation,,,,,,,"SADC ministerial participation; Organ chairmanship carries no digital portfolio",0,
gov.regional--cross-border-data-transfers,3,SWZ-gov.regional-sadc,,,,,,,"Transfer provisions in the Act; no authority mechanism or decision on record",0,
gov.standards--adoption-of-international-standards,2,SWZ-gov.standards-national-addressing-standards|SWZ-gov.standards-revenue-service-iso-9001-certification,,,,,,,"28 IT standards domesticated on record; ISO member-body status not on record",0,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,"Unplaced as in July; no in-window source on shutdowns, blocking or free discussion",0,
finance.budget--sustainable-domestic-financing-of-digital-transformation,3,SWZ-finance.budget-none,,,,,,,"ICT capital line in the estimates; no dedicated fund or levy on record",0,
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2,SWZ-capacity.training-changeagents,,,,,,,"Change-agent training only; Auditor-General plan states intent, no in-house build",0,
infra.cybersec--national-cybersecurity-readiness,2,SWZ-infra.cybersec-digital-forensic-unit|SWZ-infra.cybersec-month,,,,,,,"No strategy or CERT on record; Taiwan-funded testing lab is not a national institution",0,
dpi.exchange--use-of-digital-id-in-other-systems,2,SWZ-dpi.id-ekyc,,,,,,,"e-KYC registry under construction; no verification service in use",0,
dpi.exchange--interoperability-of-social-protection-systems,2,SWZ-dpi.registry-social-registry-imbeleko,,,,,,,"Registry still piloting by region; no exchange in service on record",0,
dpi.id--robustness-of-system,3,SWZ-dpi.id-nationalid,,,,,,,"Card issued; no assurance level, audit or certification on record",0,
dpi.id--national-maintenance-of-id-and-credentials-systems,,,,,,,,,"Unplaced as in July; rows show the card in service but not who builds or maintains it",0,
dpi.id--digital-id-from-birth,3,SWZ-dpi.id-unique-identification-number-at-birth|SWZ-dpi.id-birth-registration-in-health-facilities,,,,,,,"Number at birth in seven towns; not national, 61% birth registration",0,
dpi.id--use-by-other-systems,2,SWZ-dpi.id-ekyc,,,,,,,"e-KYC registry under construction; no register keyed on the ID on record",0,
dpi.pay--g2p-functionality,3,SWZ-dpi.pay-social-grant-disbursement-system,,,,,,,"Elderly grants paid to bank accounts through a state disbursement system; no counts",0,
dpi.pay--revenue-collection,3,SWZ-dpi.mis-customs-management-system,,,,,,,"E-invoicing in pioneering phase; electronic share of revenue not published",0,
dpi.registry--social-protection-register,2,SWZ-dpi.registry-social-registry-imbeleko,,,,,,,"Pilot results published; regional rollout under way, no households registered count",0,
dpi.registry--electoral-register,2,SWZ-dpi.registry-voter-register,,,,,,,"Continuous biometric registration; public access to the roll not on record",0,
dpi.registry--land-register,2,SWZ-dpi.registry-deeds-registry-digitisation,,,,,,,"Deeds system prototype under testing; no go-live on record",0,
dpi.mis--health,3,SWZ-dpi.mis-client-management-information-system,,,,,,,"CMIS at 73% of facilities; private sector and completeness not on record",0,
dpi.mis--social-protection,2,SWZ-dpi.registry-social-registry-imbeleko,,,,,,,"Grant disbursement system is a payment channel; no programme MIS shown in service",0,
dpi.mis--tax,3,SWZ-dpi.mis-mandatory-online-tax-filing,,,,,,,"Mandatory e-filing for income tax; coverage of other core taxes and uptake not published",0,
dpi.mis--land,2,SWZ-dpi.registry-deeds-registry-digitisation,,,,,,,"Land information system under construction; not in service",0,
digital.rural--digitalisation-of-rural-registry-offices,,,,,,,,,"Unplaced; extension-officer tablets and USSD plans are not registry offices",0,
tech.ai--use-of-ai-in-government-administration,,,,,,,,,"Unplaced; Auditor-General plan states intent, no platform authorised or piloted",0,
tech.innovate--technology-hubs,3,SWZ-tech.innovate-science-park-business-incubator,,,,,,,"Hubs in several towns with outputs; science park tenants not on record",0,
tech.innovate--tech-startup-ecosystem,,,,,,,,,"Unplaced; private accelerator and FinTech strategy are not a startup law or public scheme",0,
include.access--citizen-feedback-portals,2,SWZ-include.access-public-entity-feedback-platform|SWZ-include.access-project-grievance-mechanism,,,,,,,"One entity's feedback platform; no case counts on record",0,
include.access--citizen-participation-in-policy,2,SWZ-gov.discourse-national-data-policy-consultation,,,,,,,"Data policy consultation in period; 2025-08-28 budget round left the 12-month period",0,
data.statistics--statistics-from-administrative-data,3,SWZ-dpi.registry-crvs-completeness,,,,,,,"CRVS-based series published; no systematic multi-sector use on record",0,
