indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--data-storage-cloud-strategy,3,MRT-gov.protect-dataprotectionlaw|MRT-infra.store-cloud,,,,,,,"Cloud rules and national cloud on record; no hosting classification, conformance rule or migration act for stage 4",0,
gov.policy--open-data-policy,3,MRT-data.open-portal,,,,,,,"2023 strategy published; no open licence, publication obligation or custodian in force",0,
gov.legislate--e-commerce-legislation,,,,,,,,,"Unplaced: only row is a ride-hailing compliance notice; no e-transactions law or cited absence held",0,
gov.legislate--statistics-legislation,,,,,,,,,"Unplaced: strategy, census and Charter position held; no statistics act or cited absence on record",0,
gov.discourse--open-discussion-of-government-policy,2,MRT-gov.discourse-freedom-in-the-world-score|MRT-gov.discourse-parliamentary-oral-questions,,,,,,,"Online-dissent prosecutions under 2021 symbols law in the 12 months; access-to-information law still a bill",0,
infra.store--off-site-backup-capacity,2,MRT-infra.store-datacentre,,,,,,,"Backup data centre specified only; nothing states it was built or in service",0,
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,,,,,,,,,"Unplaced: digitised recruitment shows systems in use, not who builds or maintains them; no capacity programme on record",0,
dpi.exchange--use-of-digital-id-in-other-systems,3,MRT-dpi.id-houwiyeti|MRT-dpi.mis-houwiyeticerts,,,,,,,"ID used by certificate and consular services; no verification service usage published",0,
dpi.id--robustness-of-system,3,MRT-dpi.id-houwiyeti,,,,,,,"In service; no assurance level, audit or security certification published; August outage is not an incident record",0,
dpi.id--national-maintenance-of-id-and-credentials-systems,,,,,,,,,"Unplaced: only row is a driving-licence digitisation target; nothing on who operates or maintains the ID platform",0,
dpi.id--digital-id-from-birth,2,MRT-gov.legislate-code-etat-civil|MRT-dpi.id-anrpts,,,,,,,"Civil status law provides the register link; assignment at birth in service not on record",0,
dpi.registry--land-register,2,MRT-dpi.registry-cadastral-reference,,,,,,,"Referential and parcel identifier before Council of Ministers; no cadastre in service or parcel count on record",0,
dpi.mis--justice,2,MRT-dpi.mis-justice-modernisation-programme,,,,,,,"Digitisation of procedure still programmed; criminal-record system is a register not case management",0,
dpi.mis--land,2,MRT-dpi.registry-cadastral-reference,,,,,,,"Land digitisation under construction; no land information system in service for registration on record",0,
dpi.govtech--e-government-services,3,MRT-dpi.govtech-khdamati|MRT-dpi.govtech-consular,,,,,,,"Transactional services on several portals; no usage figure or service inventory published for stage 4",0,
digital.localgov--digitalisation-of-local-government-records,2,MRT-digital.localgov-municipal,,,,,,,"Treasury local-finance system only; no commune runs digital records of its own",0,
digital.rural--digitalisation-of-rural-police-stations,3,MRT-dpi.exchange-wapis-police-information-system,,,,,,,"62 posts connected on the police's own statement; no national coverage figure",0,
tech.ai--use-of-ai-in-government-administration,3,MRT-dpi.govtech-digitised-civil-service-recruitment,,,,,,,"AI used in one recruitment competition; no inventory, procurement rules or performance reporting",0,
include.access--citizen-participation-in-policy,,,,,,,,,"Unplaced: e-participation policy is a 2023 draft; no consultation in the 12 months or cited absence on record",0,
data.statistics--censuses-and-surveys,3,MRT-data.statistics-census5,,,,,,,"Definitive results presented at workshops; not published with public access or microdata",0,
