indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,2,LBY-gov.policy-government-digital-transformation-strategy,,,,,,,"strategy approved but no text, horizon or targets held; civil-service plan only in preparation",0,
gov.policy--open-data-policy,2,LBY-data.open-opendata,,,,,,,portal publishing datasets with the national open-data policy still in draft,0,
gov.protect--national-data-protection-readiness,,,,,,,,,"no law, bill or authority on record; rows show systems without a data-protection basis, not a cited absence",0,
gov.regional--regional-policy-collaboration,3,LBY-gov.regional-arabai,,,,,,,chairs the Arab ministers' working group on AI data and digital infrastructure; no regional guideline domesticated,0,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,"only constitutional guarantees held; no record of shutdowns, blocking or free policy discussion either way",0,
infra.connect--satellite-broadband-licensing-and-availability,,,,,,,,,"capacity agreement with ARABSAT announced; no licence, application or framework on record",0,
infra.cybersec--national-cybersecurity-readiness,,,,,,,,,"incidents and an operator cooperation agreement held; no strategy, law, council or CERT on record",0,
dpi.exchange--national-data-exchange-system,3,LBY-dpi.exchange-lyndex,,,,,,,"LY-NDEX in service; no legal basis, connected-entity count or access conditions published",0,
dpi.id--robustness-of-system,3,LBY-dpi.id-fraud,,,,,,,national numbers issued and revoked; no assurance level or security certification published,0,
dpi.pay--cross-border-functionality,,,,,,,,,Visa card acceptance and a reported CIPS accession plan only; no regulated corridor or framework on record,0,
dpi.pay--consumer-protection,2,LBY-gov.standards-cardsurcharge,,,,,,,card-surcharge prohibition enforced by the Municipal Guard; no conduct-of-business rules on record,0,
dpi.registry--population-register,,,,,,,,,only an expatriate-worker database is mapped; civil-registry evidence sits under the ID indicators,0,
dpi.registry--address-register,2,LBY-dpi.registry-postal,,,,,,,addressing project phase one under way; no completion figure published,0,
dpi.registry--business-register,2,LBY-dpi.registry-uen,,,,,,,unified economic number adopted; electronic issuance pilot post-dates the as-at,0,
dpi.mis--health,3,LBY-dpi.mis-dhis2,,,,,,,DHIS2 generates ministry reporting; no facility count or completeness published,0,
dpi.mis--customs,,,,,,,,,"Only the economy ministry's e-manifest system, not the customs authority's (CC)",0,
dpi.govtech--e-government-services,2,LBY-dpi.govtech-exportwindow|LBY-dpi.govtech-wafed-evisa,,,,,,,a few transactional services on separate portals; no tens of services or single gateway,0,
tech.ai--use-of-ai-in-sectoral-management-information-systems,2,LBY-dpi.mis-medicalsupply,,,,,,,AI-enabled medical-supply platform in pilot; the AI component is not described,0,
include.access--citizen-participation-in-policy,2,LBY-include.access-structured-dialogue,,,,,,,one consultation on record in the period; no standing procedure,0,
data.open--use-of-open-data,2,LBY-data.open-opendata,,,,,,,portal publishing indicators with no open licence or bulk download stated,0,
data.satellite--meteorological-use-of-satellite-data,,,,,,,,,early-warning pilot named; no satellite data stream or forecasting use on record,0,
