indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--open-data-policy,2,LBR-data.open-open-data-policy,,,,,,,"statistics office publishes microdata under the statistics Act; no open-data instrument adopted",0,
gov.legislate--data-protection-legislation,3,LBR-gov.protect-dp-bill,,,,,,,"Act in force March 2026; no commissioner appointment or implementing rules on record",0,
gov.legislate--cybersecurity-legislation,3,LBR-infra.cybersec-cybercrime-act,,,,,,,"Act in force July 2026; no regulations under it or prosecution on record by the as-at",0,
gov.legislate--access-to-information-legislation,,,,,,,,,"unplaced: mapped row shows only LTA disclosure refusals; the FOI Act 2010 sits under include.access-foi-act",0,
gov.protect--national-data-protection-readiness,,,,,,,,,"unplaced: mapped row is a private rider registry; the Act in force sits under gov.protect-dp-bill",0,
gov.regional--regional-policy-collaboration,2,LBR-gov.regional-atu-standing,,,,,,,"ATU voting rights restored; CSWAMZ cyber proposal is one governor's call with nothing adopted",0,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,"unplaced: press debate of LTA revenue on record but no published policy documents among mapped rows",0,
infra.connect--satellite-broadband-licensing-and-availability,2,LBR-gov.legislate-satellite-communications-guidelines,,,,,,,"regulator's guidelines issued August 2026; no licence issued under them on record",0,
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,3,LBR-dpi.govtech-police-clearance,,,,,,,"revenue authority programmers built the platform; no systematic programme or IT cadre on record",0,
dpi.id--robustness-of-system,2,LBR-dpi.id-nbis,,,,,,,"issuance suspended over a year; replacement sought at US$39m",0,
dpi.pay--b2b-and-b2g-functionality,,,,,,,,,"unplaced: mapped row is an undelivered lending platform; the e-procurement platform sits under dpi.govtech-egp",0,
dpi.pay--p2p-p2g-and-p2b-functionality,3,LBR-dpi.pay-pay-na-na,,,,,,,"two-operator interoperability with G2P; merchant and P2G payments and agent networks not on record",0,
dpi.pay--consumer-protection,2,LBR-dpi.pay-ips-fees,,,,,,,"central bank-approved fee cap only; no conduct rules or redress body on record",0,
dpi.registry--civil-register,3,LBR-dpi.registry-brims,,,,,,,"births on DHIS2 in all counties; no current coverage figure; new policy has no target",0,
dpi.registry--business-register,,,,,,,,,"unplaced: mapped rows are collateral and credit registries; no business register row held",0,
dpi.registry--electoral-register,2,LBR-dpi.id-nec-biometric-kit-transfer,,,,,,,"biometric register planned from January 2027; no public access to the roll on record",0,
dpi.registry--land-register,,,,,,,,,"unplaced: spatial data infrastructure only sought partners; no cadastre project under way on record",0,
dpi.mis--education,,,,,,,,,"unplaced: mapped row is a school permit system, not an EMIS",0,
dpi.mis--tax,3,LBR-dpi.mis-litas,,,,,,,"large and medium taxpayers on LITAS; no uptake figures published; revenue authority's own account",0,
dpi.govtech--e-government-services,2,LBR-dpi.govtech-csa-lpa|LBR-dpi.mis-liberiaworks,,,,,,,"a handful of transactional services on separate platforms; not tens of services on record",0,
tech.ai--use-of-ai-in-government-administration,,,,,,,,,"unplaced: the legal AI is a private law library's with OHCHR support, not the state's",0,
tech.innovate--technology-hubs,2,LBR-tech.innovate-unipod,,,,,,,"UNDP hub operating; no incubation cohorts on record",0,
include.access--citizen-feedback-portals,,,,,,,,,"unplaced: U-Report is run by UNICEF and UNFPA, not a state channel",0,
include.access--citizen-participation-in-policy,2,LBR-include.access-foi-act,,,,,,,"one multi-stakeholder consultation (November 2025) inside the 12 months; no standing procedure",0,
