indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,2,GNQ-gov.policy-adige|GNQ-gov.policy-ndp2035,,,,,,,ADIGE agenda ran to 2025 and has lapsed; no successor digital strategy adopted by the as-at,0,
gov.policy--ict-strategy,,,,,,,,,Only a tender to draft a new telecoms law; no ICT policy drafted or adopted on record,0,
gov.policy--broadband-strategy,,,,,,,,,Coverage target sits in a ministry half-year plan; no national broadband plan on record,0,
gov.policy--data-storage-cloud-strategy,,,,,,,,,Only the .GQ domain recovery row; nothing on government hosting or cloud policy,0,
gov.policy--data-interoperability-framework-roadmap,1,GNQ-dpi.exchange-interop,,,,,,,World Bank diagnostic names no interoperability framework; none published since,0,
gov.policy--ai-strategy,2,GNQ-tech.ai-strategy,,,,,,,AI bill in drafting with a proposed authority; no national AI strategy adopted,0,
gov.policy--data-localisation-policies,,,,,,,,,Electronic laws package held but no localisation provision shown on the rows,0,
gov.policy--data-governance-policy,,,,,,,,,Data protection laws only; no national data policy drafted or adopted on record,0,
gov.policy--open-data-policy,1,GNQ-data.open-portal,,,,,,,No open data portal; transparency law carries no publication scheme,0,
gov.legislate--data-protection-legislation,3,GNQ-gov.protect-dataprotectionlaw,,,,,,,Ley 1/2016 in force; the Organo Rector decree never issued,0,
gov.legislate--cybersecurity-legislation,3,GNQ-gov.legislate-ley72024,,,,,,,Ley 7/2024 in force; ANCIC not operating and prosecutions post-date the as-at,0,
gov.legislate--legislation-covering-digital-id,,,,,,,,,Rows cover the 1957 civil registry law and a tax-number decree; no identity law on record,0,
gov.legislate--digital-payments-legislation,,,,,,,,,ATM and point-of-sale plan only; no payment-systems or e-money instrument on the rows,0,
gov.legislate--legislation-enabling-data-interoperability,,,,,,,,,Procurement bill and business window decree do not provide for data sharing between public bodies,0,
gov.legislate--ai-legislation-regulations,2,GNQ-tech.ai-strategy,,,,,,,Anteproyecto de ley de IA in drafting; no text or enactment,0,
gov.legislate--e-commerce-legislation,3,GNQ-gov.policy-data-protection-laws-2017,,,,,,,Electronic signature and access laws published 2017; no trust-service regulations or accreditation on record,0,
gov.legislate--statistics-legislation,,,,,,,,,Rows cover the census and the NSDS; no statistics act on record,0,
gov.legislate--access-to-information-legislation,2,GNQ-gov.legislate-transparency-law,,,,,,,Bill passed the Senate May 2026; promulgation not shown on listed sources,0,
gov.protect--data-protection-authority,2,GNQ-gov.protect-dataprotectionlaw,,,,,,,Organo Rector provided for in Ley 1/2016 but never constituted,0,
gov.protect--national-data-protection-readiness,3,GNQ-gov.protect-data-protection-readiness,,,,,,,Law in force; no supervisory authority operating,0,
gov.regional--regional-policy-collaboration,3,GNQ-gov.regional-lusophone,,,,,,,Took part in the Lusophone data governance workshop; no regional guideline domesticated,0,
gov.regional--regional-legal-harmonisation,,,,,,,,,Malabo signed July 2026 and not ratified; no REC instrument domesticated or referenced on record,0,
gov.regional--shared-regional-infrastructure,3,GNQ-infra.connect-gabonaccords,,,,,,,Gabon backbone link in service; no traffic or capacity figure published,0,
gov.regional--cross-border-data-transfers,,,,,,,,,Only a border screening connection; no transfer rule on the rows,0,
gov.standards--national-interoperability-standards,1,GNQ-dpi.exchange-interop,,,,,,,World Bank diagnostic names no framework or standard; none published since,0,
gov.standards--adoption-of-international-standards,,,,,,,,,Passport and backup-site rows say nothing of ISO membership or adopted standards,0,
gov.discourse--non-governmental-contribution-to-national-policy,,,,,,,,,Observatory created by decree but never convened; no consultation on record,0,
finance.budget--sustainable-domestic-financing-of-digital-transformation,2,GNQ-finance.budget-digital,,,,,,,Telecoms ministry appropriation in the 2026 budget law; no digital programme line or fund,0,
