indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,2,BWA-gov.policy-ict-roadmap-2030,,,,,,,"ICT Roadmap 2030 announced with a horizon; adoption instrument and document not held",0,
gov.policy--ict-strategy,3,BWA-gov.policy-maitlamo-ict-policy,,,,,,,"Maitlamo adopted 2007; no implementation plan or reporting against it on record",0,
gov.policy--broadband-strategy,3,BWA-gov.policy-national-broadband-strategy,,,,,,,"2018 strategy issued by the ministry; no funding or progress reporting cited against it",0,
gov.policy--data-storage-cloud-strategy,2,BWA-infra.store-digital-delta-data-centre|BWA-infra.store-government-migration-digital-delta,,,,,,,"state data centre in service and migration under way; no hosting or cloud policy instrument on record",0,
gov.policy--data-interoperability-framework-roadmap,2,BWA-gov.standards-national-interoperability-framework|BWA-dpi.exchange-framework-secure-exchange-information,,,,,,,"framework under EU-supported alignment; not published",0,
gov.policy--ai-strategy,2,BWA-tech.ai-ai-policy-or-strategy,,,,,,,"national AI policy in final drafting; not adopted",0,
gov.policy--data-localisation-policies,2,BWA-infra.store-data-localisation-amendment-data,,,,,,,"ministerial intention to localise announced; no bill or draft on file",0,
gov.policy--data-governance-policy,,,,,,,,,"no national data policy on record in drafting or adopted; and no cited absence",0,
gov.policy--open-data-policy,2,BWA-data.open-open-data-portal-or|BWA-data.open-open-data-hackathons,,,,,,,"policy mandated by the Digital Services Act and anticipated; not published",0,
gov.legislate--data-protection-legislation,3,BWA-gov.protect-data-protection-act-no,,,,,,,"law in force with enforcement on record; no implementing regulations on record",0,
gov.legislate--cybersecurity-legislation,3,BWA-gov.legislate-cybersecurity-act-2025|BWA-infra.cybersec-cybercrime-computer-related-crimes,,,,,,,"2018 Act operative and 2025 Act gazetted; authority not established and 2025 Act not commenced",0,
gov.legislate--legislation-covering-digital-id,3,BWA-dpi.id-registration-amendment-act-2025,,,,,,,"registration law in force; no regulations or oversight provisions on record",0,
gov.legislate--digital-payments-legislation,3,BWA-gov.legislate-electronic-payment-services-amendment,,,,,,,"central-bank regulations in force with licensing; no interoperability rule on record",0,
gov.legislate--legislation-enabling-data-interoperability,3,BWA-gov.legislate-digital-services-act,,,,,,,"Act in force provides for secure exchange; no implementing acts or custodian on record",0,
gov.legislate--ai-legislation-regulations,1,BWA-gov.legislate-ai-legislation,,,,,,,"no AI Act or regulation found per UNESCO country profile; policy still in drafting",0,
gov.legislate--e-commerce-legislation,3,BWA-gov.legislate-electronic-communications-transactions-act,,,,,,,"ECT Act 2014 in force; no trust-service accreditation or enforcement on record",0,
gov.legislate--statistics-legislation,3,BWA-data.statistics-statistics-act-2009,,,,,,,"Act in force establishing Statistics Botswana; Charter principles not shown in the rows",0,
gov.legislate--access-to-information-legislation,3,BWA-gov.legislate-access-to-information-act-2024,,,,,,,"Act passed; no commencement notice on record",0,
gov.protect--data-protection-authority,3,BWA-gov.protect-information-data-protection-commission|BWA-gov.protect-determination-enforcement-notice-against,,,,,,,"commission enforcing; no budget organisation or line of its own so stage 4 not met",0,
gov.protect--national-data-protection-readiness,4,BWA-gov.protect-data-protection-act-no|BWA-gov.protect-information-data-protection-commission|BWA-gov.protect-determination-enforcement-notice-against|BWA-gov.protect-dpsm-employee-privacy-notices,,,,,,,"law in force and authority enforcing; impact assessment and privacy notices on record via press only",0,
gov.regional--regional-legal-harmonisation,,,,,,,,,"only a SADC legal-affairs protocol and a finance agreement; no cyberlaw domestication or cited absence",0,
gov.regional--shared-regional-infrastructure,3,BWA-gov.regional-sadc-one-network-area,,,,,,,"SADC One Network Area roaming in service; IXP hosting bid not awarded",0,
gov.regional--cross-border-data-transfers,,,,,,,,,"mapped rows are SADC DPI frameworks; no transfer provision or cited absence among them",0,
gov.standards--national-interoperability-standards,2,BWA-gov.standards-national-interoperability-framework,,,,,,,"framework and standards under alignment; nothing published",0,
gov.standards--national-quality-standards,2,BWA-gov.standards-standards-act-1995|BWA-gov.standards-bobs-annual-work-programme,,,,,,,"standards body operating; no ICT or data standards or quality policy on record",0,
gov.standards--adoption-of-international-standards,,,,,,,,,"only an ITU board candidature; no ISO membership or standards adoption on record",0,
gov.discourse--non-governmental-contribution-to-national-policy,,,,,,,,,"consultations on record concern the constitution and courts; none on a digital instrument",0,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,"rows show a parliamentary platform and consultations; nothing on shutdowns or restrictions either way",0,
finance.budget--sustainable-domestic-financing-of-digital-transformation,3,BWA-finance.budget-shared-digital-services-department|BWA-finance.budget-communications-ministry-ict-project,,,,,,,"recurrent digital vote in the FY2026/27 estimates; no dedicated fund cited here",0,
infra.connect--national-fibre-backbone,3,BWA-infra.connect-fibre-network-length,,,,,,,"minister's 16000 km figure with cross-border links; regional reach and open-access terms not on record",0,
infra.connect--internet-exchange-points,3,BWA-infra.connect-digital-delta-ix,,,,,,,"one IXP operating with one peer and 10G per PeeringDB; BINX defunct",0,
infra.connect--satellite-broadband-licensing-and-availability,3,BWA-infra.connect-btc-rural-satellite-connectivity,,,,,,,"satellite service through the state operator only; no blanket licensing on record",0,
infra.store--off-site-backup-capacity,,,,,,,,,"BC/DR guidelines and commercial DR offers; no government backup site or contract on record",0,
infra.capacity--robustness-of-government-hardware-and-software,2,BWA-dpi.mis-government-accounting-budgeting-system,,,,,,,"only the finance system on record as upgraded; other core systems and custodian not shown",0,
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,,,,,,,,,"rows show e-services and migration but not who builds or maintains them",0,
infra.cybersec--national-cybersecurity-readiness,,,,,,,,,"mapped rows are a drill and vendor services; no strategy or institution or cited absence",0,
dpi.exchange--national-data-exchange-system,2,BWA-dpi.exchange-framework-secure-exchange-information,,,,,,,"gateway provided for by statute; nothing built on record",0,
dpi.exchange--use-of-digital-id-in-other-systems,2,BWA-dpi.exchange-health-information-exchange,,,,,,,"health client registry keyed on Omang ready for deployment; not in service",0,
dpi.exchange--interoperability-of-health-systems,2,BWA-dpi.exchange-health-information-exchange|BWA-dpi.exchange-ehealth-enterprise-architecture,,,,,,,"HIE and FHIR architecture in development; no adopted architecture",0,
dpi.exchange--interoperability-of-education-systems,,,,,,,,,"credit-transfer policy and a labour-market system only; no education-system link on record",0,
dpi.exchange--interoperability-of-social-protection-systems,3,BWA-dpi.registry-single-social-registry,,,,,,,"five main programmes share the single registry; ID and payment links not on record",0,
dpi.id--robustness-of-system,3,BWA-dpi.id-multi-biometric-platform|BWA-dpi.id-omang-card-production-replacement,,,,,,,"biometric Omang in service; no assurance level or audit published and production degraded",0,
dpi.id--national-maintenance-of-id-and-credentials-systems,3,BWA-dpi.registry-national-identity-register,,,,,,,"ministry operating Omang with annual funding; no exit terms or national-staff maintenance on record",0,
dpi.id--authentication,2,BWA-dpi.id-public-key-infrastructure,,,,,,,"PKI funded and begun but non-operational per public accounts committee",0,
dpi.id--digital-id-from-birth,,,,,,,,,"birth registration partly automated; no identifier at birth or cited absence",0,
dpi.id--interoperability-of-birth-registration-and-digital-id,3,BWA-dpi.registry-births-deaths-registration-system|BWA-dpi.registry-national-identity-register,,,,,,,"both registers held by the home affairs ministry on separate systems; no exchange on record",0,
dpi.id--use-by-other-systems,,,,,,,,,"Omang used for travel and CCTV matching; no public register keyed on it on record",0,
dpi.pay--governance-role-of-central-bank,2,BWA-dpi.pay-payment-switch,,,,,,,"National Payments Switch Act drafted not tabled; oversight mandate not among mapped rows",0,
dpi.pay--g2p-functionality,3,BWA-dpi.pay-biometric-grant-payment-cards,,,,,,,"one grant programme paid by biometric card; 2025 figure not updated",0,
dpi.pay--revenue-collection,2,BWA-finance.budget-revenue-service-modernisation-line,,,,,,,"e-invoicing and digital taxation proposed in NDP12; no e-payment service on record",0,
dpi.pay--b2b-and-b2g-functionality,2,BWA-dpi.pay-payment-switch|BWA-dpi.pay-government-cash-deposit-system,,,,,,,"switch and e-procurement under development; e-procurement due 2027",0,
dpi.pay--p2p-p2g-and-p2b-functionality,3,BWA-dpi.pay-electronic-payment-services-guidelines|BWA-dpi.pay-payment-switch,,,,,,,"licensed mobile money in service; central bank names no interoperability between instruments",0,
dpi.pay--cross-border-functionality,2,BWA-dpi.pay-instant-cross-border-payment,,,,,,,"inbound corridor live since March 2026; no regulatory framework on record",0,
dpi.pay--consumer-protection,2,BWA-dpi.pay-payments-system-oversight-policy|BWA-dpi.pay-eft-clearing-settlement-enhancement,,,,,,,"regulator policy and crediting rule only; the four dimensions not shown in force",0,
dpi.registry--population-register,3,BWA-dpi.registry-national-identity-register|BWA-dpi.id-national-registration-act,,,,,,,"Omang register in service from ID enrolment; no vital-event updating on record",0,
dpi.registry--civil-register,2,BWA-dpi.registry-births-deaths-registration-system,,,,,,,"partially automated across district offices; national digital register not shown",0,
dpi.registry--address-register,1,BWA-dpi.registry-national-address-register,,,,,,,"no national addressing system found; LAPCAS never implemented nationally",0,
dpi.registry--business-register,,,,,,,,,"only a proposed SMME database; no business-register row or cited absence",0,
dpi.registry--social-protection-register,3,BWA-dpi.registry-single-social-registry,,,,,,,"registry covers the five main programmes; ID link and dynamic updating not on record",0,
dpi.registry--electoral-register,2,BWA-dpi.registry-electronic-voter-registration|BWA-dpi.registry-elections-management-system,,,,,,,"electronic registration funded and system in testing for 2029",0,
dpi.registry--tax-register,,,,,,,,,"Tax Administration Act assented and Lekgetho Live in development; register state not shown",0,
dpi.registry--land-register,,,,,,,,,"deeds registry backlog with no digitisation programme; no cadastre statement either way",0,
dpi.mis--health,3,BWA-dpi.mis-dhis2,,,,,,,"DHIS2 is the national aggregate platform per WHO; supply chain and records separate",0,
dpi.mis--education,,,,,,,,,"only a labour-market system is mapped; no EMIS row",0,
dpi.mis--social-protection,3,BWA-dpi.mis-ipelegeng-mis,,,,,,,"Ipelegeng MIS in service; payment and ID links not on record",0,
dpi.mis--justice,3,BWA-dpi.mis-court-records-management-system,,,,,,,"court records system in service but malfunctioning per the Chief Justice",0,
dpi.mis--tax,,,,,,,,,"only a modernisation programme in development; no filing or payment evidence on the rows",0,
dpi.mis--customs,3,BWA-dpi.mis-customs-management-system,,,,,,,"customs system and trade platform in service; no single window or risk management on record",0,
dpi.mis--land,2,BWA-dpi.mis-land-information-system,,,,,,,"four-year LIS modernisation funded from 2026/27",0,
dpi.govtech--e-government-services,3,BWA-dpi.govtech-1gov-1citizen-platform,,,,,,,"52 e-services on 1Gov-1Citizen; no usage figure or ID-based authentication on record",0,
digital.localgov--ict-infrastructure-for-local-government,,,,,,,,,"statutory duties only; no local connectivity or equipment on record",0,
digital.localgov--digitalisation-of-local-government-records,,,,,,,,,"records system rolling out to ministries; no local-government records evidence",0,
digital.rural--digitalisation-of-rural-health-clinics,2,BWA-dpi.mis-electronic-medical-records,,,,,,,"EMR piloting at 22 Ngami facilities with rollout to other districts planned",0,
digital.rural--digitalisation-of-rural-primary-schools,3,BWA-include.divides-universal-access-service-fund|BWA-finance.new-universal-fund-annual-allocation,,,,,,,"14 primary-school ICT labs via the universal fund; national shares not published",0,
digital.rural--digitalisation-of-rural-registry-offices,3,BWA-dpi.registry-births-deaths-registration-system,,,,,,,"registration partially automated across 35 district offices; share covered not published",0,
digital.rural--digitalisation-of-rural-police-stations,2,BWA-digital.rural-administrative-data-digitalisation,,,,,,,"tablets supplied to the police for data capture; no station case-recording system on record",0,
tech.ai--use-of-ai-in-government-administration,,,,,,,,,"only a judicial training commitment; no AI system or cited absence",0,
tech.ai--use-of-ai-in-sectoral-management-information-systems,,,,,,,,,"no sectoral AI tool on record; adoption study is a reference only",0,
tech.ai--development-of-national-regional-ai-systems,,,,,,,,,"only a chatbot-visits reference study; no national AI build or cited absence",0,
tech.ai--control-of-ai-abuse,1,BWA-gov.legislate-ai-legislation,,,,,,,"no AI Act or regulation per UNESCO profile; readiness assessment has no legal effect",0,
tech.innovate--technology-hubs,3,BWA-tech.innovate-unipod-botswana,,,,,,,"UniPod hub at the University of Botswana with start-ups in acceleration",0,
tech.innovate--tech-startup-ecosystem,2,BWA-tech.innovate-national-research-innovation-council-bill,,,,,,,"innovation council bill before Parliament; no startup law or strategy",0,
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,,,,,,,,,"research agenda funds projects but none shown on digital transformation",0,
include.access--citizen-feedback-portals,2,BWA-gov.discourse-botswana-speaks|BWA-include.access-forensic-audit-engagement-platform,,,,,,,"channels operating; no cases or handling process on record",0,
include.access--citizen-participation-in-policy,2,BWA-include.access-budget-pitso,,,,,,,"one open budget consultation; none on a digital instrument",0,
include.access--inclusion-of-persons-with-disabilities,2,BWA-include.access-persons-with-disability-act-2024,,,,,,,"disability law partly commenced; no information or ICT accessibility provision shown",0,
include.access--inclusion-of-refugees-and-idps,,,,,,,,,"Refugees Act in force; no registration or documentation evidence on record",0,
data.statistics--national-strategy-for-development-of-statistics,,,,,,,,,"only a statistician general appointment; no NSDS or cited absence",0,
data.statistics--censuses-and-surveys,3,BWA-data.statistics-multi-topic-household-survey,,,,,,,"survey rounds irregular with 2024/25 results preliminary only",0,
data.statistics--statistics-from-administrative-data,2,BWA-data.statistics-africa-broadband-maps-training,,,,,,,"data-management training under way; no admin-data product on record",0,
data.open--use-of-open-data,2,BWA-data.open-tourism-statistics-dashboard,,,,,,,"dashboard publishes indicators with no open licence or bulk download stated",0,
data.satellite--agricultural-use-of-satellite-data,,,,,,,,,"BOTSAT-1 has no product or agricultural use on record",0,
data.satellite--meteorological-use-of-satellite-data,2,BWA-data.satellite-meteorological-ground-station,,,,,,,"ground station operating at the met service; forecasting use not on record",0,
