indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,3,STP-gov.policy-digital-governance-strategy,,,,,,,"Strategy adopted 2020 and in force; no costed plan, budget or M&E report on record",0,
gov.policy--ict-strategy,2,STP-gov.legislate-ager-revision,,,,,,,"Electronic communications law revision before the Assembly; no adopted sector policy on record",0,
gov.policy--broadband-strategy,,,,,,,,,"Only an IPTV authorisation held; no broadband plan and no cited absence of one",0,
gov.policy--data-interoperability-framework-roadmap,2,STP-gov.policy-qni,,,,,,,"QNI held at draft v0.1 with no approval instrument",0,
gov.policy--ai-strategy,1,STP-gov.policy-ai-strategy,,,,,,,"UNESCO readiness assessment records no national AI strategy",0,
gov.policy--data-localisation-policies,3,STP-gov.policy-data-localisation,,,,,,,"Personal data localised under the 2016 law on INIC's account; no application decision or transfer mechanism on record",0,
gov.policy--data-governance-policy,2,STP-gov.policy-data-strategy,,,,,,,"Data strategy v1 published by INIC under technical assistance; no approval instrument held",0,
gov.policy--open-data-policy,1,STP-data.open-none,,,,,,,"UNESCO readiness assessment states no open-data law or regulation exists; no portal",0,
gov.legislate--data-protection-legislation,3,STP-gov.legislate-data-protection-law,,,,,,,"Law 03/2016 in force; no implementing regulations or enforcement act on record",0,
gov.legislate--cybersecurity-legislation,3,STP-gov.legislate-cybercrime-law,,,,,,,"Lei 15/2017 in force; no regulations, agency or prosecutions on record",0,
gov.legislate--legislation-covering-digital-id,2,STP-gov.legislate-identification-law,,,,,,,"Identification law under review and consultation; passage not on record",0,
gov.legislate--digital-payments-legislation,3,STP-gov.legislate-payment-system-law|STP-dpi.pay-bcstp-organic-law,,,,,,,"Payment-systems law in force; no non-bank licensing regime or interoperability rules on record",0,
gov.legislate--legislation-enabling-data-interoperability,3,STP-gov.legislate-interoperability-law,,,,,,,"Law 1/2024 in force on secondary legal survey only; no implementing acts on record",0,
gov.legislate--ai-legislation-regulations,1,STP-gov.legislate-ai-law,,,,,,,"UNESCO assessment and country profile record no AI-specific law or regulation",0,
gov.legislate--statistics-legislation,3,STP-gov.legislate-statistics-law,,,,,,,"Lei 5/98 in force creating INE; independence and confidentiality provisions not on record",0,
gov.legislate--access-to-information-legislation,1,STP-gov.legislate-access-to-information,,,,,,,"No statute located; constitutional articles only",0,
gov.protect--data-protection-authority,3,STP-gov.protect-prese-supervision|STP-gov.protect-rlpd-membership|STP-gov.protect-macau-mou,,,,,,,"ANPDP operating and cooperating; no enforcement decision on record",0,
gov.protect--national-data-protection-readiness,3,STP-gov.legislate-data-protection-law,,,,,,,"Law in force and authority operating; no Guidelines practices on record",0,
gov.regional--regional-policy-collaboration,3,STP-gov.regional-lusophone-workshop|STP-gov.regional-palop-dialogues,,,,,,,"Participation in Lusophone and PALOP processes; STP-specific contributions not detailed",0,
gov.regional--regional-legal-harmonisation,,,,,,,,,"Only a regional connectivity workshop held; no domestication of a REC instrument on record",0,
gov.regional--shared-regional-infrastructure,3,STP-gov.regional-ace-cable,,,,,,,"ACE cable participation through consortium vehicle; no second shared asset on record",0,
gov.standards--national-interoperability-standards,2,STP-gov.policy-qni,,,,,,,"Technical specifications sit in the draft QNI v0.1; no approval instrument",0,
gov.standards--national-quality-standards,2,STP-gov.standards-none,,,,,,,"SENAPIQ exists; no ICT standards adopted or quality policy on record by the as-at",0,
gov.standards--adoption-of-international-standards,2,STP-gov.standards-none,,,,,,,"ISO correspondent member only",0,
gov.discourse--non-governmental-contribution-to-national-policy,2,STP-gov.discourse-fgi-stp,,,,,,,"First internet governance forum held; no standing mechanism or outcome on record",0,
gov.discourse--open-discussion-of-government-policy,3,STP-gov.discourse-ager-consultations,,,,,,,"Drafts put to public consultation; no access-to-information law",0,
finance.budget--sustainable-domestic-financing-of-digital-transformation,,,,,,,,,"No digital line found in the budget read, but a universal-service fund exists in law (STP-include.divides-universal-service)",0,
infra.connect--internet-exchange-points,1,STP-infra.connect-ixp,,,,,,,"ISOC Pulse tracker: none active and none in PeeringDB",0,
infra.connect--satellite-broadband-licensing-and-availability,3,STP-infra.connect-starlink,,,,,,,"Starlink in service; no blanket licensing or second operator on record",0,
infra.store--off-site-backup-capacity,2,STP-infra.store-datacentre-modernisation,,,,,,,"Disaster-recovery servers tendered; no site in service on record",0,
infra.capacity--robustness-of-government-hardware-and-software,,,,,,,,,"World Bank appraisal describes nascent foundations only; no core-system status on record",0,
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2,STP-infra.capacity-fishing-vessel-registry,,,,,,,"Training run for one system only",0,
infra.cybersec--national-cybersecurity-readiness,2,STP-infra.cybersec-strategy|STP-infra.cybersec-csirt,,,,,,,"Strategy drafted and consulted with no adoption instrument; CSIRT not operating",0,
dpi.exchange--national-data-exchange-system,2,STP-dpi.exchange-interoperability-platform,,,,,,,"Exchange platform at prototype stage; not in service",0,
dpi.exchange--use-of-digital-id-in-other-systems,2,STP-dpi.exchange-legi-non,,,,,,,"ID linkage intended by social protection; no consuming system in production",0,
dpi.exchange--interoperability-of-health-systems,,,,,,,,,"DHIS2 in service but no exchange between health systems or absence on record",0,
dpi.exchange--interoperability-of-education-systems,,,,,,,,,"SIGE still being implemented; no planned link between education systems on record",0,
dpi.exchange--interoperability-of-social-protection-systems,3,STP-dpi.mis-kenon,,,,,,,"Ke Non linked to the social registry and a bank payment channel; no ID link",0,
dpi.id--robustness-of-system,2,STP-dpi.id-foundational-id,,,,,,,"MOSIP digital ID piloted with prototypes; launch not on record",0,
dpi.id--national-maintenance-of-id-and-credentials-systems,,,,,,,,,"Only a passport system is held; nothing on who operates or maintains the ID platform",0,
dpi.id--authentication,2,STP-dpi.exchange-interoperability-platform|STP-dpi.id-foundational-id,,,,,,,"Authentication and e-signature at prototype stage",0,
dpi.id--digital-id-from-birth,,,,,,,,,"Electronic birth registration live in every maternity unit; no unique number assigned at birth on record",0,
dpi.id--interoperability-of-birth-registration-and-digital-id,,,,,,,,,"Civil registry feeds the electoral roll; no link to the ID system on this row",0,
dpi.id--use-by-other-systems,2,STP-dpi.exchange-legi-non,,,,,,,"Register linkage intended; passport check is documentary only",0,
dpi.pay--governance-role-of-central-bank,3,STP-dpi.pay-bcstp-organic-law|STP-gov.legislate-payment-system-law,,,,,,,"Oversight and licensing mandate in force; no national switch or interoperability mandate on record",0,
dpi.pay--g2p-functionality,3,STP-dpi.pay-g2p-programa-familia,,,,,,,"One programme paid by bank transfer; other streams not on record",0,
dpi.pay--revenue-collection,2,STP-dpi.pay-sit-vat,,,,,,,"Electronic VAT filing in service; electronic payment of taxes not on record",0,
dpi.pay--b2b-and-b2g-functionality,3,STP-dpi.pay-cash-payment-cap,,,,,,,"Bank transfer and POS required of organised-accounting firms; no e-procurement on record",0,
dpi.pay--p2p-p2g-and-p2b-functionality,3,STP-dpi.pay-payment-instruments,,,,,,,"Cards, internet banking and transfers in service; no provider interoperability or agents on record",0,
dpi.pay--cross-border-functionality,,,,,,,,,"Only the exchange regime is held; no corridor or cited absence",0,
dpi.pay--consumer-protection,2,STP-dpi.pay-bcstp-organic-law,,,,,,,"Consumer protection a central-bank duty in law only; no conduct rules on record",0,
dpi.registry--population-register,3,STP-dpi.registry-cicc,,,,,,,"ID-card register from enrolment only; not updated from vital events",0,
dpi.registry--civil-register,3,STP-dpi.id-siga,,,,,,,"Digital birth registration national; other events and coverage not on record",0,
dpi.registry--address-register,1,STP-dpi.registry-address-register,,,,,,,"No address register; postal base bill providing for one not enacted",0,
dpi.registry--business-register,2,STP-dpi.registry-gue,,,,,,,"One-stop window operating; online registration not on record",0,
dpi.registry--social-protection-register,3,STP-dpi.registry-csu,,,,,,,"Registry in service for part of the population; coverage figure post-dates the as-at",0,
dpi.registry--electoral-register,3,STP-dpi.registry-electoral-roll,,,,,,,"Automatic roll drawn from civil registry and open to consultation; no published audit",0,
dpi.registry--tax-register,2,STP-dpi.registry-tax-register,,,,,,,"NIF register in use; linkage and integrity not assessed on record",0,
dpi.registry--land-register,3,STP-dpi.mis-sirp,,,,,,,"SIRP in service with records partly digitised; no national coverage",0,
dpi.mis--health,3,STP-dpi.mis-dhis2,,,,,,,"National DHIS2 in service; other health systems separate",0,
dpi.mis--education,2,STP-dpi.mis-sige,,,,,,,"SIGE still at implementation stage",0,
dpi.mis--social-protection,3,STP-dpi.mis-kenon,,,,,,,"Ke Non in service with registry and payments; no ID link or published data",0,
dpi.mis--justice,2,STP-dpi.mis-gestao-processual,,,,,,,"Case management piloted with interim spreadsheets",0,
dpi.mis--tax,2,STP-dpi.pay-sit-vat,,,,,,,"Electronic filing for VAT only",0,
dpi.mis--customs,2,STP-dpi.govtech-trade-single-window,,,,,,,"ASYFIVE and single window deployment announced; not live",0,
dpi.mis--land,3,STP-dpi.mis-sirp,,,,,,,"Registration system in service; cadastral service separate and paralysed",0,
dpi.govtech--e-government-services,2,STP-dpi.govtech-portal-do-cidadao,,,,,,,"Citizen portal in beta",0,
digital.localgov--ict-infrastructure-for-local-government,,,,,,,,,"Government network and data centre held; nothing on local administrations",0,
digital.localgov--digitalisation-of-local-government-records,,,,,,,,,"Principe plan cites limited digitalisation; not a statement that records are on paper",0,
digital.rural--digitalisation-of-rural-health-clinics,2,STP-digital.rural-health-clinics,,,,,,,"Vaccination data digitisation under test; one teleconsultation site",0,
digital.rural--digitalisation-of-rural-primary-schools,,,,,,,,,"Only EMIS evidence held; school connectivity plan sits at STP-infra.connect-cst-network",0,
digital.rural--digitalisation-of-rural-registry-offices,3,STP-digital.rural-none,,,,,,,"Electronic birth registration in every maternity unit; share of offices not published",0,
digital.rural--digitalisation-of-rural-police-stations,2,STP-digital.rural-sistema-zulu,,,,,,,"Command system piloted in the capital district only; no extension on record",0,
tech.ai--use-of-ai-in-government-administration,2,STP-tech.ai-direitosaopovo,,,,,,,"AI legal-information chatbot agreed with the justice ministry; not in service",0,
tech.ai--use-of-ai-in-sectoral-management-information-systems,2,STP-tech.ai-zzapp-malaria,,,,,,,"Malaria AI system on record as a 2022 pilot only",0,
tech.ai--development-of-national-regional-ai-systems,2,STP-tech.ai-direitosaopovo,,,,,,,"Local chatbot named without deployment",0,
tech.ai--control-of-ai-abuse,1,STP-gov.legislate-ai-law,,,,,,,"UNESCO profile records no AI law and no AI ethics commission",0,
tech.innovate--technology-hubs,3,STP-tech.innovate-reina,,,,,,,"REINA incubator operating in the capital only",0,
tech.innovate--tech-startup-ecosystem,2,STP-tech.innovate-empreende-mais,,,,,,,"Startup competition running; no startup law or strategy",0,
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2,STP-capacity.research-repositorio-cientifico|STP-capacity.research-none,,,,,,,"Repository launched and INIC research mandate; no funded digital research programme on record",0,
include.access--citizen-feedback-portals,2,STP-include.access-afap-mrr,,,,,,,"Project grievance channels published; no cases or handling on record",0,
include.access--inclusion-of-persons-with-disabilities,,,,,,,,,"Only a sign-language dictionary held; no law or policy on record",0,
data.statistics--national-strategy-for-development-of-statistics,3,STP-data.statistics-ende,,,,,,,"ENDE 2025-2029 in force; no funding or evaluation on record",0,
data.statistics--censuses-and-surveys,3,STP-data.statistics-rgph|STP-data.statistics-iof,,,,,,,"2024 census results published; household survey irregular and no microdata access on record",0,
data.statistics--statistics-from-administrative-data,3,STP-data.statistics-administrative,,,,,,,"Health statistical yearbook from administrative records; not systematic",0,
data.open--use-of-open-data,2,STP-data.open-orcamento-cidadao,,,,,,,"Budget data republished by civil society; no open licence or portal",0,
data.satellite--agricultural-use-of-satellite-data,2,STP-data.satellite-none,,,,,,,"One-off Collect Earth land assessment in 2018",0,
data.satellite--meteorological-use-of-satellite-data,,,,,,,,,"Observation upgrades concern surface and upper-air stations, not satellite reception",0,
