indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,2,MOZ-gov.policy-digital-transformation-strategy,,,,,,,"drafting launched February 2026 with regional consultations; no strategy adopted at the as-at",0,
gov.policy--ict-strategy,,,,,,,,,"only the national digital strategy in drafting is mapped; no ICT or telecoms sector policy, adopted or drafted, is on record",0,
gov.policy--broadband-strategy,3,MOZ-infra.connect-internet-para-todos,,,,,"Internet Para Todos 2030 targets: 80% mobile penetration, 95% territory coverage",2030-12-31,"Internet Para Todos with 2030 targets on the regulator's account; no funding source or progress report on record",0,
gov.policy--data-storage-cloud-strategy,2,MOZ-infra.store-five-year-domestic-data-centre,,,,,,,"five-year domestic data-centre plan announced by the minister; no government hosting policy adopted",0,
gov.policy--data-interoperability-framework-roadmap,3,MOZ-gov.standards-electronic-government-systems-interoperability-regulation,,,,,,,"interoperability regulation in place on a single secondary account; no custodian catalogue or conformance act on record",0,
gov.policy--ai-strategy,2,MOZ-tech.ai-artificial-intelligence-strategy,,,,,,,"draft 1 held and consultations under way; no adoption on record",0,
gov.policy--data-localisation-policies,2,MOZ-gov.protect-notice-4-ggbm-2003-data-residency,,,,,,,"blanket central-bank residency rule via secondary report; category-based rules in the 2025 decrees not established from text",0,
gov.policy--data-governance-policy,2,MOZ-gov.policy-data-governance-policy-strategy-action,,,,,,,"Zero Draft 2 validated December 2025; not approved at the as-at",0,
gov.policy--open-data-policy,,,,,,,,,"data governance draft and RTI law mapped; neither shows an open data policy, portal or pilot",0,
gov.legislate--data-protection-legislation,2,MOZ-gov.protect-personal-data-protection-law-draft,,,,,,,"draft law under public discussion; not enacted",0,
gov.legislate--cybersecurity-legislation,3,MOZ-gov.legislate-cyber-security-law-law-13|MOZ-gov.legislate-cybercrime-law-law-14-2026,,,,,"Implementing regulations due under Law 13/2026",2026-12-28,"Laws 13 and 14/2026 published 2026-07-01, in force after the as-at; regulations pending",0,
gov.legislate--legislation-covering-digital-id,,,,,,,,,"only a mobile ID tender is mapped; no identity law or bill on record",0,
gov.legislate--digital-payments-legislation,3,MOZ-dpi.pay-payments-system-law-law-15,,,,,,,"Law 15/2026 enacted on secondary accounts; no licences or consumer provisions on record",0,
gov.legislate--legislation-enabling-data-interoperability,3,MOZ-gov.legislate-egif-interoperability-regulation,,,,,,,"Decree 67/2017 in force; revision in consultation; no sharing obligations or common integration standards",0,
gov.legislate--ai-legislation-regulations,2,MOZ-tech.ai-intellectual-property-policy-strategy-2026,,,,,,,"IP strategy mandates a study of AI patentability; no AI rule with legal effect",0,
gov.legislate--e-commerce-legislation,3,MOZ-gov.legislate-electronic-transactions-law-licensing-regime,,,,,,,"Electronic Transactions Law in force with first licences; no online consumer-protection provisions on record",0,
gov.legislate--statistics-legislation,3,MOZ-gov.legislate-national-statistical-system-law-7-96,,,,,,,"Law 7/96 in force; Charter principles not shown in the held excerpt",0,
gov.legislate--access-to-information-legislation,3,MOZ-gov.legislate-right-to-information-law-34-2014,,,,,,,"Law 34/2014 with Decree 35/2015 regulations; no oversight body or request record on record",0,
gov.protect--data-protection-authority,1,MOZ-gov.protect-data-protection-authority,,,,,,,"World Bank records no authority established; provided for only in the draft law",0,
gov.protect--national-data-protection-readiness,,,,,,,,,"mapped rows show a breach-reporting pilot and telecoms consumer rules; no data protection bill among them",0,
gov.regional--regional-policy-collaboration,,,,,,,,,"bilateral memoranda and a UN convention signature only; no regional or continental policy process or membership on record",0,
gov.regional--regional-legal-harmonisation,,,,,,,,,"Malabo ratification held on one secondary line; no domestic instrument stated as harmonised",0,
gov.regional--shared-regional-infrastructure,3,MOZ-infra.connect-chanida-cassacatiza-cross-border-fibre,,,,,,,"Zambia interconnector in service since February 2026; no capacity or traffic reported",0,
gov.regional--cross-border-data-transfers,,,,,,,,,"only a bilateral health specimen-sharing agreement is mapped; no personal-data transfer rules on record",0,
gov.standards--national-interoperability-standards,3,MOZ-gov.standards-electronic-government-systems-interoperability-regulation,,,,,,,"standards regulation on a single account of INTIC remarks; text not held; no conformance testing",0,
gov.standards--national-quality-standards,2,MOZ-gov.standards-standardisation-conformity-assessment-regulation,,,,,,,"conformity regime in force; no national quality policy or ICT standards adopted on record",0,
gov.discourse--non-governmental-contribution-to-national-policy,,,,,,,,,"the mapped consultation is the general national dialogue, not a digital instrument",0,
gov.discourse--open-discussion-of-government-policy,2,MOZ-gov.legislate-telecommunications-traffic-control-regulations-decree,,,,,,,"blocking powers decree in force until struck down 2026-07-29; no shutdown on record",0,
finance.budget--sustainable-domestic-financing-of-digital-transformation,4,MOZ-gov.legislate-universal-access-service-fund-regulation|MOZ-finance.budget-state-budget-information-technology-digital,,,,,,,"universal-service fund with 1% levy in force under Decree 11/2025; ministry capital budget wholly external",0,
infra.connect--national-fibre-backbone,2,MOZ-finance.new-tmcel-network-modernisation-expansion-facility,,,,,,,"7600 km fibre build 57% complete in 2023; no completion or reach figure on record",0,
infra.connect--international-internet-bandwidth,4,MOZ-infra.connect-2africa-subsea-cable|MOZ-infra.connect-eassy-subsea-cable|MOZ-infra.connect-seacom-subsea-cable,3,routes,2025,2025-07-31-submarinenetworks-wiocc-tmcel-framework-agreement-2africa,,,"three cables a floor; Nacala landing independent of Maputo; bandwidth per user not held",0,
infra.connect--internet-exchange-points,3,MOZ-infra.capacity-mozambique-internet-exchange-point,,,,,,,"MOZIX with about 19 peers and cited traffic; second PoP same city; no growth series",0,
infra.connect--satellite-broadband-licensing-and-availability,3,MOZ-infra.connect-starlink-service-mozambique,,,,,,,"Starlink live with operator resale; licence date and blanket terminal licensing not on record",0,
infra.store--off-site-backup-capacity,,,,,,,,,"commercial availability zones announced and regulatory continuity duties only; nothing on government backup",0,
infra.capacity--robustness-of-government-hardware-and-software,,,,,,,,,"only cyberattack counts are mapped; nothing on core systems' platforms or custodian",0,
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,,,,,,,,,"INAGE CloudGov and .mz decree mapped; who builds or maintains systems is not stated",0,
infra.cybersec--national-cybersecurity-readiness,2,MOZ-infra.cybersec-cyber-incident-response-team|MOZ-gov.policy-cyber-security-strategy-2026-2030,,,,,,,"2021-25 strategy expired and successor in revision; law not in force at the as-at; CSIRT not operating",0,
dpi.exchange--national-data-exchange-system,2,MOZ-dpi.exchange-x-road-interoperability-platform,,,,,,,"X-Road stated as being implemented; no connected agencies or go-live on record",0,
dpi.exchange--use-of-digital-id-in-other-systems,,,,,,,,,"only biometric access management in the payments switch is mapped; no use of the national ID on record",0,
dpi.exchange--interoperability-of-health-systems,2,MOZ-dpi.exchange-e-sircev-mgdh-births|MOZ-dpi.exchange-disa-sesp-laboratory-results,,,,,,,"two exchanges in service on partner accounts; no national HIE policy or architecture adopted on record",0,
dpi.exchange--interoperability-of-education-systems,,,,,,,,,"EMIS in one district and general interoperability instruments; no education system link on record",0,
dpi.id--robustness-of-system,2,MOZ-dpi.id-regulations-civil-identification-identity-card,,,,,,,"card regulations approved on a spokesperson's account; unique number and deduplication not on record",0,
dpi.id--national-maintenance-of-id-and-credentials-systems,,,,,,,,,"tender and regulations mapped; who operates or maintains the ID platform is not on record",0,
dpi.id--authentication,2,MOZ-dpi.id-mobile-digital-identity-electronic-signature,,,,,,,"e-signature legal basis and May 2026 tender; no operating authentication service on record",0,
dpi.id--digital-id-from-birth,,,,,,,,,"e-SIRCEV in service; no unique number assigned at birth on record",0,
dpi.id--interoperability-of-birth-registration-and-digital-id,3,MOZ-dpi.registry-e-sircev,,,,,,,"e-SIRCEV stated integrated with the identity system in a policy summary; no volumes or two-way exchange",0,
dpi.id--use-by-other-systems,,,,,,,,,"only SIM registration is mapped, not a public register keyed on the ID",0,
dpi.pay--governance-role-of-central-bank,3,MOZ-dpi.pay-payments-system-law-law-15|MOZ-dpi.pay-notice-2-gbm-2026-switch,,,,,,,"supervision over e-money extended; switch mandate not yet in force; no consumer-protection function on record",0,
dpi.pay--revenue-collection,,,,,,,,,"online tax clearance live only after the as-at; no electronic tax payment on record",0,
dpi.pay--b2b-and-b2g-functionality,3,MOZ-dpi.pay-metix-instant-payment-system,,,,,,,"METIX interbank instant payments in service; no e-procurement on record",0,
dpi.pay--p2p-p2g-and-p2b-functionality,3,MOZ-dpi.pay-metix-instant-payment-system|MOZ-dpi.pay-simo-national-switch,,,,,,,"interoperability via SIMO and METIX in service; merchant and government payments not on record",0,
dpi.pay--cross-border-functionality,4,MOZ-dpi.pay-sadc-rtgs-participation,,,,,,,"SADC-RTGS participation with volumes in the regional bulletin; no PAPSS or retail corridor on record",0,
dpi.pay--consumer-protection,,,,,,,,,"Law 15/2026 mapped on secondary accounts; no consumer-protection provisions stated",0,
dpi.registry--population-register,,,,,,,,,"civil registration code only; no population register or source-cited absence on record",0,
dpi.registry--civil-register,3,MOZ-dpi.registry-e-sircev,,,,,,,"e-SIRCEV national system; no coverage figure published",0,
dpi.registry--address-register,2,MOZ-dpi.registry-postal-address-code,,,,,,,"postal code pilot at Manhica 2020; nothing later held",0,
dpi.registry--business-register,2,MOZ-dpi.registry-share-legal-entity-registrations-submitted,,,,,,,"74% filed electronically on the minister's figure; no unique business identifier on record",0,
dpi.registry--electoral-register,2,MOZ-dpi.registry-electoral-register,,,,,,,"register rebuilt for each election per EU observers; not maintained",0,
dpi.registry--tax-register,2,MOZ-dpi.registry-nuit,,,,,,,"single NUIT per revenue authority guidance; database structure and integrity not assessed",0,
dpi.registry--land-register,3,MOZ-dpi.registry-land-cadastre-land-use-right,,,,,,,"SiGIT processing DUAT requests on a 2019 review; national coverage not on record",0,
dpi.mis--health,3,MOZ-stat.data-pmqd-data-quality-plan,,,,,,,"SIS-MA national reporting assessed; other systems separate; integration planned for end 2026",0,
dpi.mis--education,2,MOZ-dpi.mis-education-management-information-system,,,,,,,"EMIS scaled in one district; no national census publication on record",0,
dpi.mis--social-protection,3,MOZ-dpi.mis-social-action-information-system,,,,,,,"existing 1.2m-household beneficiary database; no ID or payment linkage on record",0,
