indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--broadband-strategy,,,,,,,,,"unplaced: lender readiness to fund connectivity feasibility studies is a project not a broadband plan; no plan or cited absence",0,
gov.policy--data-interoperability-framework-roadmap,2,COM-gov.standards-interoperability-framework,,,,,,,"framework named as a component of the Plan National e-Gouv in the portal concept note; no framework document published",0,
gov.policy--data-governance-policy,2,COM-gov.policy-national-data-governance-strategy,,,,,,,"strategy 2027-2031 validated at an August workshop; validation is not adoption and the text is not published",0,
gov.policy--open-data-policy,2,COM-data.open-open-government-data-policy-or,,,,,,,"statistics institute microdata archive publishing with no open data policy licence or calendar behind it",0,
gov.protect--national-data-protection-readiness,3,COM-gov.protect-protection-of-personal-data-law,,,,,,,"law in force; authority not constituted and Malabo not ratified",0,
gov.standards--national-interoperability-standards,,,,,,,,,"unplaced: framework only named in a plan; no standards catalogue in drafting and no cited absence",0,
gov.discourse--open-discussion-of-government-policy,2,COM-gov.discourse-code-de-l-information-et,,,,,,,"press works under a statutory information code and no access-to-information law; no shutdown record either way",0,
infra.connect--national-fibre-backbone,,,,,,,,,"unplaced: inter-island connectivity studies only offered funding; no backbone contracted planned in a master plan or cited absence",0,
dpi.id--digital-id-from-birth,,,,,,,,,"unplaced: birth-registration campaign and ministerial statements only; no identifier at birth in law or pilot shown",0,
dpi.pay--consumer-protection,2,COM-gov.legislate-reglement-monnaie-electronique,,,,,,,"central bank e-money regulation only; no conduct rules or redress body shown",0,
dpi.registry--population-register,2,COM-dpi.id-loi-etat-civil-modification-2023,,,,,,,"provided for in the 2023 civil-status law; the register does not exist",0,
dpi.registry--civil-register,,,,,,,,,"unplaced: modernisation study running and a financing need stated; no digital system procured piloted or rolled out",0,
dpi.mis--education,2,COM-dpi.mis-school-records-and-digital-textbook,,,,,,,"individual-level platform partly rolled out; the new Cschool platform is private; no published school census",0,
digital.localgov--digitalisation-of-local-government-records,,,,,,,,,"unplaced: civil-status law and a registry study with a financing need only; no local records system on record",0,
digital.rural--digitalisation-of-rural-registry-offices,,,,,,,,,"unplaced: field consultations on Moheli only; no digital platform piloted in any office",0,
tech.ai--development-of-national-regional-ai-systems,2,COM-tech.ai-shikomori-text-to-speech-model,,,,,,,"individual developer's Shikomori speech model in first public trials; no funding users or deployment on record",0,
tech.innovate--tech-startup-ecosystem,2,COM-tech.innovate-facilite-emploi-2,,,,,,,"donor financing scheme and hackathon grants; no start-up statute",0,
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2,COM-capacity.research-shikomori-ict-policy-research|COM-capacity.research-datacipation-engagement,,,,,,,"one policy article and a foreign institute's strategy validation; no funded national programme",0,
include.access--citizen-feedback-portals,2,COM-include.access-food-systems-grievance-mechanism,,,,,,,"grievance mechanism being set up and a justice ministry contact form; no cases or receipts on record",0,
include.access--citizen-participation-in-policy,2,COM-capacity.research-datacipation-engagement,,,,,,,"review and validation workshops on one instrument, the data strategy; no stated procedure",0,
data.statistics--censuses-and-surveys,2,COM-data.statistics-fifth-population-and-housing-census,,,,,,,"census instruments finalised with pilot from September 2026; no enumeration yet",0,
data.statistics--statistics-from-administrative-data,,,,,,,,,"unplaced: statistics act and a UN statistics modernisation project; no administrative-data use or cited absence",0,
data.open--use-of-open-data,2,COM-data.statistics-national-open-data-or-statistical,,,,,,,"microdata archive of fifteen datasets behind registration; no open licence",0,
data.satellite--agricultural-use-of-satellite-data,,,,,,,,,"unplaced: FAO-run earth-observation dashboard only; no Comorian institution using it and no cited absence",0,
