indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--data-storage-cloud-strategy,2,LSO-infra.store-datacentreroadmap,,,,,,,"national data-centre roadmap in drafting at an August workshop; no hosting policy adopted",0,
gov.policy--ai-strategy,3,LSO-gov.policy-aipolicy,,,,,,,"AI policy signed; strategy only at workshop stage and no governance body or funded action on record",0,
gov.policy--open-data-policy,1,LSO-data.open-portal,,,,,,,"government's own 2024 policy records no open data legislation promulgated",0,
gov.legislate--cybersecurity-legislation,2,LSO-gov.legislate-cybercrimebill|LSO-gov.legislate-cybersecuritybill,,,,,,,"both bills still awaiting National Assembly approval; no law enacted",0,
gov.discourse--non-governmental-contribution-to-national-policy,2,LSO-infra.cybersec-forum,,,,,,,"standing forum convened; no consultation requirement or non-governmental input traceable in an adopted instrument",0,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,"only an interference allegation and a 2023 index score held; neither places a rung",0,
infra.capacity--robustness-of-government-hardware-and-software,2,LSO-infra.capacity-government-ict-estate|LSO-infra.capacity-hosting|LSO-dpi.govtech-hrmis,,,,,,,"IFMIS upgrade still at terms-of-reference stage; estate last assessed 2023 with no inventory",0,
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2,LSO-dpi.govtech-ictagency|LSO-infra.cybersec-ciso,,,,,,,"ICT agency announced only; no in-house team maintaining systems on record",0,
infra.cybersec--national-cybersecurity-readiness,2,LSO-infra.cybersec-lescomcsirt|LSO-infra.cybersec-soc,,,,,,,"interim CSIRT operating ahead of its statute; no strategy adopted or law in force",0,
dpi.pay--b2b-and-b2g-functionality,3,LSO-dpi.pay-leswitch,,,,,,,"e-invoicing rolling out; no end-to-end e-procurement on record",0,
dpi.registry--business-register,2,LSO-dpi.registry-business-single-window,,,,,,,"business single window in development; the August national single window is a trade window",0,
dpi.mis--health,2,LSO-dpi.mis-health-eregister,,,,,,,"eRegister beyond pilot sites with no facility count; national rollout not on record",0,
dpi.mis--customs,3,LSO-dpi.mis-asycudaworld,,,,,,,"single window launched August 2026; risk management and electronic duty payment not on record here",0,
digital.rural--digitalisation-of-rural-registry-offices,2,LSO-digital.rural-sms-birth-registration,,,,,,,"SMS birth registration at 30 health-facility stations in three districts; UNICEF-reported; no registry office digitised on record",0,
tech.ai--use-of-ai-in-government-administration,2,LSO-tech.ai-revenue-authority-ai-crm,,,,,,,"revenue authority AI system acquired with no go-live reported",0,
tech.ai--development-of-national-regional-ai-systems,2,LSO-tech.ai-sesotho-word-bank,,,,,,,"Sesotho word bank being compiled; no model dataset or compute in service",0,
tech.ai--control-of-ai-abuse,2,LSO-gov.legislate-ai-legislation,,,,,,,"no AI statute or designated authority; policy the stated foundation",0,
include.access--citizen-participation-in-policy,,,,,,,,,"a donor-backed digital services survey is not consultation on an instrument; no cited absence",0,
include.access--inclusion-of-refugees-and-idps,3,LSO-include.access-refugee-biometric-identity,,,,,,,"registered biometrically; an August document freeze reported leaving bank accounts frozen",0,
data.statistics--national-strategy-for-development-of-statistics,3,LSO-data.statistics-nsds,,,,,,,"NSDS 2022/23-2026/27 current; no costed plan funding or mid-term evaluation on record",0,
