indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,3,NGA-gov.policy-ndeps-2020-2030,,,,,,,"NDEPS 2020-2030 adopted; no costed plan, budget or review against its targets on record",0,
gov.policy--ict-strategy,2,NGA-infra.connect-telecom-policy,,,,,,,"Telecommunications policy of 2000 being rewritten; successor still in drafting",0,
gov.policy--broadband-strategy,2,NGA-infra.connect-national-broadband-plan-2020-2025,,,,,,,"Broadband plan term expired 2025-12 with no successor held; spectrum roadmap is not a broadband plan",0,
gov.policy--data-storage-cloud-strategy,2,NGA-gov.protect-data-cloud-policy,,,,,,,"National data and cloud policy in draft since 2021; no adopted hosting policy",0,
gov.policy--data-interoperability-framework-roadmap,2,NGA-dpi.exchange-dpi-standards,,,,,,,"DPI technical standards still in draft; no adopted framework",0,
gov.policy--ai-strategy,2,NGA-tech.ai-strategy,,,,,,,"Strategy still in development from the 2024 draft; AI Trust approved but no adopted strategy",0,
gov.policy--data-localisation-policies,2,NGA-dpi.pay-localisation,,,,,,,"Sectoral CBN payments-data circular binding from 2027; no data classification instrument; circular text not held",0,
gov.policy--data-governance-policy,2,NGA-gov.protect-data-cloud-policy,,,,,,,"National data policy still a draft; data protection law is not a data governance policy",0,
gov.policy--open-data-policy,3,NGA-gov.policy-open-data-policy-2018,,,,,,,"2018 policy in force; licence, portal publication activity and compliance reporting not on record",0,
gov.legislate--data-protection-legislation,3,NGA-gov.protect-ndpa,,,,,,,"NDPA 2023 in force with implementing directive named; no enforcement act in these rows",0,
gov.legislate--cybersecurity-legislation,3,NGA-infra.cybersec-cybercrimes-act,,,,,,,"Cybercrimes Act in force; implementing regulations and institutional mechanism not on record",0,
gov.legislate--legislation-covering-digital-id,3,NGA-dpi.id-nimc-act,,,,,,,"NIMC Act 2026 in force from 2026-06-26; regulations and rights provisions applied in practice not on record",0,
gov.legislate--digital-payments-legislation,,,,,,,,,"Rows cover crypto securities, a virtual-asset order and an unissued stablecoin regime; no payment-systems law or e-money rule on record",0,
gov.legislate--legislation-enabling-data-interoperability,2,NGA-dpi.govtech-econ-bill,,,,,,,"Digital Economy and E-Governance Bill before the assembly",0,
