indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,3,ETH-gov.policy-digital-ethiopia-2030,,,,,,,"Digital Ethiopia 2030 adopted and launched with 2030 targets; no costed plan or progress report on record",0,
gov.policy--ict-strategy,,,,,,,,,"Only a draft digital government strategy on record; no ICT or telecoms sector policy nor a cited absence of one",0,
gov.policy--broadband-strategy,1,ETH-gov.policy-broadband-strategy,,,,,,,"No named broadband plan per 2023 assessment; national strategy commits to broadband without a plan",0,
gov.policy--data-storage-cloud-strategy,2,ETH-infra.cybersec-insa,,,,,,,"Sovereign cloud stated in the national strategy, not built; no hosting policy on record",0,
gov.policy--data-interoperability-framework-roadmap,2,ETH-dpi.exchange-eegif,,,,,,,"EeGIF still in development; no adoption instrument on record",0,
gov.policy--ai-strategy,3,ETH-tech.ai-national-policy,,,,,,,"National AI Policy adopted 2024; no governance body or funded implementation on record",0,
gov.policy--data-localisation-policies,2,ETH-gov.policy-data-localisation,,,,,,,"Localisation announced through a government cloud; no instrument classifying data on record",0,
gov.policy--data-governance-policy,2,ETH-gov.policy-data-governance-strategy,,,,,,,"National Data Governance Strategy in development; not adopted",0,
gov.policy--open-data-policy,2,ETH-data.open-portal,,,,,,,"Portal and statistical dissemination mandate; no open data policy or licence on record",0,
gov.legislate--data-protection-legislation,3,ETH-gov.protect-pdpp,,,,,,,"Proclamation 1321/2024 in force; directives unissued and no enforcement act on record",0,
gov.legislate--cybersecurity-legislation,3,ETH-gov.legislate-critical-infrastructure-cyber,,,,,,,"Proclamation 1426/2026 signed; one-year transition to commencement and regulations pending",0,
gov.legislate--legislation-covering-digital-id,3,ETH-gov.legislate-digital-identification-proclamation,,,,,,,"Proclamation 1284/2023 in force; no implementing regulation held",0,
gov.legislate--digital-payments-legislation,,,,,,,,,"Rows show a virtual-asset ban and a court ruling only; no payment-systems law on record",0,
gov.legislate--legislation-enabling-data-interoperability,,,,,,,,,"MESOB operates with no legal framework compelling agencies; no data-sharing instrument or cited absence",0,
gov.legislate--ai-legislation-regulations,2,ETH-tech.ai-national-policy,,,,,,,"AI addressed by a national policy without legal effect; no law or sectoral rule",0,
gov.legislate--statistics-legislation,3,ETH-gov.legislate-statistics-proclamation,,,,,,,"Proclamation 442/2005 in force; successor on independence passed by House 2026-06-30 but not gazetted",0,
gov.protect--data-protection-authority,2,ETH-gov.protect-pdpp,,,,,,,"Communications regulator designated under the law; no registrations or guidance issued on record",0,
gov.protect--national-data-protection-readiness,3,ETH-gov.protect-secondary-directives,,,,,,,"Law in force and enforced by the regulator; directives and registration portal not yet issued",0,
gov.regional--regional-policy-collaboration,,,,,,,,,"Only bilateral digital-ID memoranda with Zambia and Mozambique; no regional body membership or process on record",0,
gov.regional--regional-legal-harmonisation,,,,,,,,,"IGAD treaty ratified and a communique; no REC cyberlaw instrument referenced or domesticated",0,
gov.regional--shared-regional-infrastructure,2,ETH-infra.connect-horizon-fiber,,,,,,,"Horizon Fiber corridor binding and in deployment; not in service at the as-at",0,
gov.regional--cross-border-data-transfers,,,,,,,,,"Only a planned bilateral health data-sharing arrangement; no transfer rule on record",0,
gov.standards--national-interoperability-standards,2,ETH-dpi.exchange-eegif,,,,,,,"EeGIF in development; no published standards catalogue",0,
gov.standards--national-quality-standards,,,,,,,,,"Only sectoral livestock data standards endorsed by a ministry; no standards body or quality policy on record",0,
gov.standards--adoption-of-international-standards,,,,,,,,,"MOSIP deployment only; no ISO membership or adopted standards on record",0,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,"Only a policy debate on liberalisation; no record on shutdowns or access-to-information law",0,
finance.budget--sustainable-domestic-financing-of-digital-transformation,3,ETH-finance.budget-federal-digital,,,,,,,"Recurring federal digital lines across three read budgets; no dedicated fund in law",0,
infra.connect--national-fibre-backbone,2,ETH-infra.connect-safaricom-fibre,,,,,,,"Only a second operator's regional fibre build under construction mapped; no backbone reach figure",0,
infra.connect--internet-exchange-points,3,ETH-infra.connect-ixp,,,,,,,"AddIX with three members and 21 Gbps port capacity on ISOC Pulse",0,
infra.connect--satellite-broadband-licensing-and-availability,2,ETH-infra.connect-leo-licensing|ETH-gov.legislate-licensing-directive-792,,,,,,,"GMPCS class licence exists; no satellite operator authorised or in service",0,
infra.store--off-site-backup-capacity,1,ETH-infra.store-backup,,,,,,,"2023 assessment found no government continuity or recovery plan",0,
infra.capacity--robustness-of-government-hardware-and-software,,,,,,,,,"Only the MESOB service platform; no record on core finance revenue or payroll systems",0,
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,3,ETH-capacity.research-donor-systems,,,,,,,"Health information system kept online on local staffing; no systematic programme on record",0,
infra.cybersec--national-cybersecurity-readiness,2,ETH-infra.cybersec-insa,,,,,,,"INSA foundations named in strategy; no operating CERT or incident record in the rows",0,
dpi.exchange--national-data-exchange-system,2,ETH-dpi.exchange-national-exchange,,,,,,,"Approved by a prime-ministerial board; not built",0,
dpi.exchange--use-of-digital-id-in-other-systems,3,ETH-dpi.govtech-fayda-tax|ETH-dpi.id-education-mandate,,,,,,,"ID used for tax services and school enrolment; no cross-sector usage figure in the rows",0,
dpi.exchange--interoperability-of-health-systems,2,ETH-gov.policy-data-governance-strategy,,,,,,,"70+ siloed platforms converging on an EMR interoperability pilot; no HIE policy",0,
dpi.exchange--interoperability-of-education-systems,2,ETH-dpi.exchange-education-interoperability,,,,,,,"School data integration funded and under way; no exchange in service on record",0,
dpi.exchange--interoperability-of-social-protection-systems,2,ETH-dpi.exchange-social-protection-interoperability,,,,,,,"Integration funded under the successor safety-net project; not in service",0,
dpi.id--robustness-of-system,3,ETH-dpi.id-mosip|ETH-dpi.id-assessment,,,,,,,"Fayda in service on MOSIP with an external assessment; no assurance level or certification published",0,
dpi.id--national-maintenance-of-id-and-credentials-systems,3,ETH-dpi.id-fayda-swf,,,,,,,"Operated nationally and moved into the sovereign wealth fund; no exit terms or durable funding model on record",0,
dpi.id--authentication,3,ETH-dpi.id-biometric-kits|ETH-dpi.id-fayda,,,,,,,"Biometric verification deployed to banks; cross-sector usage figures post-date the as-at",0,
dpi.id--digital-id-from-birth,,,,,,,,,"Civil registration digitised to woreda level; no unique number at birth provided for or piloted on record",0,
dpi.id--use-by-other-systems,,,,,,,,,"Only bank accounts linked to the ID; no public register keyed on it in the rows",0,
dpi.pay--governance-role-of-central-bank,3,ETH-dpi.pay-ndps|ETH-dpi.id-banking-mandate,,,,,,,"Central bank strategy and account mandate in force; switch oversight and consumer function not in these rows",0,
dpi.pay--g2p-functionality,2,ETH-dpi.pay-g2p,,,,,,,"Interoperable G2P framework being operationalised; piloting",0,
dpi.pay--revenue-collection,3,ETH-dpi.pay-regional-tax,,,,,,,"Regional tax payable by mobile wallet from 2026-07-28; one authority only",0,
dpi.pay--b2b-and-b2g-functionality,3,ETH-dpi.pay-b2g-mandatory-acceptance,,,,,,,"Federal bodies must accept licensed providers and e-invoicing directive issued; no e-procurement end to end in rows",0,
dpi.pay--p2p-p2g-and-p2b-functionality,3,ETH-dpi.pay-ethiopay-ips|ETH-dpi.exchange-ethswitch|ETH-dpi.pay-electricity,,,,,,,"Interoperable across 32 banks with merchant payments; agent networks not reported in these rows",0,
dpi.pay--cross-border-functionality,2,ETH-dpi.pay-comesa-retail-payments-pilot|ETH-dpi.pay-mastercard,,,,,,,"COMESA pilot designation and card acceptance deal; no corridor in service",0,
dpi.pay--consumer-protection,3,ETH-dpi.pay-consumer-protection,,,,,,,"Directive FCP/01/2020 in force and enforced; dimensions covered and redress body not itemised",0,
dpi.registry--civil-register,2,ETH-dpi.registry-civil-family-registration-proclamation|ETH-digital.localgov-civil-registration,,,,,,,"Digital system live in Addis Ababa and phased pilot-to-national plan; not national",0,
dpi.registry--address-register,2,ETH-dpi.registry-edas-digital-addressing,,,,,,,"eDAS rolling out city by city in three cities",0,
dpi.registry--business-register,3,ETH-dpi.registry-online-business-registration,,,,,,,"Online registration and licensing in service; public search and beneficial ownership not on record",0,
dpi.registry--social-protection-register,2,ETH-dpi.registry-social-protection,,,,,,,"Social registry in funded implementation; not in service",0,
dpi.registry--electoral-register,2,ETH-dpi.registry-voter-and-candidate-registration-system,,,,,,,"Board's own system used by 5.5m of 50.5m registrants; no public access or revision on record",0,
dpi.registry--tax-register,,,,,,,,,"Register widened by directive; its computerisation and TADAT grade not stated",0,
dpi.registry--land-register,3,ETH-dpi.registry-eland-platform,,,,,,,"eLand in service in three cities on the platform's own site; no parcel count",0,
dpi.mis--health,3,ETH-dpi.mis-dhis2,,,,,,,"DHIS2 automated reporting at all facilities; maturity 2.81 of 5 and systems not integrated",0,
dpi.mis--education,3,ETH-dpi.mis-education,,,,,,,"EMIS with annual statistical abstract; no individual-level records on record",0,
dpi.mis--social-protection,3,ETH-dpi.mis-productive-safety-net-programme,,,,,,,"PSNP system in 444 of 492 woredas; no registry or ID link on record",0,
dpi.mis--justice,3,ETH-dpi.mis-justice-systems|ETH-dpi.govtech-court-electronic-filing,,,,,,,"Smart court across 24 federal branches and e-filing directive; decisions not published online on record",0,
dpi.mis--tax,2,ETH-dpi.exchange-tax-administration-diagnostic,,,,,,,"TADAT 2025: e-payment for all core taxes but little used; e-filing availability not stated",0,
dpi.mis--customs,3,ETH-dpi.mis-customs,,,,,,,"Single window with 70+ institutions; electronic duty payment and risk management not on record",0,
dpi.mis--land,3,ETH-dpi.mis-land-nrlais|ETH-dpi.registry-eland-platform,,,,,,,"NRLAIS in service with slow reform progress; no coverage figure",0,
dpi.govtech--e-government-services,3,ETH-dpi.govtech-mesob|ETH-dpi.govtech-egp,,,,,,,"MESOB single platform with ID login at launch; usage not published and service counts conflict",0,
digital.localgov--ict-infrastructure-for-local-government,3,ETH-digital.localgov-subnational,,,,,,,"Addis Ababa only on the city's own account; no national programme",0,
digital.localgov--digitalisation-of-local-government-records,3,ETH-digital.localgov-civil-registration,,,,,,,"Addis Ababa civil registration digitised; other local governments not on record",0,
digital.rural--digitalisation-of-rural-health-clinics,3,ETH-digital.rural-health-clinics|ETH-dpi.mis-echis,,,,,,,"eCHIS in implementing woredas; facility coverage share not published",0,
digital.rural--digitalisation-of-rural-primary-schools,,,,,,,,,"Only an EMIS rollout in four regions; no school connectivity or device record",0,
digital.rural--digitalisation-of-rural-registry-offices,,,,,,,,,"Only rural land registry digitisation; no civil registration offices outside cities on record",0,
digital.rural--digitalisation-of-rural-police-stations,2,ETH-digital.rural-police-fayda,,,,,,,"Police referral app linked to the ID; no provincial station named",0,
tech.ai--use-of-ai-in-government-administration,,,,,,,,,"AI institute exists; no AI system in administration named in the row",0,
tech.ai--use-of-ai-in-sectoral-management-information-systems,3,ETH-tech.ai-sectoral-mis,,,,,,,"AI agricultural platform launched and clinical decision support trained; outputs not reported",0,
tech.ai--development-of-national-regional-ai-systems,,,,,,,,,"Only commercial generative-AI bundles sold in a wallet; no national model dataset or compute",0,
tech.ai--control-of-ai-abuse,2,ETH-tech.ai-national-policy,,,,,,,"National AI Policy without legal effect; no rule or designated authority on AI harms",0,
tech.innovate--technology-hubs,2,ETH-tech.ai-unipod,,,,,,,"UNIPOD opened in Addis Ababa; no cohorts or outputs on record",0,
tech.innovate--tech-startup-ecosystem,3,ETH-tech.innovate-startup-proclamation,,,,,,,"Proclamation 1396/2025 gazetted with designation and funds; implementing measures not on record",0,
include.access--citizen-feedback-portals,2,ETH-include.access-adera,,,,,,,"Adera reporting channel launched for one holding company; no cases on record",0,
include.access--citizen-participation-in-policy,2,ETH-include.access-participation,,,,,,,"One public consultation in window; no standing mechanism; dialogue concluded after the as-at",0,
include.access--inclusion-of-persons-with-disabilities,2,ETH-include.access-disability,,,,,,,"CRPD ratified and sectoral guidelines; no ICT accessibility provision on record",0,
include.access--inclusion-of-refugees-and-idps,3,ETH-finance.new-digital-id-inclusion|ETH-dpi.id-makatet,,,,,,,"About 190000 refugee registrations; replacement conditions and payment access not on record",0,
data.statistics--national-strategy-for-development-of-statistics,1,ETH-data.statistics-nsds,,,,,,,"NSDS II expired 2019/20; no successor located",0,
data.statistics--censuses-and-surveys,3,ETH-data.statistics-dhs|ETH-data.statistics-census,,,,,,,"DHS 2024-25 published; last census 2007 and none in the current round",0,
data.statistics--statistics-from-administrative-data,2,ETH-data.statistics-admin-data,,,,,,,"Code of practice and a migration data-sharing protocol; no admin-based product on record",0,
data.open--use-of-open-data,2,ETH-data.open-portal,,,,,,,"Statistics service data bank and microdata; no open licence stated",0,
data.satellite--agricultural-use-of-satellite-data,3,ETH-data.satellite-leap,,,,,,,"LEAP early-warning tool in service; national multi-purpose use not on record",0,
data.satellite--meteorological-use-of-satellite-data,3,ETH-data.satellite-emi-mazu,,,,,,,"Satellite products used by the institute; MAZU early warning still being operationalised",0,
