indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,3,LSO-gov.policy-dts,,,,,,,"Strategy launched 2024 and in force; no costed plan, budget line or M&E report on record",0,
gov.policy--ict-strategy,3,LSO-gov.policy-digitalpolicy,,,,,,,"National Digital Policy 2024 in force; no implementation plan or reporting against it on record",0,
gov.policy--broadband-strategy,2,LSO-gov.policy-broadbandpolicy,,,,,,,"Infrastructure-sharing policy signed; signed text not held so no dated broadband targets on record",0,
gov.policy--data-interoperability-framework-roadmap,2,LSO-dpi.exchange-eaif,,,,,,,"Interoperability framework in development per the 2025/26 budget speech; not adopted",0,
gov.policy--ai-strategy,3,LSO-gov.policy-aipolicy,,,,,,,"AI policy signed 2026-06-12; text not held and no governance body or funding on record",0,
gov.policy--data-localisation-policies,,,,,,,,,"No localisation rule on record; DPA s52 is a transfer provision and the data policy text is not held",0,
gov.policy--data-governance-policy,3,LSO-gov.policy-datapolicy,,,,,,,"Data Management Policy signed 2026-06-12; no institutional owner or implementing instruments on record",0,
gov.policy--open-data-policy,1,LSO-data.open-portal,,,,,,,"Government's own 2024 policy records no open data legislation and no national portal",0,
gov.legislate--data-protection-legislation,3,LSO-gov.protect-dpa,,,,,,,"Act in force on a secondary survey; commission not appointed and no enforcement act on record",0,
gov.legislate--cybersecurity-legislation,2,LSO-gov.legislate-cybercrimebill|LSO-gov.legislate-cybersecuritybill,,,,,,,"Cybercrime and cybersecurity bills awaiting National Assembly approval",0,
gov.legislate--legislation-covering-digital-id,3,LSO-gov.legislate-national-identity-cards-act-2011,,,,,,,"Identity Cards Act 2011 in force; regulations and data-protection linkage not on record",0,
gov.legislate--digital-payments-legislation,3,LSO-gov.legislate-payment-systems-act-2014,,,,,,,"Payment Systems Act 2014 in force; non-bank licensing awaits the 2025 bill at second reading",0,
gov.legislate--legislation-enabling-data-interoperability,,,,,,,,,"No data-sharing instrument between public bodies on record; e-invoicing rules cover taxpayer reporting only",0,
gov.legislate--ai-legislation-regulations,2,LSO-gov.legislate-ai-legislation|LSO-gov.policy-aipolicy,,,,,,,"AI addressed by a signed policy without legal effect; no AI statute or regulation",0,
gov.legislate--e-commerce-legislation,2,LSO-gov.legislate-electronic-transactions-bill-2022,,,,,,,"Electronic Transactions Bill 2022 pending promulgation per the National Digital Policy",0,
gov.legislate--statistics-legislation,3,LSO-gov.legislate-bureau-of-statistics-act-2001,,,,,,,"Act 2001 in force; Charter principles not shown in it and a replacement bill is in development",0,
gov.legislate--access-to-information-legislation,,,,,,,,,"Only row concerns open data legislation; no access-to-information law or bill on record",0,
gov.protect--data-protection-authority,2,LSO-gov.protect-dpc,,,,,,,"Commission provided for in the 2011 Act; no commissioner appointed as at 2026-03-23",0,
gov.protect--national-data-protection-readiness,,,,,,,,,"Only row is a withheld bilateral health data agreement; no law or authority row mapped here",0,
gov.regional--regional-policy-collaboration,2,LSO-gov.regional-50in5,,,,,,,"50-in-5 membership only; no contribution or milestone on record",0,
gov.regional--regional-legal-harmonisation,,,,,,,,,"Malabo signed not ratified and AUDPF assessment only; no REC instrument referenced or domesticated on record",0,
gov.regional--shared-regional-infrastructure,2,LSO-gov.regional-sadc-cross-border-ekyc,,,,,,,"Cross-border eKYC framework in development; SADC RTGS is payments not ICT infrastructure",0,
gov.regional--cross-border-data-transfers,,,,,,,,,"Only row is an unpublished bilateral data-sharing agreement; no transfer rule mapped here",0,
gov.standards--national-interoperability-standards,2,LSO-dpi.exchange-eaif,,,,,,,"Enterprise architecture and interoperability framework in development; no standards published",0,
gov.standards--national-quality-standards,3,LSO-gov.standards-standards|LSO-gov.standards-qoscompliance,,,,,,,"Regulator's binding telecoms QoS rules with compliance measured; no accreditation or certification infrastructure on record",0,
gov.standards--adoption-of-international-standards,,,,,,,,,"Standards institution operating but ISO membership and adopted ICT standards not on record",0,
gov.discourse--non-governmental-contribution-to-national-policy,2,LSO-infra.cybersec-forum,,,,,,,"Multi-stakeholder cybersecurity forum first met 2026-07-29; no published consultation or traceable input",0,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,"Only 2023 governance-index scores held; no shutdown or disclosure evidence for the 12 months",0,
finance.budget--sustainable-domestic-financing-of-digital-transformation,3,LSO-finance.budget-digital,,,,,,,"M381.1m ICT sector allocation in the 2025/26 budget speech; no dedicated fund or levy on record",0,
infra.connect--internet-usage,3,LSO-infra.connect-individual-internet-use,58.4,% of population,2023,2025-01-01-lca-ict-access-use-households-comparative-2016-2023,,,"On the regulator's household survey with the Bureau of Statistics on ITU methodology",0,
infra.connect--national-fibre-backbone,2,LSO-infra.connect-lemofi|LSO-finance.budget-digital,,,,,,,"Metro fibre feasibility done and a 96km segment under way; no backbone in service on record",0,
infra.connect--internet-exchange-points,2,LSO-infra.connect-lixp,,,,,,,"IXP relaunched 2026; no membership, capacity or traffic figure on record",0,
infra.connect--satellite-broadband-licensing-and-availability,3,LSO-infra.connect-starlinklicence|LSO-infra.connect-starlink,,,,,,,"Starlink licensed and live through a single exclusive reseller; no blanket terminal licensing on record",0,
infra.store--off-site-backup-capacity,2,LSO-infra.capacity-hosting|LSO-infra.store-government-data-hosting-contract,,,,,,,"Backup data centre contracted but not confirmed live; continuity framework contracted 2025",0,
infra.capacity--robustness-of-government-hardware-and-software,2,LSO-infra.capacity-government-ict-estate|LSO-infra.capacity-hosting|LSO-dpi.govtech-hrmis,,,,,,,"Estate last assessed 2023; core systems being upgraded under financed projects; no inventory",0,
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2,LSO-dpi.govtech-ictagency|LSO-infra.cybersec-ciso,,,,,,,"Government ICT agency announced and a CISO appointed; no in-house development on record",0,
infra.cybersec--national-cybersecurity-readiness,2,LSO-infra.cybersec-lescomcsirt|LSO-infra.cybersec-soc,,,,,,,"Interim CSIRT launched 2026-07-29 with no operating record; no strategy and laws still bills",0,
dpi.exchange--national-data-exchange-system,2,LSO-dpi.exchange-xroad,,,,,,,"X-Road platform under development; no go-live published",0,
dpi.exchange--use-of-digital-id-in-other-systems,3,LSO-dpi.id-id-in-financial-services,,,,,,,"ID number used in financial KYC per sector strategy; no verification service or usage published",0,
dpi.exchange--interoperability-of-health-systems,2,LSO-dpi.exchange-health-system-interoperability|LSO-dpi.mis-health-eregister,,,,,,,"Integration consultancy under way and eRegister feeds DHIS; no national HIE policy adopted",0,
dpi.exchange--interoperability-of-education-systems,,,,,,,,,"EMIS and teacher system in development separately; no link between education systems on record",0,
dpi.exchange--interoperability-of-social-protection-systems,3,LSO-dpi.exchange-crvs-social-protection-link,,,,,,,"Digital birth registration feeds the social registry; no ID or payment linkage on record",0,
dpi.id--robustness-of-system,3,LSO-dpi.id-nationalid,,,,,,,"In operation per 2022 World Bank case study; no assurance level, audit or certification",0,
dpi.id--national-maintenance-of-id-and-credentials-systems,,,,,,,,,"MOSIP work plan with UNICEF only; who operates and maintains the system is not on record",0,
dpi.id--authentication,2,LSO-dpi.id-servicepilot,,,,,,,"Digital service-ID pilot of about 10000 participants; no authentication service in service",0,
dpi.id--digital-id-from-birth,3,LSO-dpi.id-identity-number-at-birth|LSO-dpi.id-birthreg,,,,,,,"Number issued at birth registration; nationwide scale-up still on a roadmap to 2030",0,
dpi.id--interoperability-of-birth-registration-and-digital-id,3,LSO-dpi.id-identity-number-at-birth,,,,,,,"Births feed an identity number; no death or status-change propagation on record",0,
dpi.id--use-by-other-systems,2,LSO-dpi.id-servicepilot,,,,,,,"Service-ID pilot keyed on the national ID; no public register keyed on it on record here",0,
dpi.pay--governance-role-of-central-bank,3,LSO-dpi.pay-leswitch|LSO-dpi.pay-lesotho-wire,,,,,,,"Central bank runs switch and RTGS; no consumer-protection or dispute function on record in these rows",0,
dpi.pay--g2p-functionality,3,LSO-dpi.pay-child-grants-mobile-payments,,,,,,,"Child grants moving to mobile payments; share paid digitally not stated",0,
dpi.pay--revenue-collection,3,LSO-dpi.pay-rsltax,,,,,,,"E-payment live for main taxes and customs via one bank; electronic share not published",0,
dpi.pay--b2b-and-b2g-functionality,3,LSO-dpi.pay-leswitch,,,,,,,"National switch live for card POS; no e-procurement on record",0,
dpi.pay--p2p-p2g-and-p2b-functionality,3,LSO-dpi.pay-tsetela,,,,,,,"M-Pesa services live; no provider interoperability on record",0,
dpi.pay--cross-border-functionality,2,LSO-include.access-remittances|LSO-dpi.pay-cips,,,,,,,"Fintech remittance and bank CIPS channels exist; no cross-border regulatory framework on record",0,
dpi.pay--consumer-protection,3,LSO-dpi.pay-financial-consumer-protection-act-2022|LSO-dpi.pay-financial-consumer-protection-regulations,,,,,,,"Act 2022 in force and regulations Senate-adopted; dimensions covered not itemised and no redress statistics",0,
dpi.registry--population-register,3,LSO-dpi.id-national-identity-register,,,,,,,"Identity register in service from ID enrolment; no vital-event updating on record",0,
dpi.registry--civil-register,2,LSO-dpi.id-birthreg,,,,,,,"Digital birth registration launched 2025; national coverage not on record",0,
dpi.registry--address-register,,,,,,,,,"State holds no register but a private nationwide address platform is live; no cited absence of addressing",0,
dpi.registry--business-register,2,LSO-dpi.registry-business-single-window,,,,,,,"Single window in development at the one-stop centre; online registration not on record",0,
dpi.registry--social-protection-register,3,LSO-dpi.registry-nissa,,,,,,,"NISSA in service; coverage and ID linkage not stated",0,
dpi.registry--electoral-register,,,,,,,,,"Register constituted and under reform; whether it is digital or publicly accessible is not on record",0,
dpi.registry--tax-register,2,LSO-dpi.registry-taxpayer-register|LSO-dpi.mis-e-taxation-platform,,,,,,,"Computerised register; identifier integrity and linkage not assessed on record",0,
dpi.registry--land-register,3,LSO-dpi.registry-land-register|LSO-dpi.mis-laa-gis,,,,,,,"Land holding database in service and extending to districts; parcel counts not published",0,
dpi.mis--health,2,LSO-dpi.mis-health-eregister,,,,,,,"eRegister live in some districts feeding DHIS; national HMIS coverage not on record",0,
dpi.mis--education,2,LSO-dpi.mis-flndashboard,,,,,,,"Learning dashboard under construction; no EMIS census publication on record here",0,
dpi.mis--social-protection,2,LSO-dpi.mis-missa,,,,,,,"MISSA procurement 2024 with no award or delivery on record",0,
dpi.mis--justice,,,,,,,,,"Court case management at needs assessment only; the police reporting platform is not case management",0,
dpi.mis--tax,3,LSO-dpi.mis-e-taxation-platform|LSO-dpi.pay-rsltax,,,,,,,"E-filing and e-payment live for core taxes; uptake not published",0,
dpi.mis--customs,3,LSO-dpi.mis-asycudaworld,,,,,,,"ASYCUDAWorld at all commercial borders; single window and risk management not on record",0,
dpi.mis--land,3,LSO-dpi.mis-laa-gis|LSO-dpi.registry-land-register,,,,,,,"LAA GIS in service; valuation and tax linkage not on record",0,
dpi.govtech--e-government-services,2,LSO-dpi.govtech-online-government-service-use|LSO-dpi.govtech-eparliament,,,,,,,"6.7% use government services online on the regulator's survey; no transactional service count or gateway",0,
digital.localgov--ict-infrastructure-for-local-government,2,LSO-digital.localgov-community-council-connectivity|LSO-digital.localgov-municipal,,,,,,,"Council connectivity programme with no council count; one city permit system live",0,
digital.localgov--digitalisation-of-local-government-records,3,LSO-digital.localgov-municipal,,,,,,,"Maseru construction permits digital; other councils and record types not on record",0,
digital.rural--digitalisation-of-rural-health-clinics,2,LSO-dpi.exchange-health-system-interoperability|LSO-digital.rural-tconnectimpact,,,,,,,"Clinic connectivity and integration work under way; no district-level digital reporting count",0,
digital.rural--digitalisation-of-rural-primary-schools,2,LSO-digital.rural-tconnectimpact,,,,,,,"Connectivity delivered to some schools and hotspots; no district coverage on record",0,
digital.rural--digitalisation-of-rural-registry-offices,,,,,,,,,"Services devolved to councils but whether rural offices register digitally is not on record",0,
digital.rural--digitalisation-of-rural-police-stations,2,LSO-digital.rural-police-desktop-handover|LSO-digital.rural-police-station-wifi,,,,,,,"Twenty desktops delivered and station Wi-Fi out to tender; no station recording on a system",0,
tech.ai--use-of-ai-in-government-administration,2,LSO-tech.ai-revenue-authority-ai-crm,,,,,,,"Revenue authority AI CRM acquired with no go-live; chatbot pre-pilot",0,
tech.ai--use-of-ai-in-sectoral-management-information-systems,3,LSO-tech.ai-cad4tb,,,,,,,"AI TB screening in use per a peer-reviewed study",0,
tech.ai--development-of-national-regional-ai-systems,2,LSO-tech.ai-sesotho-word-bank,,,,,,,"Sesotho word bank being compiled; no model or dataset in service",0,
tech.ai--control-of-ai-abuse,2,LSO-gov.legislate-ai-legislation,,,,,,,"Government names a policy without legal effect as its AI foundation; no rule or authority",0,
tech.innovate--technology-hubs,3,LSO-tech.innovate-cafi-entrepreneurship-hub|LSO-tech.innovate-software-factory-hub,,,,,,,"Hubs running cohorts; no second city or tenanted park on record",0,
tech.innovate--tech-startup-ecosystem,,,,,,,,,"Only a partner memorandum and an index rank; no startup law, strategy or scheme on record",0,
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2,LSO-capacity.research-nul,,,,,,,"One joint DPI review with NUL; no funded programme or output",0,
include.access--citizen-feedback-portals,2,LSO-dpi.mis-lehokela|LSO-include.access-ombudsman-case-management,,,,,,,"Crime-reporting platform launched and ombudsman system tendered; no cases or receipts on record",0,
include.access--inclusion-of-persons-with-disabilities,3,LSO-include.access-persons-with-disability-equity-act-2021,,,,,,,"Act 2021 in force with accessible-communication duties; no standard or implementation on record",0,
