indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,3,CPV-gov.policy-eedcv,,,,,,,EEDCV adopted by Resolucao 88/2024 for 2024-2030; no costed plan or M&E report on record,0,
gov.policy--ict-strategy,3,CPV-gov.policy-eedcv|CPV-gov.policy-5g-strategy,,,,,,,EEDCV and 5G strategy adopted; no reported implementation against either,0,
gov.policy--broadband-strategy,3,CPV-gov.policy-estrategia-nacional-5g,,,,,90% internet penetration,2026-12-31,5G strategy in force with dated targets; no funding source identified,0,
gov.policy--data-storage-cloud-strategy,2,CPV-gov.policy-egdcv-2021-2024,,,,,,,Government cloud named only in the expired EGDCV annex; no hosting policy instrument,0,
gov.policy--data-interoperability-framework-roadmap,2,CPV-gov.policy-interoperability-framework-mandate|CPV-gov.legislate-interoperability-standards-diploma,,,,,,,Framework mandated by Resolucao 46/2025 but not published; standards diploma unadopted,0,
gov.policy--ai-strategy,2,CPV-tech.ai-national-ai-strategy,,,,,,,Drafting kicked off; no draft text or adoption,0,
gov.policy--data-localisation-policies,,,,,,,,,Only a PDEX routing rule for state data; no localisation rule and no cited absence,0,
gov.policy--data-governance-policy,2,CPV-gov.policy-data-strategy-public-administration|CPV-gov.legislate-data-governance-diploma,,,,,,,Data strategy launched in drafting; governance diploma unadopted,0,
gov.policy--open-data-policy,,,,,,,,,Only a planned open-data portal named to parliament; no policy drafted or portal publishing,0,
gov.legislate--data-protection-legislation,3,CPV-gov.protect-lei-133-v-2001,,,,,,,Law in force with authority operating; no enforcement act on record,0,
gov.legislate--cybersecurity-legislation,3,CPV-infra.cybersec-decreto-lei-9-2021,,,,,,,Decreto-Lei 9/2021 known through budget and NOSi recitals; no regulations or incident-response acts on record,0,
gov.legislate--legislation-covering-digital-id,3,CPV-gov.legislate-decreto-lei-19-2014-cni|CPV-dpi.id-cartao-nacional-identificacao,,,,,,,Decreto-Lei 19/2014 in force and card issued; grievance and oversight provisions not on record,0,
gov.legislate--digital-payments-legislation,3,CPV-gov.legislate-sistema-de-pagamentos-diplomas,,,,,,,Payment system and e-money regimes in force; no interoperability rules or licences on record,0,
gov.legislate--legislation-enabling-data-interoperability,2,CPV-gov.legislate-interoperability-standards-diploma,,,,,,,Interoperability diploma named as a 2024 deliverable; not adopted,0,
gov.legislate--ai-legislation-regulations,3,CPV-tech.ai-ai-binding-rule,,,,,,,Automated-decision limits in Lei 121/IX/2021; no AI statute or designated AI regulator,0,
gov.legislate--e-commerce-legislation,,,,,,,,,E-commerce framework only declared within the 5G strategy; no bill or law held,0,
gov.legislate--statistics-legislation,3,CPV-data.statistics-lei-48-ix-2019,,,,,,,Lei 48/IX/2019 in force; Charter principles in its text not on record,0,
gov.legislate--access-to-information-legislation,3,CPV-data.open-open-data-policy-rti-statute,,,,,,,Lei 10/X/2022 enacted; no oversight mechanism or requests on record,0,
gov.protect--data-protection-authority,3,CPV-gov.protect-cnpd,,,,,,,CNPD constituted and active; no enforcement decision on record,0,
gov.protect--national-data-protection-readiness,,,,,,,,,Only mapped row is a police video-surveillance access claim; law and authority not among its rows,0,
gov.regional--regional-policy-collaboration,2,CPV-infra.connect-auda-nepad-island-economies,,,,,,,Covered by the AUDA-NEPAD island programme; no Cabo Verde contribution on record,0,
gov.regional--regional-legal-harmonisation,3,CPV-gov.regional-regional-instrument-ratification|CPV-gov.protect-malabo-convention-108-ratification,,,,,,,Malabo accession approved by Resolucao 153/IX/2020; no ECOWAS act transposed,0,
gov.regional--cross-border-data-transfers,3,CPV-gov.regional-cross-border-transfer-regime,,,,,,,Adequacy and authorisation provisions in force; no CNPD transfer decision on record,0,
gov.standards--national-interoperability-standards,2,CPV-gov.legislate-interoperability-standards-diploma|CPV-gov.policy-interoperability-framework-mandate,,,,,,,Standards diploma and framework pending; Decreto-Lei 47/2022 stands in place of a catalogue,0,
gov.standards--national-quality-standards,2,CPV-gov.standards-ncv-catalogue,,,,,,,Standards body active with 25 standards and none on ICT or data,0,
gov.standards--adoption-of-international-standards,,,,,,,,,Rows show a planned ISO 27001 certification and the .cv registry; no ISO membership or adoption on record,0,
gov.discourse--non-governmental-contribution-to-national-policy,2,CPV-gov.policy-conselho-consultivo-economia-digital,,,,,,,Consultative council meets; its membership and traceable input not on record,0,
gov.discourse--open-discussion-of-government-policy,3,CPV-gov.discourse-public-policy-dialogue-mechanism,,,,,,,OGP forum active and no restriction on record; ATI law not among the cited rows,0,
finance.budget--sustainable-domestic-financing-of-digital-transformation,4,CPV-finance.budget-sniac-earmark|CPV-finance.budget-plataforma-digital-inovacao-programme,,,,,,,Fee earmark in the budget law and a recurring programme with published execution; no sovereignty fund,0,
infra.connect--national-fibre-backbone,3,CPV-infra.connect-backbone-concession-wholesale-division,,,,,,,Inter-island backbone under the incumbent's concession; no open-access terms or length figure,0,
infra.connect--internet-exchange-points,2,CPV-infra.connect-cv-ixp,,,,,,,"CV-IXP established 2022; no members, traffic or capacity published",0,
infra.connect--satellite-broadband-licensing-and-availability,3,CPV-infra.connect-starlink-cabo-verde|CPV-gov.legislate-arme-general-authorisation-regime,,,,,,,Starlink in service under ARME general authorisation; one satellite operator only,0,
infra.store--off-site-backup-capacity,2,CPV-infra.store-techpark-dc3-sao-vicente,,,,,,,DR data centre built and inaugurated; no systems replicating or recovery objective on record,0,
infra.capacity--robustness-of-government-hardware-and-software,3,CPV-dpi.govtech-igrp-platform,,,,,,,NOSi platform in service; results-portal outage May 2026 and no inventory published,0,
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,3,CPV-infra.cybersec-soc-csirt-rtpe,,,,,,,NOSi built the SOC and CSIRT in house; no systematic capacity programme on record,0,
infra.cybersec--national-cybersecurity-readiness,2,CPV-infra.cybersec-soc-csirt-rtpe|CPV-infra.cybersec-decreto-lei-9-2021,,,,,,,Law and CSIRT exist; no strategy adopted or incident record,0,
dpi.exchange--national-data-exchange-system,3,CPV-dpi.exchange-pdex,,,,,,,PDEX in service with four integrations; API catalogue and usage unpublished,0,
dpi.exchange--use-of-digital-id-in-other-systems,3,CPV-dpi.id-autentika,,,,,,,Autentika offers OIDC authentication at 95000 users a day on its own account; private-sector consumers not on record,0,
dpi.exchange--interoperability-of-health-systems,2,CPV-dpi.exchange-health-systems-interoperability,,,,,,,Observatories interoperate per WHO; no national HIE policy or architecture adopted,0,
dpi.id--robustness-of-system,3,CPV-dpi.id-autentika,,,,,,,Card-based ID and authentication in service; no assurance levels or audit published,0,
dpi.id--national-maintenance-of-id-and-credentials-systems,3,CPV-dpi.id-incv-security-printing,,,,,,,Documents produced domestically since June 2026; no exit terms or funding model on record,0,
dpi.id--authentication,3,CPV-dpi.id-chave-movel-digital|CPV-dpi.id-sniac,,,,,,,Card middleware and mobile key in service; no usage figure in these rows,0,
dpi.id--digital-id-from-birth,4,CPV-dpi.id-birth-registration-coverage,,,,,,,On the justice-modernisation institute's own figures: number at birth and 99% birth registration,0,
dpi.id--interoperability-of-birth-registration-and-digital-id,3,CPV-gov.legislate-decreto-lei-19-2014-cni|CPV-dpi.id-birth-registration-coverage,,,,,,,Birth record feeds the identity number; deaths retiring credentials not on record,0,
dpi.pay--governance-role-of-central-bank,3,CPV-dpi.pay-sicil,,,,,,,Central bank runs SICIL clearing; instant switch still pending and no published oversight in these rows,0,
dpi.pay--g2p-functionality,3,CPV-dpi.pay-g2p-payment-digitisation,,,,,,,Salaries and pensions credited to accounts; no beneficiary counts published,0,
dpi.pay--revenue-collection,3,CPV-dpi.pay-documento-unico-de-cobranca,,,,,,,DUC payable electronically; no electronic share of revenue published,0,
dpi.pay--b2b-and-b2g-functionality,3,CPV-gov.policy-e-procurement-platform|CPV-dpi.mis-e-invoicing-saft-cv,,,,,,,E-procurement mandatory for central purchasing 2026; end-to-end use and interbank links not on record,0,
dpi.pay--p2p-p2g-and-p2b-functionality,3,CPV-dpi.pay-national-payment-switch,,,,,,,vinti4 switch in service; agent networks and government payments not on record here,0,
dpi.pay--cross-border-functionality,2,CPV-dpi.pay-exchange-operations-regime,,,,,,,Exchange regime in force; no cross-border corridor on record,0,
dpi.pay--consumer-protection,3,CPV-dpi.pay-consumer-protection-regime,,,,,,,Disclosure and advertising rules in force; no redress body operating on record,0,
dpi.registry--population-register,3,CPV-dpi.id-sniac,,,,,,,SNIAC in service; vital-event updating and reuse not on record,0,
dpi.registry--civil-register,3,CPV-dpi.registry-codigo-registo-civil|CPV-dpi.registry-civil-register-output|CPV-dpi.id-birth-registration-coverage,,,,,,,Electronic register with 99% birth coverage; historic digitisation not on record and below the 100% target,0,
dpi.registry--address-register,2,CPV-dpi.registry-toponymy-dataset|CPV-dpi.registry-municipal-address-platforms,,,,,,,National toponymy dataset and one municipal lookup; no address register,0,
dpi.registry--business-register,2,CPV-dpi.registry-plataforma-empresa-online,,,,,,,Online company platform in beta with pilot users,0,
dpi.registry--social-protection-register,3,CPV-dpi.registry-cadastro-social-unico,,,,,,,CSU covers 64% on the UN team's account; ID linkage and main-programme use not on record,0,
dpi.registry--electoral-register,,,,,,,,,Elector count published by constituency; digital form and public access to the roll not on record,0,
dpi.registry--tax-register,,,,,,,,,Only the tax authority's board appointment; nothing on the taxpayer register,0,
dpi.registry--land-register,3,CPV-dpi.registry-land-registry-cadastre,,,,,,,LMITS functioning on four islands per MCC evaluation; not national,0,
dpi.mis--health,2,CPV-dpi.mis-simfar|CPV-dpi.mis-sns-digitalisation,,,,,,,Pharma monitoring launched and SNS digitalisation announced; no national HMIS in these rows,0,
dpi.mis--education,3,CPV-dpi.mis-education-management-information-system,,,,,,,SIGE in all schools and compulsory; learner-level identifiers and payroll use not stated,0,
dpi.mis--social-protection,3,CPV-dpi.mis-inps-systems,,,,,,,Institutional systems for contributory benefits; no integrated MIS linked to payments and ID,0,
dpi.mis--justice,3,CPV-dpi.mis-sistema-informacao-justica,,,,,,,"Criminal-process system delivered; civil process, e-filing and published decisions not on record",0,
dpi.mis--tax,,,,,,,,,Rows show e-invoicing incentives and authority reform; no e-filing or e-payment availability on record,0,
dpi.mis--customs,3,CPV-dpi.mis-sydonia-world-customs,,,,,,,SYDONIA nationwide since 2015; risk management and single window still next-phase,0,
dpi.govtech--e-government-services,3,CPV-dpi.govtech-gov-cv-portal|CPV-dpi.govtech-portal-de-justica,,,,,,,Portal Unico under Decreto-Lei 36/2026; no usage figure or service inventory,0,
digital.localgov--digitalisation-of-local-government-records,3,CPV-digital.localgov-municipal-digital-government,,,,,,,Municipal system in all municipalities with uneven function on NOSi's account; no exchange with central registers,0,
digital.rural--digitalisation-of-rural-health-clinics,3,CPV-digital.rural-sns-digital-coverage,,,,,,,DHIS2 aggregate reporting in all structures; patient records in the capital only,0,
digital.rural--digitalisation-of-rural-primary-schools,2,CPV-digital.rural-akelius-digital-learning,,,,,,,Digital learning in 14 schools; no national connectivity or device shares,0,
digital.rural--digitalisation-of-rural-registry-offices,3,CPV-digital.rural-electronic-registry-acts,,,,,,,Electronic registration acts in law with remote use; share of offices connected unpublished,0,
digital.rural--digitalisation-of-rural-police-stations,4,CPV-digital.rural-sipp-policia-nacional,,,,,,,Electronic criminal process obligatory in National Police and installed on every island; no ID or AFRIPOL link,0,
tech.ai--use-of-ai-in-government-administration,2,CPV-tech.ai-justice-ai-initiatives,,,,,,,"Justice AI chat demonstrated, not confirmed in production",0,
tech.ai--use-of-ai-in-sectoral-management-information-systems,,,,,,,,,Only an AI port-scanning contract stated under way; no pilot or system in service,0,
tech.ai--development-of-national-regional-ai-systems,2,CPV-tech.ai-cplp-health-ai-laboratory,,,,,,,Ministerial proposal for a health AI laboratory; no funding or pilot,0,
tech.ai--control-of-ai-abuse,3,CPV-tech.ai-ai-binding-rule,,,,,,,Automated-decision and profiling limits in force; no AI enforcement on record,0,
tech.innovate--technology-hubs,3,CPV-tech.innovate-cabo-verde-digital,,,,,,,Cabo Verde Digital runs programmes on government-reported figures; park tenancy not among these rows,0,
tech.innovate--tech-startup-ecosystem,2,CPV-tech.innovate-reinventa-hackathon,,,,,,,Hackathon competitions run; no startup law or strategy in these rows,0,
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2,CPV-capacity.research-unicv-research-centres,,,,,,,Governance research centre and fact-check centre launched; no digital-transformation programme or policy role,0,
include.access--citizen-feedback-portals,,,,,,,,,Rows show a physical one-stop shop and its fee earmark; no digital feedback channel,0,
include.access--inclusion-of-persons-with-disabilities,3,CPV-include.access-disability-inclusion-strategy,,,,,,,Strategy by Resolucao 98/2024 sets digital accessibility measures; no standard or audit on record,0,
include.access--inclusion-of-refugees-and-idps,,,,,,,,,Portaria 40/2025 exempts refugees from document fees; no registration or documentation on record,0,
data.statistics--national-strategy-for-development-of-statistics,3,CPV-data.statistics-ende-2022-2026,,,,,,,ENDE 2022-2026 adopted; no costed plan or funding and no successor,0,
data.statistics--censuses-and-surveys,3,CPV-data.statistics-idrf-iv,,,,,,,Household survey rounds irregular with IDRF IV unpublished; census not among these rows,0,
data.statistics--statistics-from-administrative-data,,,,,,,,,Rows cover the INE evaluation and audit court; no administrative-data product,0,
data.open--use-of-open-data,2,CPV-data.open-portal-da-transparencia,,,,,,,Transparency portal live; no open licence or bulk download stated,0,
data.satellite--agricultural-use-of-satellite-data,2,CPV-data.satellite-inida-geospatial-lab,,,,,,,Geospatial lab building a monitoring system; partner institution's account only,0,
data.satellite--meteorological-use-of-satellite-data,,,,,,,,,INMG mandate and EW4All launch; no satellite data stream or product on record,0,
infra.energy--rural-electrification,5,,,,,,,,Reference rural figure clears the universal-access line; INE series has no rural split,0,
capacity.training--dt-related-training-in-secondary-education,5,CPV-capacity.training-secondary-ict-curriculum,,,,,,,ICT a compulsory ninth-year subject with official teacher guide,0,
