indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,2,MOZ-gov.policy-digital-transformation-strategy,,,,,,,"drafting launched; no published strategy at 2026-08-09",0,
gov.policy--ict-strategy,,,,,,,,,"only the national digital strategy draft is held; no ICT or telecoms sector policy on record",0,
gov.policy--broadband-strategy,3,MOZ-infra.connect-internet-para-todos,,,,,,,"2030 targets stated; no funding or progress report against them on record",0,
gov.policy--ai-strategy,2,MOZ-tech.ai-artificial-intelligence-strategy,,,,,,,"final drafting and consultation; no adoption on record",0,
gov.policy--data-localisation-policies,2,MOZ-gov.protect-notice-4-ggbm-2003-data-residency,,,,,,,"blanket central-bank residency rule; Aviso 6/GBM/2026 gazetted but not in force until October",0,
gov.policy--open-data-policy,2,MOZ-dpi.exchange-ipdp-infrastructure-data-portal,,,,,,,"infrastructure data portal publishing datasets; data governance policy not adopted",0,
gov.legislate--data-protection-legislation,2,MOZ-gov.protect-personal-data-protection-law-draft,,,,,,,"draft under public discussion; no enactment on record",0,
gov.legislate--legislation-covering-digital-id,,,,,,,,,"only a planned signature and mobile-ID platform is mapped here; no ID law on record in these rows",0,
gov.legislate--ai-legislation-regulations,2,MOZ-tech.ai-intellectual-property-policy-strategy-2026,,,,,,,"study of AI patentability mandated; no AI law or rule in force",0,
gov.legislate--access-to-information-legislation,3,MOZ-gov.legislate-right-to-information-law-34-2014,,,,,,,"law in force; no requests or decisions on record",0,
gov.regional--cross-border-data-transfers,,,,,,,,,"rows show a health specimen agreement and a customs roadmap; no personal-data transfer rule on record",0,
gov.standards--adoption-of-international-standards,,,,,,,,,"only an IMEI lookup platform is held; no ISO membership or standards adoption on record",0,
gov.discourse--non-governmental-contribution-to-national-policy,,,,,,,,,"national dialogue consultation is not on a digital instrument",0,
gov.discourse--open-discussion-of-government-policy,2,MOZ-gov.legislate-telecommunications-traffic-control-regulations-decree,,,,,,,"blocking powers decreed December 2025 inside the 12 months though since voided",0,
infra.connect--internet-exchange-points,3,MOZ-infra.capacity-mozambique-internet-exchange-point,,,,,,,"18 peers on the exchange's own site; no government-network peering or measured growth on record",0,
infra.connect--satellite-broadband-licensing-and-availability,3,MOZ-infra.connect-starlink-service-mozambique,,,,,,,"one LEO service live; no blanket terminal licensing on record",0,
infra.capacity--robustness-of-government-hardware-and-software,,,,,,,,,"rows hold attack counts only; nothing on core system platforms",0,
infra.cybersec--national-cybersecurity-readiness,2,MOZ-infra.cybersec-cyber-incident-response-team|MOZ-gov.policy-cyber-security-strategy-2026-2030,,,,,,,"successor strategy in revision; Law 13/2026 not in force until 2026-09-29",0,
dpi.exchange--interoperability-of-social-protection-systems,2,MOZ-dpi.id-ingd-aid-recipient-registry,,,,,,,"aid register built to link to the social-support database; national launch October 2026",0,
dpi.id--national-maintenance-of-id-and-credentials-systems,,,,,,,,,"rows show a tender and ID regulations; nothing on who operates or maintains the platform",0,
dpi.id--authentication,2,MOZ-dpi.id-mobile-digital-identity-electronic-signature,,,,,,,"tender and partner talks; no authentication service in operation on record",0,
dpi.pay--g2p-functionality,,,,,,,,,"only WHO's own mobile-money payments to health workers are held; no state G2P on record",0,
dpi.pay--cross-border-functionality,4,MOZ-dpi.pay-sadc-rtgs-participation,,,,,,,"on the regional central bank's own settlement statistics",0,
dpi.registry--social-protection-register,,,,,,,,,"aid-recipient register is a humanitarian MIS; the social-support database itself is not held",0,
dpi.mis--customs,,,,,,,,,"border-post works only; no customs management system on record",0,
dpi.govtech--e-government-services,3,MOZ-dpi.govtech-portal-do-utente-srn|MOZ-dpi.govtech-one-stop-service-desks-electronic,,,,,,,"transactional portals; no single gateway or usage figures",0,
digital.localgov--digitalisation-of-local-government-records,3,MOZ-digital.localgov-municipal-revenue-property-tax-management,,,,,,,"revenue systems in some municipalities; e-SGA only specified",0,
digital.rural--digitalisation-of-rural-primary-schools,2,MOZ-infra.connect-localities-and-schools-connected,,,,,,,"ministry's own count of 418 schools; no rural share or national figure",0,
tech.ai--use-of-ai-in-government-administration,,,,,,,,,"advisory commission and draft strategy only; no AI system in use on record",0,
tech.ai--development-of-national-regional-ai-systems,,,,,,,,,"memberships and an association launch; no local AI build or facility on record",0,
tech.ai--control-of-ai-abuse,,,,,,,,,"a statement of concern and a named observatory; no instrument or guideline on record",0,
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,,,,,,,,,"only a proposed network governance transfer; no research activity in these rows",0,
include.access--citizen-participation-in-policy,2,MOZ-include.access-social-security-regulation-consultation,,,,,,,"one open consultation in the 12 months; none on a digital instrument",0,
data.statistics--censuses-and-surveys,2,MOZ-data.statistics-fifth-general-population-housing-census,,,,,,,"2027 census in piloting; digital system failed testing",0,
data.statistics--statistics-from-administrative-data,,,,,,,,,"microdata catalogue does not state administrative-register sources",0,
data.open--use-of-open-data,2,MOZ-dpi.exchange-ipdp-infrastructure-data-portal,,,,,,,"open licence stated; bulk download or interface not stated",0,
data.satellite--meteorological-use-of-satellite-data,,,,,,,,,"drone flood mapping only; no satellite data stream on record",0,
