indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--open-data-policy,2,ETH-data.open-portal,,,,,,,"statistical dissemination mandate and portal; no adopted open data policy on record",0,
gov.legislate--cybersecurity-legislation,3,ETH-gov.legislate-critical-infrastructure-cyber,,,,,,,"proclamation enacted; commencement about July 2027 and regulations pending",0,
gov.legislate--legislation-enabling-data-interoperability,,,,,,,,,"unplaced: MESOB rows show no data-sharing instrument and no cited absence of one",0,
gov.legislate--e-commerce-legislation,,,,,,,,,"unplaced: rows are copyright and Berne drafts; no e-transactions law or bill on record",0,
gov.legislate--access-to-information-legislation,,,,,,,,,"unplaced: only a state bank's disclosure policy; no access-to-information law or bill on record",0,
gov.protect--national-data-protection-readiness,3,ETH-gov.protect-secondary-directives,,,,,,,"law in force and enforced by the communications authority; directives unpublished and no enforcement act on record",0,
gov.regional--regional-legal-harmonisation,,,,,,,,,"unplaced: IGAD and AfCFTA trade-in-goods steps; no REC cyberlaw instrument referenced or domesticated",0,
gov.regional--shared-regional-infrastructure,2,ETH-infra.connect-horizon-fiber,,,,,,,"corridor in active deployment; not in service at the as-at",0,
gov.discourse--non-governmental-contribution-to-national-policy,,,,,,,,,"unplaced: a UNESCO-supported disinformation project; no consultation on a digital instrument on record",0,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,"unplaced: liberalisation debate only; no restriction or free-discussion record in the rows",0,
infra.capacity--robustness-of-government-hardware-and-software,,,,,,,,,"unplaced: service platform only; no finance revenue or payroll system on record",0,
infra.cybersec--national-cybersecurity-readiness,2,ETH-infra.cybersec-insa,,,,,,,"INSA foundations named in strategy; no operating CERT record in these rows",0,
dpi.id--national-maintenance-of-id-and-credentials-systems,3,ETH-dpi.id-fayda-swf,,,,,,,"state-owned enterprise with national CEO; no exit or escrow terms on record",0,
dpi.id--authentication,4,ETH-dpi.id-fayda|ETH-dpi.id-biometric-kits,,,,,,,"194m eKYC verifications across 150 agencies on the programme's own figures; no PKI or mutual recognition",0,
dpi.pay--p2p-p2g-and-p2b-functionality,3,ETH-dpi.pay-ethiopay-ips|ETH-dpi.exchange-ethswitch|ETH-dpi.pay-electricity,,,,,,,"switch interoperability and merchant payments on record; agent network not reported in these rows",0,
dpi.mis--health,3,ETH-dpi.mis-dhis2,,,,,,,"DHIS2 national; surveillance supply chain and registries not shown integrated",0,
dpi.govtech--e-government-services,3,ETH-dpi.govtech-mesob|ETH-dpi.govtech-egp,,,,,,,"single platform with 180+ services; no usage figures published",0,
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2,ETH-gov.legislate-copyright-amendment,,,,,,,"one law school drafting with the IP authority; no funded programme on record",0,
include.access--citizen-feedback-portals,2,ETH-include.access-adera,,,,,,,"one holding company's reporting channel; no cases or outcomes published",0,
include.access--citizen-participation-in-policy,2,ETH-include.access-participation,,,,,,,"national dialogue held; no consultation on digital instruments on record",0,
data.satellite--agricultural-use-of-satellite-data,3,ETH-data.satellite-leap,,,,,,,"LEAP early warning in service; no national multi-purpose services on a schedule",0,
data.satellite--meteorological-use-of-satellite-data,3,ETH-data.satellite-emi-mazu,,,,,,,"satellite products in forecasting; WIGOS or GBON implementation not on record",0,
