indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--data-interoperability-framework-roadmap,1,GNQ-dpi.exchange-interop,,,,,,,"World Bank diagnostic names it absent; August agency handover restates ministries' limited data-sharing",0,
gov.policy--ai-strategy,2,GNQ-tech.ai-strategy,,,,,,,"AI bill in drafting; no strategy adopted or published",0,
gov.policy--open-data-policy,1,GNQ-data.open-portal,,,,,,,"no portal or policy; transparency law carries no publication scheme",0,
gov.legislate--legislation-covering-digital-id,,,,,,,,,"unplaced: only a 1957 civil registry law and a draft tax-number recoding decree; no ID law or bill on record",0,
gov.legislate--e-commerce-legislation,3,GNQ-gov.policy-data-protection-laws-2017,,,,,,,"2017 electronic laws package in force; no trust-service or enforcement acts on record",0,
gov.legislate--statistics-legislation,,,,,,,,,"unplaced: census decree and statistics strategy held; no statistics act or bill on record",0,
gov.standards--national-interoperability-standards,1,GNQ-dpi.exchange-interop,,,,,,,"no framework or standard published; standards agency AGENOR still pre-launch",0,
gov.standards--national-quality-standards,,,,,,,,,"unplaced: only the telecom regulator's quality-of-service order; no standards body or quality policy on record",0,
gov.standards--adoption-of-international-standards,,,,,,,,,"unplaced: no ISO membership or adoption of international standards on record",0,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,"unplaced: press law reform bills in committee; no record of shutdowns or blocking either way",0,
infra.connect--satellite-broadband-licensing-and-availability,2,GNQ-infra.connect-starlink,,,,,,,"service availability is the operator's own claim; only a temporary offshore authorisation held, no licence",0,
infra.store--off-site-backup-capacity,2,GNQ-infra.store-backup-site,,,,,,,"backup site works tendered; server room tender extended again and unawarded",0,
dpi.exchange--national-data-exchange-system,1,GNQ-dpi.exchange-interop,,,,,,,"no exchange layer; World Bank diagnostic and agency statement on ministries' limited data-sharing",0,
dpi.exchange--use-of-digital-id-in-other-systems,,,,,,,,,"unplaced: DIP issued but no system relying on it for verification on record",0,
dpi.id--use-by-other-systems,,,,,,,,,"unplaced: draft decree recodes the tax number; no register keyed on the national ID on record",0,
dpi.pay--revenue-collection,2,GNQ-dpi.pay-treasury-card-payments,,,,,,,"card payment of fiscal obligations piloted; no confirmed launch in service",0,
dpi.registry--population-register,,,,,,,,,"unplaced: birth registration system and census preparation held; no population register on record",0,
dpi.mis--health,2,GNQ-dpi.mis-dhis2,,,,,,,"DHIS2 logistics module on Bioko only; health accounts are not an HMIS",0,
dpi.mis--customs,,,,,,,,,"unplaced: August agreement to build an automated valuation module; no customs system procured or in service on record",0,
dpi.govtech--e-government-services,2,GNQ-dpi.govtech-cnedoge|GNQ-dpi.govtech-sigob,,,,,,,"online booking and procedure tracking only; SIGF launched as a project",0,
tech.ai--development-of-national-regional-ai-systems,,,,,,,,,"unplaced: AI secretariat and directorate in post; no model dataset or compute on record",0,
tech.innovate--tech-startup-ecosystem,,,,,,,,,"unplaced: private marketplaces launched; no startup law strategy or support scheme on record",0,
include.access--citizen-participation-in-policy,,,,,,,,,"unplaced: consultation observatory created by decree 2021 with no meeting on record",0,
data.statistics--censuses-and-surveys,2,GNQ-data.statistics-census,,,,,,,"census preparation validated; no enumeration date fixed",0,
