indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--ict-strategy,2,MLI-gov.policy-mali-numerique-2020|MLI-dpi.govtech-agetic-digital-week,,,,,,,"Mali Numerique 2020 expired with no successor strategy adopted; only Digital Week recommendations taken by Council",0,
gov.policy--broadband-strategy,2,MLI-infra.connect-universal2030,,,,,,,"2030 universal connectivity roadmap drafted with Burkina Faso and Niger; no adopted broadband plan on record",0,
gov.policy--data-storage-cloud-strategy,2,MLI-infra.capacity-datacentrecapacity|MLI-infra.store-datacentre,,,,,,,"National data centre in service with repatriation announced; no adopted hosting or cloud policy located",0,
gov.policy--data-interoperability-framework-roadmap,,,,,,,,,"Only an intranet and a planned PKI framework; no interoperability framework or roadmap on record",0,
gov.policy--data-localisation-policies,,,,,,,,,"State data hosted in the national data centre; no localisation rule proposed or in force on record",0,
gov.policy--open-data-policy,2,MLI-data.open-portal,,,,,,,"Statistics institute licence and portal migration; no open data policy instrument held",0,
gov.legislate--data-protection-legislation,3,MLI-gov.protect-loi2013,,,,,,,"Law 2013-015 in force; no implementing regulations or enforcement act on record",0,
gov.legislate--cybersecurity-legislation,3,MLI-gov.legislate-loi-2019-056-cybercriminalite,,,,,,,"Cybercrime law 2019-056 in force; agency creation only approved June 2026 and no regulations on record",0,
gov.legislate--legislation-covering-digital-id,3,MLI-dpi.id-nina|MLI-dpi.id-secure-biometric-national-identity-card,,,,,,,"NINA law 06-040 and decrees in force; grievance and oversight provisions not on record",0,
gov.legislate--digital-payments-legislation,,,,,,,,,"No payment-systems law or e-money regulation held; only a decree on digital payment of public-service dues",0,
gov.legislate--legislation-enabling-data-interoperability,,,,,,,,,"No instrument on record permitting data sharing between public bodies",0,
gov.legislate--ai-legislation-regulations,2,MLI-tech.ai-niyel,,,,,,,"Regional AI governance guidelines without legal effect; no AI rule in law",0,
gov.legislate--e-commerce-legislation,3,MLI-gov.legislate-loi-2016-012-transactions-electroniques,,,,,,,"E-transactions law 2016-012 in force; no e-signature service or accredited provider on record",0,
gov.legislate--statistics-legislation,3,MLI-gov.legislate-loi-2016-005-statistiques-publiques,,,,,,,"Statistics law 2016-005 in force; independence and confidentiality provisions not extracted",0,
gov.legislate--access-to-information-legislation,3,MLI-gov.legislate-decret-03-580-relations-administration-usagers|MLI-data.open-portal,,,,,,,"Access law evidenced by its application decree and a 2026 implementation evaluation; oversight mechanism not on record",0,
gov.protect--data-protection-authority,3,MLI-gov.protect-apdp,,,,,,,"Authority operating with sessions and a regional antenna; no sanction or enforcement decision on record",0,
gov.protect--national-data-protection-readiness,3,MLI-gov.protect-loi2013,,,,,,,"Law in force; Guidelines practices such as impact assessments or breach notification not on record",0,
gov.regional--regional-policy-collaboration,3,MLI-gov.regional-aes-dpa-roadmap|MLI-gov.regional-atu,,,,,,,"AES data-protection roadmap signed and ATU board seat; no domestic implementation of regional guidelines on record",0,
gov.regional--regional-legal-harmonisation,,,,,,,,,"Only ECOWAS withdrawal on record; no domesticated REC instrument or draft referencing one",0,
gov.regional--shared-regional-infrastructure,,,,,,,,,"Only an AES frequency coordination agreement; no regional infrastructure project on record in these rows",0,
gov.regional--cross-border-data-transfers,,,,,,,,,"Data protection law held but its transfer provisions are not extracted; AES and Benin cooperation only",0,
gov.standards--national-interoperability-standards,,,,,,,,,"Standards agency and a planned PKI framework; no interoperability standards on record",0,
gov.standards--national-quality-standards,2,MLI-gov.standards-amanorm,,,,,,,"Standards agency operating; no ICT or data quality standard adopted and no quality policy on record",0,
gov.standards--adoption-of-international-standards,2,MLI-gov.standards-amanorm|MLI-dpi.id-eaes,,,,,,,"ISO membership held with category not stated; ICAO passport specification the only adoption on record",0,
gov.discourse--open-discussion-of-government-policy,2,MLI-gov.legislate-platformenforcement|MLI-include.access-main-news-source-shares,,,,,,,"July 2026 instruction to prosecutors over social-network content; discussion occurs on a foundation's survey",0,
