indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--ai-strategy,3,RWA-gov.policy-national-artificial-intelligence-policy,,,,,,,"Policy adopted; the agency is approved but no establishing instrument, budget or implementation plan is on record",0,
gov.policy--open-data-policy,1,RWA-data.open-national-open-data-portal-or-policy,,,,,,,"The 2017-2022 policy expired with no replacement; no new source in August",0,
gov.legislate--digital-payments-legislation,,,,,,,,,"Rows held are a virtual-asset law and a sandbox; no payment-systems law or e-money regulation among them",0,
gov.regional--regional-policy-collaboration,3,RWA-tech.ai-continental-ai-declaration|RWA-tech.ai-global-ai-summit,,,,,,,"Active participation, now hosting COMESA AI consultations; no regional guidelines carried in domestic instruments on record",0,
gov.regional--shared-regional-infrastructure,2,RWA-infra.connect-cross-border-terrestrial-fibre-route,,,,,,,"Fibre route announced live only after the as-at; August source is the operator's own and does not establish service",0,
gov.standards--national-interoperability-standards,3,RWA-gov.standards-electronic-government-interoperability-frame,,,,,,,"RGEA v2.1 published by RISA; no mandating instrument or conformance testing on record",0,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,"Dialogue forums held but no source on shutdowns, blocking or an access-to-information law places a rung",0,
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2,RWA-infra.capacity-institute-of-computing,,,,,,,"Computing institute approved and opening; no in-house teams maintaining government systems on record",0,
infra.cybersec--national-cybersecurity-readiness,3,RWA-infra.cybersec-national-cyber-security-authority|RWA-infra.cybersec-national-computer-security-incident-response,,,,,,,"Authority and CSIRT constituted; no incident caseload or enforcement record published",0,
dpi.exchange--interoperability-of-social-protection-systems,3,RWA-dpi.exchange-imibereho-interoperability,,,,,,,"Registry interoperable with other databases; links to ID and payments across main programmes not itemised",0,
dpi.id--national-maintenance-of-id-and-credentials-systems,,,,,,,,,"Rows show enrolment and the ID law only; nothing on who builds, hosts or maintains the platform",0,
dpi.id--interoperability-of-birth-registration-and-digital-id,3,RWA-dpi.registry-integrated-civil-registration,,,,,,,"Civil registration linked to the population registry; two-way exchange across vital events with reconciliation not on record",0,
dpi.pay--governance-role-of-central-bank,3,RWA-dpi.pay-national-instant-payment-system|RWA-dpi.pay-interoperable-transfer-fee,,,,,,,"Switch overseen and statistics published; no consumer-protection or dispute function on record in these rows",0,
dpi.pay--b2b-and-b2g-functionality,,,,,,,,,"Rows show a consumer loan product and an operator's platform migration; no e-procurement or interbank business payment service held",0,
dpi.pay--p2p-p2g-and-p2b-functionality,3,RWA-dpi.pay-national-instant-payment-system,,,,,,,"Interoperability in service; merchant and government payments and agent networks not on record in these rows",0,
dpi.pay--cross-border-functionality,2,RWA-dpi.pay-cross-border-payment-corridor-pilot,,,,,,,"Rwanda-Tanzania proof of concept still at roadmap stage; no corridor in service",0,
dpi.pay--consumer-protection,3,RWA-dpi.pay-payment-user-protection-regulation,,,,,,,"Regulation in force; no redress body decisions or complaint statistics on record",0,
dpi.registry--population-register,3,RWA-dpi.registry-integrated-civil-registration,,,,,,,"Registry linked to civil registration; updating from deaths and status changes not on record",0,
dpi.registry--civil-register,3,RWA-dpi.registry-birth-registration-completeness,,,,,,,"Digital registration with 92.9% birth completeness; August account is an advocacy organisation's, not the government's",0,
dpi.registry--business-register,3,RWA-dpi.registry-business-registration-platform,,,,,,,"Wholly online on the registrar's own page; identifier sharing with tax, public search and beneficial ownership not on record",0,
dpi.registry--social-protection-register,3,RWA-dpi.id-imibereho,,,,,,,"Registry in service with appeals on the directorate's own figures; programme use, ID link and coverage not in this row",0,
dpi.govtech--e-government-services,3,RWA-dpi.govtech-government-services-platform,,,,,,,"Hundreds of services on one platform; shared authentication through the national ID not on record",0,
digital.localgov--digitalisation-of-local-government-records,3,RWA-dpi.registry-integrated-civil-registration|RWA-digital.rural-civil-records-digitisation,,,,,,,"Civil records digital to cell level; other local record types not on record",0,
tech.ai--development-of-national-regional-ai-systems,2,RWA-tech.ai-ai-scaling-hub,,,,,,,"Funding reported for a hub; the August voice model is built abroad with no local deployment",0,
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2,RWA-capacity.research-continental-research-and-education-partnersh,,,,,,,"August security operations centre is operational, not a digital-policy research programme publishing",0,
include.access--citizen-participation-in-policy,,,,,,,,,"Dialogue forums and a piloted platform held; no consultation on a digital instrument on record",0,
data.statistics--censuses-and-surveys,3,RWA-data.statistics-census-programme,,,,,,,"DHS final report published August 2026; public microdata or portal access not on record",0,
data.satellite--agricultural-use-of-satellite-data,2,RWA-data.satellite-planet-programme,,,,,,,"Imagery access programme launched for agriculture monitoring; no crop-monitoring service in operation on record",0,
data.satellite--meteorological-use-of-satellite-data,2,RWA-data.satellite-enacts,,,,,,,"Satellite rainfall merged in climate monitoring; forecasting use not on record",0,
