indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,3,GMB-gov.policy-masterplan,,,,,,,"master plan adopted for 2024-2034; no costed plan, budget or M&E report on record",0,
gov.policy--ict-strategy,3,GMB-gov.policy-ict4d,,,,,,,ICT4D policy statement issued 2017; no implementation reporting on record,0,
gov.policy--broadband-strategy,2,GMB-gov.policy-broadband-policy,,,,,,,2020-2024 plan expired with no successor adopted,0,
gov.policy--data-storage-cloud-strategy,3,GMB-gov.policy-cloud-strategy,,,,,,,cloud strategy issued; the classification policy is an unsigned draft,0,
gov.policy--data-interoperability-framework-roadmap,2,GMB-gov.policy-egif,,,,,,,framework proposed in the e-government strategy; no instrument of its own,0,
gov.policy--ai-strategy,2,GMB-tech.ai-ai-policy,,,,,,,policy in development on the ministry's own statement,0,
gov.policy--data-localisation-policies,2,GMB-gov.policy-cloud-policy,,,,,,,sovereignty and classification rule drafted and unsigned,0,
gov.policy--data-governance-policy,2,GMB-gov.policy-data-policy,,,,,,,national data policy validated as a draft; not adopted,0,
gov.policy--open-data-policy,3,GMB-gov.policy-open-data-strategy,,,,,,,"strategy adopted; it records no portal, licence or legal framework",0,
gov.legislate--data-protection-legislation,3,GMB-gov.protect-dpa-2025,,,,,,,"Act passed 2025; no authority, regulations or enforcement on record",0,
gov.legislate--cybersecurity-legislation,3,GMB-gov.legislate-ica-2009,,,,,,,cybercrime provisions in the 2009 Act; no institution or prosecutions on record,0,
gov.legislate--legislation-covering-digital-id,,,,,,,,,only an ID strategy is held; no ID law or bill on record,0,
gov.legislate--digital-payments-legislation,3,GMB-gov.legislate-mobile-money-regs-2011,,,,,,,central-bank mobile money regulation in force; no consumer provisions or licences on record,0,
gov.legislate--legislation-enabling-data-interoperability,3,GMB-gov.legislate-gicta-act-2019,,,,,,,agency Act covers a government data bank in general terms; no sharing obligations,0,
gov.legislate--ai-legislation-regulations,1,GMB-gov.legislate-ai-regulation,,,,,,,no AI bill or regulation laid on the ministry's April 2026 statement,0,
gov.legislate--e-commerce-legislation,2,GMB-gov.legislate-communications-bill,,,,,,,Communications Bill covering e-commerce in committee,0,
gov.legislate--statistics-legislation,3,GMB-gov.legislate-statistics-act-2005,,,,,,,2005 Act in force; AU peer review urges a modernised law,0,
gov.protect--national-data-protection-readiness,,,,,,,,,only an intelligence-service bill is mapped; it places no data protection rung,0,
gov.regional--regional-policy-collaboration,,,,,,,,,only a regional tax forum hosted; no digital policy process on record,0,
gov.regional--regional-legal-harmonisation,,,,,,,,,Malabo signed not ratified; no REC instrument referenced or domesticated on record,0,
gov.regional--shared-regional-infrastructure,2,GMB-gov.regional-senegal-cooperation|GMB-infra.connect-roaming-lbr-sle,,,,,,,roaming agreements signed; no commencement or traffic on record,0,
gov.regional--cross-border-data-transfers,,,,,,,,,only a customs data-exchange roadmap; no personal data transfer rules on record,0,
gov.standards--national-interoperability-standards,2,GMB-dpi.exchange-nea,,,,,,,enterprise architecture validated; not adopted,0,
gov.standards--national-quality-standards,2,GMB-gov.standards-tgsb,,,,,,,standards bureau active; no ICT quality standard or quality policy on record,0,
gov.standards--adoption-of-international-standards,2,GMB-gov.standards-tgsb,,,,,,,ISO correspondent member only,0,
gov.discourse--non-governmental-contribution-to-national-policy,2,GMB-gov.discourse-discourse,,,,,,,consultations held under guidelines; no published responses on record,0,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,draft content regulations only; no record on shutdowns or access to information,0,
finance.budget--sustainable-domestic-financing-of-digital-transformation,,,,,,,,,only tax totals held; no read budget document or digital line,0,
infra.connect--international-internet-bandwidth,,,,,,,,,"No stated count of routes by the as-at: ACE on the incumbent profile, the Senegal route on a later capture (CC, 2026-09-24)",0,
infra.connect--national-fibre-backbone,3,GMB-infra.connect-gnbn-eximbank,,,,,,,420 km backbone in service; regional reach and open access not on record,0,
infra.connect--internet-exchange-points,3,GMB-infra.connect-sixp,,,,,,,one IXP; seven peers and 50 Mbit/s in 2015 and nothing later,0,
infra.connect--satellite-broadband-licensing-and-availability,2,GMB-infra.connect-starlink-licence,,,,,,,Starlink application withheld by the minister,0,
infra.capacity--robustness-of-government-hardware-and-software,2,GMB-dpi.govtech-ifmis,,,,,,,"IFMIS rolled out; revenue, payroll systems and a custodian not on record",0,
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2,GMB-infra.capacity-capacity,,,,,,,training exercises for the CSIRT and officials only,0,
infra.cybersec--national-cybersecurity-readiness,2,GMB-gov.policy-cybersecurity-strategy|GMB-infra.cybersec-cert,,,,,,,strategy adopted; CSIRT on paper with no operating record,0,
dpi.exchange--national-data-exchange-system,2,GMB-dpi.exchange-cross-register,,,,,,,one link under verification; no platform in service,0,
dpi.exchange--use-of-digital-id-in-other-systems,2,GMB-dpi.registry-ecrvs,,,,,,,integration of ID with civil registration committed; no milestone,0,
dpi.exchange--interoperability-of-health-systems,2,GMB-dpi.exchange-cross-register,,,,,,,education-health memorandum signed; no live interface,0,
dpi.exchange--interoperability-of-education-systems,2,GMB-dpi.exchange-cross-register,,,,,,,education-health memorandum signed; no live interface,0,
dpi.exchange--interoperability-of-social-protection-systems,2,GMB-dpi.exchange-cross-register,,,,,,,register interoperability indicator at zero with one link being verified,0,
dpi.id--robustness-of-system,3,GMB-dpi.id-nims,,,,,,,biometric system live 29 June 2026; no assurance level or audit on record,0,
dpi.id--national-maintenance-of-id-and-credentials-systems,,,,,,,,,supplier contract held; who operates the system and on what terms not on record,0,
dpi.id--authentication,,,,,,,,,only a forensic fingerprint system for police; no credential authentication service,0,
dpi.id--digital-id-from-birth,,,,,,,,,birth certificate feeds the ID card; no identifier at birth on record,0,
dpi.id--interoperability-of-birth-registration-and-digital-id,2,GMB-dpi.registry-ecrvs,,,,,,,integration committed June 2025; no exchange on record,0,
dpi.id--use-by-other-systems,2,GMB-dpi.id-nims,,,,,,,linking ID cards with civil registration and passports planned,0,
dpi.pay--governance-role-of-central-bank,3,GMB-dpi.pay-pricing-policy|GMB-dpi.pay-npsac,,,,,,,central bank sets payment-system tariffs and chairs an advisory body; no published oversight,0,
dpi.pay--g2p-functionality,3,GMB-dpi.pay-nafa-cash-transfers,,,,,,,one cash transfer programme paid over mobile money,0,
dpi.pay--revenue-collection,3,GMB-dpi.pay-yonna,,,,,,,wallet collects some government fees; no electronic share published,0,
dpi.pay--b2b-and-b2g-functionality,3,GMB-dpi.pay-bantaba,,,,,,,instant interbank payments live; no e-procurement on record,0,
dpi.pay--p2p-p2g-and-p2b-functionality,3,GMB-dpi.pay-bantaba|GMB-dpi.pay-gamswitch,,,,,,,interoperable switch live; merchant and agent use not reported,0,
dpi.pay--cross-border-functionality,3,GMB-dpi.pay-papss,,,,,,,six banks live on PAPSS; no central bank enrolment or corridor costs on record,0,
dpi.pay--consumer-protection,2,GMB-gov.legislate-competition-consumer-protection-bill-2026,,,,,,,consumer protection bill in drafting; no DFS conduct rules in force,0,
dpi.registry--population-register,2,GMB-dpi.id-nims,,,,,,,ID register live June 2026 with mass enrolment starting after the as-at,0,
dpi.registry--civil-register,3,GMB-dpi.registry-ecrvs,,,,,,,electronic birth registration national; coverage below target and no ID link,0,
dpi.registry--address-register,2,GMB-dpi.govtech-ndasc,,,,,,,national addressing steering committee launched,0,
dpi.registry--business-register,2,GMB-dpi.govtech-business-registration,,,,,,,single window being finalised; launch not on record by the as-at,0,
dpi.registry--social-protection-register,3,GMB-dpi.registry-gamsr,,,,,,,203022 households in 40 of 43 districts; no ID link on record,0,
dpi.registry--electoral-register,2,GMB-dpi.govtech-iec-digitalisation,,,,,,,biometric register being updated by a contractor; no public access on record,0,
dpi.registry--tax-register,,,,,,,,,integrated tax system under implementation; register's structure not on record,0,
dpi.registry--land-register,,,,,,,,,system mandated by the land policy; contract award post-dates the as-at,0,
dpi.mis--health,2,GMB-dpi.mis-tb-etracker,,,,,,,TB e-tracker piloted at 11 sites; no national HMIS on record,0,
dpi.mis--education,3,GMB-dpi.mis-dhis2-education,,,,,,,learner-level tracker on DHIS2; use for payroll and planning not on record,0,
dpi.mis--social-protection,3,GMB-dpi.registry-gamsr,,,,,,,social registry in service; no link to payments or the ID,0,
dpi.mis--justice,2,GMB-dpi.mis-judicial-case-management,,,,,,,case management tendered 2025; no award on record,0,
dpi.mis--tax,2,GMB-dpi.govtech-itas|GMB-dpi.govtech-e-invoicing,,,,,,,e-filing awaits the tax system under implementation,0,
dpi.mis--customs,3,GMB-dpi.mis-asycuda,,,,,,,ASYCUDA and a single window per the authority; all-post coverage not on record,0,
dpi.mis--land,,,,,,,,,assessment completed and system mandated; no build under way by the as-at,0,
dpi.govtech--e-government-services,2,GMB-dpi.govtech-mygov,,,,,,,services platform built and unlaunched,0,
