indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--data-storage-cloud-strategy,2,COG-infra.store-sovereign-data-centre|COG-infra.store-data-centre,,,,,,,"data centres asserted in operation; no hosting or cloud policy adopted",0,
gov.policy--open-data-policy,2,COG-data.open-open-data-portal-or,,,,,,,"portal operating with no open data policy behind it",0,
gov.legislate--legislation-covering-digital-id,,,,,,,,,"ID rests on decrees only; no law and no bill in preparation on record",0,
gov.regional--regional-policy-collaboration,2,COG-gov.regional-first-central-african-cybersecurity,,,,,,,"bilateral media-regulator memorandum is not a regional policy process; no contribution on record",0,
gov.regional--cross-border-data-transfers,,,,,,,,,"only row is a continental customs concession; no personal-data transfer rule on record",0,
gov.discourse--non-governmental-contribution-to-national-policy,,,,,,,,,"civil-society reports only; no consultation on a digital instrument on record",0,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,"defender trial not shown to concern expression; the shutdown evidence sits in the election-monitoring row",0,
infra.store--off-site-backup-capacity,,,,,,,,,"operator's three sites asserted in passing; none stated as a backup or recovery site",0,
infra.cybersec--national-cybersecurity-readiness,2,COG-infra.cybersec-information-systems-security-agency|COG-infra.cybersec-cybersecurity-strategy,,,,,,,"agency operating; strategy still out to tender",0,
dpi.exchange--use-of-digital-id-in-other-systems,,,,,,,,,"card orders only; no other system's use of the ID in this section's rows",0,
dpi.exchange--interoperability-of-health-systems,,,,,,,,,"single-site donor equipment; no exchange between health systems on record",0,
dpi.exchange--interoperability-of-education-systems,,,,,,,,,"sector roadmap validated; no link between education systems planned on record",0,
dpi.id--robustness-of-system,3,COG-dpi.id-numero-identification-unique,,,,,,,"unique number and card in service; no assurance level or audit published",0,
dpi.id--national-maintenance-of-id-and-credentials-systems,,,,,,,,,"no supplier or operating arrangement for the ID platform on record",0,
dpi.id--digital-id-from-birth,,,,,,,,,"civil-status software validated but unfunded; no identifier at birth on record",0,
dpi.id--interoperability-of-birth-registration-and-digital-id,,,,,,,,,"no linkage between civil status and the ID planned on record",0,
dpi.pay--governance-role-of-central-bank,,,,,,,,,"rows cover a treasury account only; no payment-oversight evidence held",0,
dpi.pay--g2p-functionality,,,,,,,,,"payroll platform running but digital salary payment not stated",0,
dpi.pay--revenue-collection,3,COG-dpi.pay-public-revenue-payment-platform|COG-dpi.govtech-tax-filing-portal,,,,,,,"platform live with roll-out partial; no electronic share of revenue published",0,
dpi.pay--b2b-and-b2g-functionality,3,COG-dpi.exchange-cemac-interoperable-qr-code,,,,,,,"regional interoperable QR in service; no end-to-end e-procurement on record",0,
dpi.pay--consumer-protection,,,,,,,,,"licensing and fraud enforcement only; no conduct rules for digital finance on record",0,
dpi.registry--population-register,,,,,,,,,"no population register provided for or built on record",0,
dpi.registry--civil-register,2,COG-dpi.registry-integrated-civil-status-system,,,,,,,"software validated; deployment unfunded",0,
dpi.mis--health,,,,,,,,,"donor e-health equipment at one hospital; no HMIS on record",0,
dpi.mis--tax,3,COG-dpi.govtech-tax-filing-portal|COG-dpi.pay-public-revenue-payment-platform,,,,,,,"filing and payment live for some segments; no uptake published",0,
dpi.mis--customs,2,COG-dpi.mis-customs,,,,,,,"electronic customs system with no coverage of posts on record",0,
dpi.govtech--e-government-services,2,COG-dpi.govtech-certified-electronic-invoicing-system|COG-dpi.govtech-digital-roadmap-priority-services,,,,,,,"task force decreed; priority services not yet dematerialised",0,
digital.rural--digitalisation-of-rural-registry-offices,,,,,,,,,"civil-status software unfunded; no rural office pilot on record",0,
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2,COG-capacity.research-ai-in-research-rules,,,,,,,"researchers' workshop only; no funded programme or centre on record",0,
include.access--citizen-participation-in-policy,,,,,,,,,"civil-society sessions only; no public consultation on an instrument on record",0,
data.statistics--national-strategy-for-development-of-statistics,3,COG-data.statistics-loi-36-2018,,,,,,,"2022-2026 NSDS adopted; no funding or evaluation on record",0,
data.statistics--censuses-and-surveys,2,COG-data.statistics-quarterly-labour-market-informal,,,,,,,"labour survey in preparation; no enumeration on record",0,
data.open--use-of-open-data,2,COG-data.open-open-data-portal-or,,,,,,,"portal loading data; no open licence stated",0,
data.satellite--agricultural-use-of-satellite-data,2,COG-data.satellite-agricultural-monitoring,,,,,,,"one-off land-cover map and external brief; no national service",0,
data.satellite--meteorological-use-of-satellite-data,,,,,,,,,"regional agency's aerodrome service; no national satellite product on record",0,
