indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--data-storage-cloud-strategy,2,AGO-infra.store-public-data-management-and-hosting-policy|AGO-infra.store-national-cloud,,,,,,,"hosting policy still at consultancy stage; backup centre reinaugurated but no adopted hosting policy",0,
gov.policy--data-interoperability-framework-roadmap,2,AGO-dpi.exchange-public-administration-interoperability-platform,,,,,,,"platform funding authorised; no framework or roadmap adopted",0,
gov.policy--data-localisation-policies,2,AGO-infra.store-public-data-management-and-hosting-policy|AGO-dpi.registry-private-credit-information-centres,,,,,,,"sectoral credit-bureau localisation only; no instrument classifying data across categories",0,
gov.policy--open-data-policy,2,AGO-data.open-open-data-framework-and-portal|AGO-data.statistics-census-portal-and-statistics-application,,,,,,,"portal commitment and census portal only; no open data policy adopted",0,
gov.legislate--cybersecurity-legislation,2,AGO-gov.legislate-cybersecurity-bill,,,,,,,"passed by parliament 2026-08-12; no promulgation or gazette on record",0,
gov.legislate--legislation-enabling-data-interoperability,3,AGO-gov.legislate-civil-registration-simplification,,,,,,,"general sharing provisions in force; no implementing acts or custodian",0,
gov.protect--data-protection-authority,3,AGO-gov.protect-data-protection-agency|AGO-gov.protect-published-data-protection-fines,,,,,,,"fines published; members removable at will so statutory independence not on record",0,
gov.protect--national-data-protection-readiness,3,AGO-gov.protect-judicial-oversight-regime-for-state-surveill,,,,,,,"law in force; Guidelines' practices not on record",0,
gov.regional--shared-regional-infrastructure,2,AGO-geopol.regional-satellite-capacity-exports,,,,,,,"satellite capacity trials with Mozambican and Namibian operators; nothing in commercial service",0,
gov.regional--cross-border-data-transfers,3,AGO-gov.protect-data-protection-law,,,,,,,"case-by-case authorisation regime stated by the regulator; no transfer decision on record",0,
gov.standards--national-interoperability-standards,2,AGO-dpi.exchange-public-administration-interoperability-platform|AGO-gov.standards-territorial-unit-codification,,,,,,,"codification law only; no interoperability standards catalogue published",0,
gov.standards--national-quality-standards,3,AGO-gov.standards-national-standards-body,,,,,,,"national catalogue published; no accredited ICT certification on record",0,
gov.standards--adoption-of-international-standards,2,AGO-gov.standards-national-standards-body|AGO-dpi.pay-payments-messaging-standard-migration,,,,,,,"ISO correspondent member only on ISO's own record",0,
gov.discourse--non-governmental-contribution-to-national-policy,2,AGO-gov.discourse-administrative-procedure-participation|AGO-gov.legislate-artificial-intelligence-bill,,,,,,,"contributions counted on the AI bill; no published government responses",0,
gov.discourse--open-discussion-of-government-policy,2,AGO-gov.legislate-online-falsehoods-law,,,,,,,"false-information law with prison terms in force from 2026-08-04",0,
finance.budget--sustainable-domestic-financing-of-digital-transformation,3,AGO-finance.budget-communications-programme-appropriation,,,,,,,"recurring appropriation; no dedicated fund with published execution",0,
infra.connect--satellite-broadband-licensing-and-availability,3,AGO-infra.connect-low-orbit-satellite-licence|AGO-data.satellite-commercial-access-to-the-national-satellite,,,,,,,"individual licensing; Starlink still unlicensed and no blanket regime",0,
infra.store--off-site-backup-capacity,3,AGO-infra.store-government-data-centre,,,,,,,"backup centre in service on the ministry's account; no continuity plan or tested failover",0,
infra.capacity--robustness-of-government-hardware-and-software,3,AGO-infra.capacity-infosi-organic-statute|AGO-infra.store-government-data-centre,,,,,,,"custodian mandated; no inventory or availability published",0,
infra.cybersec--national-cybersecurity-readiness,2,AGO-gov.policy-national-cybersecurity-strategy|AGO-gov.policy-national-cybersecurity-council|AGO-gov.legislate-national-cybersecurity-centre,,,,,,,"strategy adopted; law passed but not in force and centre not launched",0,
dpi.exchange--national-data-exchange-system,2,AGO-dpi.exchange-public-digital-infrastructure-contract,,,,,,,"platform contract in execution; nothing in service",0,
dpi.exchange--use-of-digital-id-in-other-systems,2,AGO-dpi.id-single-digital-identity,,,,,,,"digital identity platform tendered 2026-08-13; no verification service in use",0,
dpi.exchange--interoperability-of-education-systems,2,AGO-dpi.id-unique-student-identifier,,,,,,,"student identifier decreed; no exchange recorded operating",0,
dpi.exchange--interoperability-of-social-protection-systems,3,AGO-dpi.registry-single-social-register|AGO-include.access-cash-transfer-programme,,,,,,,"register underpins the cash transfer; no link to ID or payments on record",0,
dpi.id--robustness-of-system,3,AGO-dpi.id-national-identity-card,,,,,,,"card in issue; no assurance level or audit published",0,
dpi.id--use-by-other-systems,3,AGO-dpi.registry-official-electoral-registration-law,,,,,,,"electoral base fed from the ID database by law; other registers not on record",0,
dpi.pay--revenue-collection,3,AGO-dpi.govtech-mandatory-electronic-invoicing,,,,,,,"e-invoicing for large taxpayers and state suppliers on the tax authority's figures; no electronic revenue share",0,
dpi.pay--b2b-and-b2g-functionality,3,AGO-dpi.pay-interbank-operational-results-2025|AGO-gov.legislate-payment-subsystem-classification,,,,,,,"interbank rails in service; no end-to-end e-procurement on record",0,
dpi.registry--civil-register,,,,,,,,,"census birth-registration coverage held; no row shows whether the register is digital",0,
dpi.registry--address-register,2,AGO-dpi.registry-toponymy-and-house-numbering,,,,,,,"municipal addressing regulation; no address register in service",0,
dpi.registry--social-protection-register,3,AGO-dpi.registry-single-social-register,,,,,,,"register in service; field enrolment only at pilot and no coverage published",0,
dpi.registry--electoral-register,2,AGO-dpi.registry-electoral-register-proof-of-life-operation|AGO-dpi.registry-official-electoral-registration-law,,,,,,,"update running and contested; no public access to the roll on record",0,
dpi.registry--tax-register,2,AGO-dpi.id-taxpayer-identification-number,,,,,,,"TIN register computerised; linkage and integrity not assessed",0,
dpi.mis--education,2,AGO-dpi.mis-education-database,,,,,,,"national education database being strengthened; no annual census publication on record",0,
