indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--ai-strategy,3,ZMB-gov.policy-national-ai-strategy-text,,,,,,,"strategy published; August statements only say its cycle is ending; no council constituted or funded action on record",0,
gov.policy--open-data-policy,2,ZMB-gov.policy-open-data,,,,,,,"proactive-disclosure framework still in operationalisation; no open data policy adopted on record",0,
gov.protect--data-protection-authority,2,ZMB-gov.protect-data-protection-commissioner,,,,,,,"office exists; no registration or guidance or report on record; August compliance system is a tender only",0,
gov.regional--cross-border-data-transfers,3,ZMB-gov.regional-cross-border-transfers,,,,,,,"sections 70-71 in force; no adequacy decision or authorisation issued; customs roadmap is not a personal-data mechanism",0,
gov.standards--adoption-of-international-standards,2,ZMB-gov.standards-international,,,,,,,"bureau reports 50+ international standards adopted; ISO member-body status and ICT standards specifically not on record",0,
gov.discourse--open-discussion-of-government-policy,2,ZMB-gov.discourse-election-digital-systems|ZMB-gov.discourse-zicta-shutdown-consent-judgment,,,,,,,"no election shutdown on record; absence of blocking and free discussion over 12 months not established for stage 3",0,
infra.connect--satellite-broadband-licensing-and-availability,3,ZMB-infra.connect-starlink-zambia,,,,,,,"one operator in service; no blanket terminal licensing or second licensee on record",0,
infra.capacity--robustness-of-government-hardware-and-software,2,ZMB-infra.connect-government-wide-area-network,,,,,,,"network extending; finance revenue and payroll systems in service on supported platforms not on record",0,
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,3,ZMB-dpi.govtech-property-management-information-system,,,,,,,"locally built systems in service; no systematic capacity programme or cadre on record",0,
infra.cybersec--national-cybersecurity-readiness,2,ZMB-infra.cybersec-cyber-security-agency,,,,,,,"act in force and agency active; no adopted national cybersecurity strategy on record",0,
dpi.exchange--national-data-exchange-system,3,ZMB-dpi.exchange-government-service-bus|ZMB-dpi.exchange-zamconnect-in-operation,,,,,,,"400+ services on the bus; no transaction volumes or published access conditions on record",0,
dpi.id--authentication,3,ZMB-dpi.id-authentication,,,,,,,"national SSO and MFA service described by the institute; no usage figures or accredited trust providers on record",0,
dpi.pay--g2p-functionality,3,ZMB-dpi.pay-social-cash-transfer-disbursement,,,,,,,"social cash transfer paid through payment service providers on the ministry's figures; salaries and pensions not on record",0,
dpi.pay--cross-border-functionality,2,ZMB-dpi.pay-comesa-retail-payments,,,,,,,"regional scheme rulebook published; no national cross-border framework in force or Zambian volumes on record",0,
dpi.mis--health,3,ZMB-dpi.mis-smartcare-pro,,,,,,,"national EHR in about 80% of facilities on implementer account; outbreak platform only in testing",0,
dpi.mis--customs,,,,,,,,,"only a revenue authority memorandum for border scanning equipment is held; no customs management system on record",0,
digital.localgov--digitalisation-of-local-government-records,3,ZMB-digital.localgov-e-council-platform,,,,,,,"e-Council live at eight of 116 councils; no national coverage or register exchange on record",0,
digital.rural--digitalisation-of-rural-primary-schools,2,ZMB-digital.rural-primary-schools,,,,,,,"2500-school target and one rural school connected; connected schools across districts not on record",0,
tech.ai--use-of-ai-in-government-administration,2,ZMB-tech.ai-parliament-ai-automation,,,,,,,"parliament automation in development; August challenge is a student call not a system in service",0,
tech.innovate--technology-hubs,2,ZMB-tech.innovate-emark-innovation-hub,,,,,,,"private hub active; IGNITE incubator still staffing with no cohort on record",0,
tech.innovate--tech-startup-ecosystem,,,,,,,,,"startup bill only named once with no text or drafting stage; no grant scheme or strategy on record",0,
include.access--citizen-feedback-portals,2,ZMB-include.access-feedback,,,,,,,"portal live and staff trained; no cases or receipts on record",0,
include.access--citizen-participation-in-policy,2,ZMB-include.access-participation,,,,,,,"one consultation (constitutional submissions December 2025) within 12 months; no standing procedure on record",0,
data.open--use-of-open-data,2,ZMB-dpi.registry-nsdi-policy-portal,,,,,,,"portals launched; no open licence or access terms stated including for the carbon registry",0,
data.satellite--meteorological-use-of-satellite-data,2,ZMB-data.satellite-meteorology,,,,,,,"satellite products evaluated; operational forecasting use not on record; aviation assessment only launched",0,
