indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,2,TUN-gov.policy-digital-vision|TUN-gov.policy-digital-tunisia,,,,,,,"2020-2025 strategy superseded; successor vision set within the development plan, no adopted strategy text on record",0,
gov.policy--ict-strategy,2,TUN-gov.policy-digital-tunisia|TUN-gov.policy-digital-vision,,,,,,,"sector strategy 2020-2025 expired; successor vision in preparation, not adopted",0,
gov.policy--broadband-strategy,2,TUN-gov.policy-broadband-strategy,,,,,,,"strategy published undated with no dated targets on record; regulator consultations only; stage 3 needs dated targets",0,
gov.policy--data-storage-cloud-strategy,3,TUN-gov.policy-cloud-first-circular|TUN-gov.standards-cloud-labels,,,,,,,"cloud-first circular and label order in force; no labelled provider or migration act on record",0,
gov.policy--data-interoperability-framework-roadmap,3,TUN-gov.legislate-interoperability-decree-law,,,,,,,"decree-law and decree set operator and committees; no standards catalogue or conformance act on record",0,
gov.policy--ai-strategy,2,TUN-tech.ai-ai-strategy,,,,,,,"strategy in outline only; no adopted text on record at the as-at",0,
gov.policy--data-localisation-policies,3,TUN-gov.policy-credit-data-localisation,,,,,,,"sectoral decree-law localising credit data only; no general data classification or supervising decisions on record",0,
gov.policy--data-governance-policy,2,TUN-data.open-national-data-strategy,,,,,,,"national data strategy a final draft under consultation; not adopted",0,
gov.policy--open-data-policy,3,TUN-data.open-open-data-decree,,,,,,,"decree in force; no portal, licence or publication activity on record",0,
gov.legislate--data-protection-legislation,3,TUN-gov.protect-law-2004,,,,,,,"law in force; no implementing regulations or enforcement act on record",0,
gov.legislate--cybersecurity-legislation,3,TUN-gov.legislate-cybersecurity-decree-law,,,,,,,"decree-law in force; no implementing text or prosecutions on record",0,
gov.legislate--legislation-covering-digital-id,3,TUN-gov.legislate-biometric-laws,,,,,,,"organic laws in force; regulations and application in practice not on record",0,
gov.legislate--digital-payments-legislation,3,TUN-gov.legislate-banking-and-payments-law|TUN-gov.legislate-payment-system-operator-circular,,,,,,,"licensing and TUNPAY mandate on record; no consumer-protection provisions on record",0,
gov.legislate--legislation-enabling-data-interoperability,,,,,,,,,"plan law mapped here enables no sharing; decree-law 2020-31 sits on the interoperability-framework row",0,
gov.legislate--ai-legislation-regulations,2,TUN-gov.legislate-ai-legal-frameworks,,,,,,,"drafting announced by the minister; no draft text or instrument",0,
gov.legislate--e-commerce-legislation,3,TUN-gov.legislate-e-commerce-law,,,,,,,"law in force since 2000; trust-service regulations and accreditation not on record",0,
gov.legislate--statistics-legislation,3,TUN-gov.legislate-statistics-law,,,,,,,"1999 law in force; Charter principles in it not on record; replacement in drafting",0,
gov.legislate--access-to-information-legislation,3,TUN-gov.legislate-access-to-information-law,,,,,,,"law in force; oversight authority inquorate and no decisions on record",0,
gov.protect--data-protection-authority,3,TUN-gov.protect-inpdp,,,,,,,"authority constituted; no enforcement decision on record",0,
gov.protect--national-data-protection-readiness,,,,,,,,,"own rows are a missing health-data legal basis and telecom retention; law 2004-63 sits on the data-protection legislation row",0,
gov.regional--regional-policy-collaboration,3,TUN-gov.regional-atu,,,,,,,"ATU council seat on record; hosting of continental spectrum meetings post-dates the as-at",0,
gov.regional--regional-legal-harmonisation,,,,,,,,,"only a dormant 1989 Maghreb treaty; no domesticated REC instrument and no cited absence",0,
gov.regional--shared-regional-infrastructure,3,TUN-infra.connect-medusa,,,,,,,"one consortium cable landing in service; no second shared asset on record",0,
gov.regional--cross-border-data-transfers,3,TUN-gov.protect-law-2004,,,,,,,"transfer chapter of law 2004-63 in force; no authorisations issued on record",0,
gov.standards--national-interoperability-standards,,,,,,,,,"no standards catalogue held; decree-law and UXP platform show interoperability exists, so no absence",0,
gov.standards--national-quality-standards,2,TUN-gov.standards-innorpi,,,,,,,"standards body active; no ICT or data quality standard or quality policy on record",0,
gov.standards--adoption-of-international-standards,2,TUN-gov.standards-innorpi,,,,,,,"ISO series transposed; no ICT or data standard adopted and ISO membership class not on record",0,
gov.discourse--non-governmental-contribution-to-national-policy,2,TUN-gov.discourse-public-consultation-decree,,,,,,,"consultation decree in force; no published consultations with responses on record",0,
gov.discourse--open-discussion-of-government-policy,2,TUN-gov.discourse-decree-law-54,,,,,,,"journalist given prison term July 2026; cyber-offences decree-law in force",0,
infra.connect--national-fibre-backbone,3,TUN-infra.connect-fibre-backbone,,,,,,,"operator's own 50000 km figure; no regional reach or open-access terms on record",0,
infra.connect--international-internet-bandwidth,4,TUN-infra.connect-medusa|TUN-infra.connect-submarine-cable-access,2,routes,2026,2026-06-24-tunisie-cable-medusa-operationnel,,,"floor of two: Medusa at Orange's Bizerte station and the incumbent's separate regulated landing station",0,
infra.connect--satellite-broadband-licensing-and-availability,2,TUN-infra.connect-starlink,,,,,,,"Starlink application pending and licence deferred; no satellite broadband licensed",0,
infra.store--off-site-backup-capacity,3,TUN-infra.store-national-backup-centre,,,,,,,"state recovery site in service on the operator's account; no continuity plan or tested failover",0,
infra.capacity--robustness-of-government-hardware-and-software,2,TUN-dpi.govtech-transformation-portfolio,,,,,,,"systems under a digitalisation programme; no inventory or core-system status on record",0,
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,3,TUN-infra.capacity-cni,,,,,,,"national computing centre operates national platforms; no systematic capacity programme on record",0,
infra.cybersec--national-cybersecurity-readiness,2,TUN-infra.cybersec-ansi,,,,,,,"agency and law operating; no national cybersecurity strategy on record",0,
dpi.exchange--national-data-exchange-system,3,TUN-dpi.exchange-uxp,,,,,,,"platform launched 2024 with first exchanges named; no member count or access conditions published",0,
dpi.exchange--use-of-digital-id-in-other-systems,3,TUN-dpi.id-e-houwiya|TUN-dpi.registry-rne,,,,,,,"mobile ID compulsory for two services from July 2026; no usage figure",0,
dpi.exchange--interoperability-of-health-systems,2,TUN-dpi.id-ins|TUN-dpi.exchange-health-information-systems,,,,,,,"identifier-based exchange beyond pilot in one region; no HIE policy or architecture adopted on record",0,
dpi.exchange--interoperability-of-social-protection-systems,3,TUN-dpi.exchange-social-affairs-data-exchange,,,,,,,"sector exchange listed complete by the council; no volumes or scheme coverage",0,
dpi.id--robustness-of-system,2,TUN-dpi.id-biometric-rollout,,,,,,,"biometric card in law but not issued as at May 2025; existing card and mobile ID sit on other rows",0,
dpi.id--national-maintenance-of-id-and-credentials-systems,,,,,,,,,"no row states who operates or maintains the ID platform",0,
dpi.id--authentication,3,TUN-dpi.id-e-houwiya,,,,,,,"mobile ID authentication compulsory for two services; no usage figure on record",0,
dpi.id--digital-id-from-birth,,,,,,,,,"unique citizen identifier created in law; assignment at birth not on record",0,
dpi.id--interoperability-of-birth-registration-and-digital-id,,,,,,,,,"identifier register and birth platform held separately; no linkage or cited absence on record",0,
dpi.id--use-by-other-systems,2,TUN-dpi.id-ins,,,,,,,"health identifier keyed to the national ID rolling out regionally; no national register keyed on it",0,
dpi.pay--governance-role-of-central-bank,3,TUN-dpi.pay-tunpay|TUN-dpi.pay-walletii,,,,,,,"licensing and TUNPAY switch mandate on record; no consumer-protection function or oversight statistics",0,
dpi.pay--g2p-functionality,2,TUN-dpi.pay-g2p-electronic-transfers,,,,,,,"electronic payment of AMEN transfers targeted for 2029; no programme paying digitally on record",0,
dpi.pay--revenue-collection,3,TUN-dpi.pay-customs-electronic-payment|TUN-gov.legislate-e-invoicing,,,,,,,"customs e-payment by decree and e-invoicing compulsory; no electronic share published",0,
dpi.pay--b2b-and-b2g-functionality,,,,,,,,,"only compulsory e-invoicing on record; no e-procurement or interbank business payment service held",0,
dpi.pay--p2p-p2g-and-p2b-functionality,3,TUN-dpi.pay-mobile-payments|TUN-dpi.pay-kashy,,,,,,,"central bank figures via an aggregator; provider interoperability not on these rows",0,
dpi.pay--cross-border-functionality,2,TUN-dpi.pay-papss-accession,,,,,,,"PAPSS acceded; no bank connected or corridor on record",0,
dpi.registry--population-register,2,TUN-dpi.id-iuc-register,,,,,,,"register created in law; no issuance or coverage on record",0,
dpi.registry--civil-register,3,TUN-dpi.registry-madania,,,,,,,"all events digital on the operator's account; no coverage published",0,
dpi.registry--business-register,3,TUN-dpi.registry-rne,,,,,,,"online-only with enterprise identifier; public search and beneficial ownership not on record",0,
dpi.registry--social-protection-register,3,TUN-dpi.registry-amen,,,,,,,"333000 households at December 2023; no ID linkage or coverage update on record",0,
dpi.registry--electoral-register,,,,,,,,,"register held under law; no public access, revision cycle or digital status on record",0,
dpi.registry--tax-register,2,TUN-dpi.registry-tax-register,,,,,,,"computerised register behind exclusive e-filing; integrity and linkage not assessed",0,
dpi.registry--land-register,3,TUN-dpi.registry-land-registry-processing,,,,,,,"system networked across 22 directorates on the office's figures; no parcel count or tax linkage",0,
dpi.mis--health,2,TUN-dpi.mis-digital-hospital|TUN-dpi.mis-sahetna,,,,,,,"portal and digital hospital in development; no national HMIS on record",0,
dpi.mis--education,,,,,,,,,"education platform running; no EMIS or school census on record",0,
dpi.mis--social-protection,3,TUN-dpi.registry-amen,,,,,,,"AMEN programme run on its registry; no ID or payment linkage on record",0,
dpi.mis--justice,2,TUN-dpi.mis-judicial-document-exchange,,,,,,,"paperless hearing in one chamber; systems still piloting",0,
dpi.mis--tax,,,,,,,,,"only e-invoicing here; e-filing on the TEJ platform sits on the tax-register row",0,
dpi.mis--land,2,TUN-dpi.mis-tlis-land-information-system,,,,,,,"land information system under contract; cadastral geoportal publishes maps only",0,
dpi.govtech--e-government-services,3,TUN-dpi.govtech-portal,,,,,,,"portal reported delivered; no usage, inventory or shared ID authentication on record",0,
digital.localgov--ict-infrastructure-for-local-government,3,TUN-digital.localgov-remo-project,,,,,,,"donor project equipped 19 communes; no national programme on record",0,
digital.localgov--digitalisation-of-local-government-records,3,TUN-digital.localgov-taamir-building-permits,,,,,,,"permit platform in 16 municipalities; one record type only",0,
digital.rural--digitalisation-of-rural-health-clinics,3,TUN-digital.rural-cold-chain-platform,,,,,,,"cold-chain platform in 500 sites on the ministry's reply; other functions not on record",0,
digital.rural--digitalisation-of-rural-primary-schools,3,TUN-digital.rural-edunet-10|TUN-digital.rural-orange-digital-schools,,,,,,,"minister's claim of most schools connected; no count or rural breakdown",0,
digital.rural--digitalisation-of-rural-registry-offices,2,TUN-dpi.registry-births|TUN-dpi.id-population-register-project,,,,,,,"birth platform piloted and 72 municipalities trained; no rural office coverage on record",0,
digital.rural--digitalisation-of-rural-police-stations,2,TUN-digital.rural-police-model-centres,,,,,,,"21 model centres under construction; locations and rural reach not stated",0,
tech.ai--use-of-ai-in-government-administration,3,TUN-tech.ai-customs-selectivity-module,,,,,,,"customs machine-learning module in service; no inventory or performance reported",0,
tech.ai--use-of-ai-in-sectoral-management-information-systems,3,TUN-tech.ai-customs-selectivity-module|TUN-tech.ai-electricity-demand-forecasting,,,,,,,"customs and utility systems in service; no results reported",0,
tech.ai--development-of-national-regional-ai-systems,3,TUN-capacity.training-el-khawarizmi-supercomputer,,,,,,,"HPC system inaugurated July 2026; no funded programme or usage reported",0,
tech.ai--control-of-ai-abuse,2,TUN-gov.legislate-ai-legal-frameworks,,,,,,,"drafting announced; no rule or authority in force",0,
tech.innovate--technology-hubs,,,,,,,,,"only a digital summit on record; no hub or incubator row held",0,
tech.innovate--tech-startup-ecosystem,3,TUN-tech.innovate-startup-act,,,,,,,"Startup Act in force; implementing measures across the seven areas not on record",0,
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2,TUN-capacity.research-ites-artificial-intelligence-study,,,,,,,"one published study; no funded programme or policy uptake on record",0,
include.access--citizen-feedback-portals,2,TUN-include.access-citizen-feedback-portal,,,,,,,"portal and decree in place; no cases or receipts on record",0,
include.access--citizen-participation-in-policy,3,TUN-gov.discourse-public-consultation-decree,,,,,,,"decree cited for 2026 consultations; no published account of changes",0,
include.access--inclusion-of-persons-with-disabilities,3,TUN-include.access-disability-access,,,,,,,"circular in force; no accessibility standard or audit on record",0,
data.statistics--national-strategy-for-development-of-statistics,2,TUN-data.statistics-statistical-information-code,,,,,,,"SNDS 2026-2030 in drafting; not published",0,
data.statistics--censuses-and-surveys,,,,,,,,,"only a regulator's first internet survey here; the 2024 census sits on other indicators' rows",0,
data.statistics--statistics-from-administrative-data,3,TUN-data.statistics-business-register-statistics|TUN-data.statistics-census-administrative-linkage,,,,,,,"two products from registers; no data-sharing instrument or quality framework",0,
data.open--use-of-open-data,2,TUN-data.open-iaa,,,,,,,"sector portal free after registration; no open licence stated",0,
data.satellite--agricultural-use-of-satellite-data,2,TUN-data.satellite-wapor-water-productivity|TUN-data.satellite-swamed-irrigation-monitoring,,,,,,,"donor-led pilots only; no national service on record",0,
data.satellite--meteorological-use-of-satellite-data,3,TUN-data.satellite-satellite,,,,,,,"Meteosat data in forecasting; no WIGOS or early-warning programme on record",0,
