indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,2,CMR-gov.policy-digital-strategy-successor,,,,,,,"2016 plan expired; successor in preparation, no document or adoption instrument published",0,
gov.policy--ict-strategy,2,CMR-gov.policy-plan-cameroun-numerique-2020|CMR-gov.policy-digital-strategy-successor,,,,,,,"sector plan expired 2020; successor in preparation, not adopted",0,
gov.policy--broadband-strategy,2,CMR-gov.policy-plan-cameroun-numerique-2020,,,,,,,"expired plan with no successor adopted; rural broadband only at tender",0,
gov.policy--data-storage-cloud-strategy,2,CMR-infra.store-data-centre-consolidation-policy,,,,,,,"consolidation policy stated by the minister; no instrument adopted",0,
gov.policy--ai-strategy,2,CMR-tech.ai-ai-strategy,,,,,,,"still in drafting at cabinet 30 July 2026; no adoption instrument",0,
gov.policy--data-localisation-policies,,,,,,,,,"only a domain-hosting share held; no localisation rule or cited absence on record",0,
gov.policy--open-data-policy,2,CMR-data.open-open-data-policy,,,,,,,"provided for in the AI roadmap only; nothing published",0,
gov.legislate--data-protection-legislation,3,CMR-gov.protect-loi-n-2024-017,,,,,,,"law in force; supervisory authority not constituted, no enforcement act",0,
gov.legislate--cybersecurity-legislation,3,CMR-gov.legislate-loi-n-2010-012,,,,,,,"2010 law in force; no regulations, agency act or prosecutions on record in the rows",0,
gov.legislate--legislation-covering-digital-id,3,CMR-dpi.registry-law-2024-016-civil|CMR-dpi.id-d-cret-n-2025,,,,,,,"civil registration law provides a unique identification number; identity titles by decree; text not held",0,
gov.legislate--legislation-enabling-data-interoperability,2,CMR-gov.legislate-e-government-and-access-to-information-bill,,,,,,,"e-government bill technically validated, not enacted",0,
gov.legislate--e-commerce-legislation,3,CMR-gov.legislate-loi-2010-021-commerce-electronique,,,,,,,"law and certification authority decree in force; no accreditation or enforcement acts on record",0,
gov.legislate--statistics-legislation,3,CMR-data.statistics-loi-2020-010,,,,,,,"act and decree in force; Charter principles in its text not shown",0,
gov.legislate--access-to-information-legislation,2,CMR-gov.legislate-e-government-and-access-to-information-bill,,,,,,,"bill validated November 2025; no adoption or parliamentary date",0,
gov.protect--data-protection-authority,2,CMR-gov.protect-personal-data-protection-authority,,,,,,,"created in law, not established and unfunded",0,
gov.protect--national-data-protection-readiness,,,,,,,,,"mapped rows show addressing and a monitoring tool only; no law, authority or cited absence among them",0,
gov.regional--regional-policy-collaboration,2,CMR-gov.regional-waico,,,,,,,"memberships on record; no national contribution to a regional process shown",0,
gov.regional--regional-legal-harmonisation,,,,,,,,,"only a regional payments QR regulation held; nothing in the cyberlaw set",0,
gov.regional--shared-regional-infrastructure,2,CMR-infra.connect-chad-border-fibre-link|CMR-gov.regional-cemac-free-roaming,,,,,,,"Chad link suspended and unbuilt; regional roaming deadline passed unimplemented",0,
gov.standards--national-quality-standards,,,,,,,,,"regulator QoS monitoring only; no standards body or quality policy on record",0,
gov.standards--adoption-of-international-standards,,,,,,,,,"a regional switch PCI DSS certificate and device guidelines; no ISO membership or adoption on record",0,
gov.discourse--non-governmental-contribution-to-national-policy,,,,,,,,,"transparency code and budget sensitisation only; no consultation on a digital instrument",0,
gov.discourse--open-discussion-of-government-policy,2,CMR-gov.discourse-election-period-network-restrictions|CMR-gov.legislate-loi-n-2010-012,,,,,,,"four shutdowns in 2025 incl. October election period; press discussion on record; no ATI law",0,
finance.budget--sustainable-domestic-financing-of-digital-transformation,3,CMR-finance.budget-telecommunications-ministry-digital-ecosystem,,,,,,,"recurring ministry programme appropriated; dedicated telecoms fund abolished FY2024",0,
