indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--ai-strategy,2,UGA-tech.ai-ai-emerging-technologies-strategy,,,,,,,strategy still in drafting at window close; no adopted text or gazette record,0,
gov.policy--data-localisation-policies,,,,,,,,,unplaced: rows show the data protection act and its enforcement but no localisation rule or cited absence,0,
gov.policy--data-governance-policy,2,UGA-gov.policy-national-data-strategy,,,,,,,national data strategy in drafting on the permanent secretary's account; no adoption on record,0,
gov.policy--open-data-policy,2,UGA-data.open-open-government-data-policy|UGA-data.open-national-sdg-open-data-portal,,,,,,,draft policy never adopted; SDG portal publishes with no policy behind it,0,
gov.legislate--data-protection-legislation,3,UGA-gov.protect-data-protection-privacy-act,,,,,,,act in force with enforcement acts; implementing regulations not on record,0,
gov.legislate--legislation-covering-digital-id,3,UGA-gov.legislate-registration-of-persons-act,,,,,,,act in force; regulations and grievance and oversight provisions not on record,0,
gov.legislate--digital-payments-legislation,,,,,,,,,unplaced: rows hold only microfinance digital-lending guidelines and a planned lender rule; no payment-systems law on record,0,
gov.legislate--ai-legislation-regulations,2,UGA-gov.legislate-ai-legal-framework|UGA-tech.ai-ai-emerging-technologies-strategy,,,,,,,no AI framework per ministry-ITU assessment; strategy consultation under way,0,
gov.legislate--e-commerce-legislation,,,,,,,,,unplaced: rows hold a sovereignty bill and Wi-Fi enforcement; no electronic-transactions law or cited absence,0,
gov.legislate--access-to-information-legislation,3,UGA-gov.legislate-access-to-information-act-2005,,,,,,,act in force with court rulings; no oversight mechanism established by law on record,0,
gov.protect--national-data-protection-readiness,,,,,,,,,unplaced: mapped rows show awareness campaigns and tax data demands; the act sits under data-protection legislation,0,
gov.regional--shared-regional-infrastructure,2,UGA-gov.regional-eac-cross-border-payment-masterplan|UGA-infra.connect-northern-corridor-regional-satellite,,,,,,,regional payment masterplan and satellite study planned; no shared asset in service on these rows,0,
gov.standards--national-quality-standards,2,UGA-gov.standards-uganda-national-bureau-of-standards,,,,,,,standards body active; no ICT or data standard or quality policy adopted on record,0,
gov.discourse--non-governmental-contribution-to-national-policy,,,,,,,,,unplaced: civil-society UPR submission and a UNESCO project; no consultation on a digital instrument on record,0,
gov.discourse--open-discussion-of-government-policy,2,UGA-gov.legislate-ucc-order-suspending-public|UGA-infra.connect-social-media-ott-restriction,,,,,,,January 2026 shutdown and social media block within the 12 months,0,
infra.connect--satellite-broadband-licensing-and-availability,3,UGA-infra.connect-satellite-service-through-a-domestic-provider,,,,,,,LEO broadband licensed and switched on August 2026; no blanket terminal licensing or published fees,0,
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2,UGA-infra.capacity-ict-cybersecurity-workforce-baseline,,,,,,,skills framework at terms-of-reference stage; no in-house teams on record,0,
infra.cybersec--national-cybersecurity-readiness,2,UGA-infra.cybersec-information-security-framework-2026|UGA-infra.cybersec-computer-emergency-response-team,,,,,,,framework issued and CERT exists; no cyber law or incident-response record on these rows,0,
dpi.exchange--use-of-digital-id-in-other-systems,2,UGA-dpi.id-tax-identification-number-merged,,,,,,,TIN-NIN merge planned; new-card verification at banks and SIM counters failing,0,
dpi.id--robustness-of-system,3,UGA-dpi.id-secure-identification-system|UGA-dpi.id-enhanced-id-card,,,,,,,system issuing with deduplication; no assurance level or audit and QR verification broken,0,
dpi.id--national-maintenance-of-id-and-credentials-systems,3,UGA-geopol.gulf-tahaluf-id-system-contract|UGA-dpi.id-iris-capture-registration-kits,,,,,,,authority operates on a foreign supplier's platform; no exit terms or funding model on record,0,
dpi.id--authentication,3,UGA-dpi.exchange-ugpass,,,,,,,UGPass in service; no usage figure and card QR verification not working,0,
dpi.id--digital-id-from-birth,3,UGA-dpi.registry-birth-registration-drive,,,,,,,numbers issued at birth registration in hospitals; no national coverage figure since 2016,0,
dpi.pay--revenue-collection,3,UGA-dpi.pay-tax-payment-mtn-momo|UGA-dpi.pay-non-tax-revenue-collection|UGA-dpi.govtech-electronic-invoicing,,,,,,,e-payment and e-invoicing in service; no electronic share of revenue published,0,
dpi.pay--cross-border-functionality,2,UGA-dpi.pay-scrypt-stablecoin-settlement-corridor|UGA-dpi.pay-comesa-retail-payments-pilot,,,,,,,one bank on PAPSS; no cross-border framework in force or central bank enrolment on record,0,
dpi.registry--population-register,3,UGA-dpi.registry-alien-registration-alien-identification,,,,,,,register in service from ID enrolment; no vital-event updating on record,0,
dpi.registry--business-register,3,UGA-dpi.registry-ursb-non-individual-register,,,,,,,digital register with unique entity numbers; no public search or beneficial ownership on record,0,
dpi.mis--health,3,UGA-dpi.mis-health-management-information-system|UGA-dpi.mis-laboratory-data-repository,,,,,,,DHIS2 in service; no private-sector coverage or completeness figure,0,
dpi.mis--justice,,,,,,,,,"unplaced: only row is the Human Rights Commission's system, not the courts'; ECCMIS appears in a row mapped elsewhere",0,
dpi.mis--tax,3,UGA-dpi.pay-tax-payment-mtn-momo|UGA-dpi.govtech-electronic-invoicing|UGA-gov.discourse-ura-e-tax2-award,,,,,,,e-payment and e-invoicing in service; no uptake series published,0,
dpi.govtech--e-government-services,2,UGA-dpi.govtech-government-procurement-portal,,,,,,,a few transactional systems named; tens of services not on record,0,
digital.localgov--ict-infrastructure-for-local-government,2,UGA-digital.localgov-nbi-local-government-connectivity|UGA-digital.localgov-subnational-digital-service-systems,,,,,,,district-by-district connections; no programme or coverage count,0,
digital.localgov--digitalisation-of-local-government-records,2,UGA-digital.localgov-electronic-records-management,,,,,,,records system trained at two districts; in-service use not shown by the title-only notice,0,
digital.rural--digitalisation-of-rural-health-clinics,2,UGA-digital.rural-community-health-digitisation|UGA-digital.rural-electronic-medical-records-guidelines,,,,,,,devices to one district's health workers and a 17-district pilot; no facility coverage,0,
digital.rural--digitalisation-of-rural-registry-offices,3,UGA-dpi.id-crvs-national-id-integration,,,,,,,birth-notification module on the authority's own account; no office coverage published,0,
digital.rural--digitalisation-of-rural-police-stations,,,,,,,,,unplaced: computers at district stations but no case-recording system; crime data centre is central,0,
tech.ai--use-of-ai-in-government-administration,,,,,,,,,"unplaced: rows show a non-state language model, an assessment and a draft strategy; no government AI use",0,
tech.ai--use-of-ai-in-sectoral-management-information-systems,,,,,,,,,unplaced: only row is a curriculum directive; the health AI pilot sits in a row mapped to dpi.mis--health,0,
tech.ai--development-of-national-regional-ai-systems,3,UGA-tech.ai-sunflower-language-models,,,,,,,open-source Ugandan language models released; developer's own benchmark,0,
tech.ai--control-of-ai-abuse,2,UGA-tech.ai-election-deepfake-warning,,,,,,,government warning without legal effect; AI and social media policy only announced,0,
tech.innovate--technology-hubs,3,UGA-tech.innovate-fintech-fridays-uganda-edition|UGA-tech.innovate-mbale-ict-hub,,,,,,,hubs in several towns on the ministry's count; no outputs reported or park with tenants,0,
tech.innovate--tech-startup-ecosystem,2,UGA-tech.innovate-uganda-innovator-registry|UGA-tech.innovate-startup-three-year-income,,,,,,,startup bill still being advanced; no law or strategy adopted,0,
include.access--citizen-participation-in-policy,,,,,,,,,unplaced: service charters and strategic plan; no open consultation on record in the rows,0,
include.access--inclusion-of-persons-with-disabilities,,,,,,,,,unplaced: donor-funded hub and training; no law or policy or cited absence on record,0,
data.statistics--national-strategy-for-development-of-statistics,3,UGA-data.statistics-plan-for-national-statistical-development|UGA-data.statistics-ubos-fourth-strategic-plan,,,,,,,fourth plan in force; no costed plan or evaluation reported,0,
data.statistics--censuses-and-surveys,2,UGA-data.statistics-9th-uganda-household-survey,,,,,,,"9th household survey in the field (collectors commissioned 2026-08-04); results not yet published, so the lower stage (CC)",0,
data.statistics--statistics-from-administrative-data,2,UGA-data.statistics-labour-employment-productivity-reporting,,,,,,,administrative labour-data programme launched; no product compiled on record,0,
data.satellite--agricultural-use-of-satellite-data,2,UGA-data.satellite-agricultural-earth-observation,,,,,,,two single-site pilots; no national service,0,
