indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,2,SDN-gov.policy-3x3-plan,,,,,,,"3x3 plan announced by the ministry; no published text, horizon or costed plan held",0,
gov.policy--ict-strategy,,,,,,,,,"strategies expired 2011 and 2020; no successor and no cited statement of absence on record",0,
gov.policy--broadband-strategy,,,,,,,,,"only an ITU reconstruction resolution; no broadband plan or cited absence on record",0,
gov.policy--data-storage-cloud-strategy,3,SDN-gov.policy-data-centre-cloud-regulations,,,,,,,"regulator's data-centre and cloud licensing regulations current; no hosting classification or conformance act on record",0,
gov.policy--data-interoperability-framework-roadmap,,,,,,,,,"only an expired 2016-2020 e-government plan; no framework or cited absence on record",0,
gov.policy--ai-strategy,,,,,,,,,"data and AI authority established; no strategy draft or cited absence on record",0,
gov.policy--data-localisation-policies,,,,,,,,,"licence categories distinguish in-country operators; no localisation rule on record",0,
gov.policy--data-governance-policy,,,,,,,,,"data and AI authority established by decree; no data policy or cited absence on record",0,
gov.policy--open-data-policy,,,,,,,,,"access-to-information law and closed land data only; no open data policy or cited absence",0,
gov.legislate--cybersecurity-legislation,2,SDN-infra.cybersec-draft-law,,,,,,,"draft cybersecurity law under review; no text published",0,
gov.legislate--legislation-covering-digital-id,3,SDN-dpi.registry-civil-registry-act|SDN-gov.legislate-electronic-transactions-act,,,,,,,"Civil Registry Act 2011 founds the registry and national number; no data protection law on record",0,
gov.legislate--digital-payments-legislation,3,SDN-gov.legislate-mobile-payment-regulation-2020|SDN-gov.legislate-ussd-circular-2026,,,,,,,"non-bank licensing and consumer duties in force; no interoperability rule or licences issued on record",0,
gov.legislate--ai-legislation-regulations,,,,,,,,,"cybercrime act in force is not AI-specific; no AI provision or cited absence on record",0,
gov.legislate--statistics-legislation,3,SDN-gov.legislate-statistics-act-2003,,,,,,,"act in force assessed as outdated on a UN Women assessment; primary text not held",0,
gov.legislate--access-to-information-legislation,3,SDN-data.open-right-to-information-law,,,,,,,"law in force; oversight commission never effectively established",0,
gov.protect--data-protection-authority,,,,,,,,,"only a cybersecurity authority; no data protection authority or cited absence on record",0,
gov.protect--national-data-protection-readiness,,,,,,,,,"one system's privacy policy only; no law, bill or cited absence on record",0,
