indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--broadband-strategy,,,,,,,,,"No national broadband plan on record; the mapping system and spectrum fee cut are measures, not a plan",0,
gov.policy--open-data-policy,2,MWI-data.open-national-open-data-portal|MWI-gov.policy-eiti-open-data-policy,,,,,,,"Portal launched and a one-sector policy only; no government-wide open data policy on record",0,
gov.legislate--legislation-covering-digital-id,3,MWI-gov.legislate-national-registration-act-review|MWI-dpi.id-registration-service-fees,,,,,,,"Registration Act with amendment regulations gazetted; grievance and oversight provisions applied in practice not on record",0,
gov.legislate--digital-payments-legislation,2,MWI-gov.legislate-financial-crimes-amendment-2026,,,,,,,"Payment Systems amendment passed by Parliament awaiting assent; principal Act text and non-bank licensing not held",0,
gov.legislate--ai-legislation-regulations,2,MWI-gov.standards-cosoma-ai-rule|MWI-gov.legislate-ai-bill,,,,,,,"AI bill announced with no draft text; copyright body rule reported only; no amended law on record",0,
gov.regional--regional-policy-collaboration,3,MWI-gov.regional-comesa-ai-investment,,,,,,,"Hosted and contributed to a COMESA digitalisation workshop; no regional guideline implemented domestically on record",0,
gov.regional--cross-border-data-transfers,3,MWI-gov.legislate-data-protection-act-2024,,,,,,,"Transfer provisions in the Act; subsidiary instruments in draft and no authority decision on record",0,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,"Consultations on record but nothing held establishes the 12-month shutdown and blocking record either way",0,
infra.store--off-site-backup-capacity,2,MWI-infra.store-national-data-centre|MWI-infra.store-mra-secondary-data-centre,,,,,,,"Revenue authority holds its own backup site; no estate-wide recovery site in service on record",0,
infra.capacity--robustness-of-government-hardware-and-software,2,MWI-dpi.mis-hr-payroll-platform,,,,,,,"Payroll platform replacement at pilot; no inventory or core systems in service on record here",0,
infra.cybersec--national-cybersecurity-readiness,2,MWI-infra.cybersec-mwcert,,,,,,,"CERT housed in the regulator with no establishing instrument or incident record",0,
dpi.id--authentication,2,MWI-dpi.id-nzika-wallet,,,,,,,"Wallet launched after the as-at date; no authentication service in service on listed sources",0,
dpi.id--interoperability-of-birth-registration-and-digital-id,2,MWI-dpi.id-nrb-strategic-plan,,,,,,,"Birth-to-ID linkage planned in the bureau's own plan; no exchange in service on record",0,
dpi.pay--p2p-p2g-and-p2b-functionality,3,MWI-dpi.pay-airtel-money-admarc,,,,,,,"Retail services in service; provider interoperability not on record",0,
dpi.pay--cross-border-functionality,3,MWI-dpi.pay-comesa-retail-payments,,,,,,,"One corridor in service with a rulebook; no corridor volumes or costs published",0,
dpi.pay--consumer-protection,2,MWI-dpi.pay-cftc-eticketing-order,,,,,,,"Regulator orders only; no conduct-of-business rules in force on record",0,
dpi.registry--land-register,3,MWI-dpi.registry-lims,,,,,,,"System in service with some transactions still on paper; no parcel count published",0,
dpi.mis--customs,3,MWI-dpi.exchange-national-single-window,,,,,,,"Single window launched; automation at all posts and risk management not on record",0,
dpi.mis--land,3,MWI-dpi.registry-lims,,,,,,,"Registration in service; valuation and tax linkage not on record",0,
dpi.govtech--e-government-services,2,MWI-dpi.govtech-maneps|MWI-dpi.govtech-passport-issuance-system,,,,,,,"Few transactional services on record; no count of services or single gateway",0,
digital.localgov--digitalisation-of-local-government-records,3,MWI-digital.localgov-cdf-dashboard,,,,,,,"One record type on a national dashboard fed by manual upload; on the ministry's own account",0,
digital.rural--digitalisation-of-rural-registry-offices,,,,,,,,,"No rural registry office digitisation on record; evidence sits in the ID wallet and bureau plan rows",0,
digital.rural--digitalisation-of-rural-police-stations,2,MWI-dpi.mis-crime-management-system,,,,,,,"Crime management system at pilot; no station connected outside headquarters on record",0,
include.access--citizen-participation-in-policy,,,,,,,,,"Constitutional rights and a Parliament-civil society platform; no consultation on a digital instrument in 12 months on record here",0,
include.access--inclusion-of-persons-with-disabilities,2,MWI-include.access-persons-with-disabilities-act|MWI-include.access-national-disability-policy,,,,,,,"Act and policy in force; no information or ICT accessibility requirement on record",0,
data.statistics--censuses-and-surveys,2,MWI-data.statistics-fourth-national-ict-survey,,,,,,,"Fourth ICT survey in the field; no census or regular survey calendar on record",0,
data.statistics--statistics-from-administrative-data,3,MWI-data.statistics-nps-report-series,,,,,,,"Payments report series from administrative data; held through press accounts only",0,
