indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--open-data-policy,2,BDI-gov.policy-acces-information,,,,,,,"draft access-to-information law adopted in Council; no open data policy adopted",0,
gov.legislate--access-to-information-legislation,2,BDI-gov.legislate-ati,,,,,,,"bill on the National Assembly order paper for the August 2026 session; not enacted",0,
gov.regional--regional-policy-collaboration,3,BDI-gov.regional-ona,,,,,,,"EAC One Network Area joined and ratified; AfCFTA roadmap agreed only; no second area implemented",0,
gov.discourse--open-discussion-of-government-policy,2,BDI-gov.discourse-internet-controls|BDI-gov.discourse-igf-afrique-centrale,,,,,,,"controls documented by civil society; no access-to-information law in force",0,
infra.connect--internet-exchange-points,3,BDI-infra.connect-bdixp,,,,,,,"one IXP with nine members and 26 Gbps port capacity on a peering directory; no traffic published",0,
infra.capacity--robustness-of-government-hardware-and-software,2,BDI-infra.capacity-government-estate,,,,,,,"revenue platform live; financial management system still out to tender; no inventory",0,
dpi.id--digital-id-from-birth,,,,,,,,,"digital birth registration in 123 health facilities; unique identifier at birth only planned (BDI-dpi.id-civilreg)",0,
dpi.id--interoperability-of-birth-registration-and-digital-id,2,BDI-dpi.id-crvs-to-digital-id,,,,,,,"link stated as planned and not built",0,
dpi.pay--revenue-collection,3,BDI-dpi.govtech-ekori|BDI-dpi.govtech-telepaiement,,,,,,,"online declaration and payment in service; no customs e-payment or electronic revenue share published",0,
dpi.pay--p2p-p2g-and-p2b-functionality,3,BDI-dpi.pay-burundipay|BDI-dpi.pay-interconnect,,,,,,,"switch live and wallets interoperable; merchant and government payments and agent networks not on record",0,
dpi.pay--cross-border-functionality,2,BDI-dpi.pay-eac,,,,,,,"PAPSS accession with four banks authorised; no corridor volumes or cross-border framework in force on record",0,
dpi.registry--civil-register,2,BDI-dpi.id-civilreg,,,,,,,"digital registry piloted in 13 communes and 123 facilities; not national",0,
dpi.mis--education,,,,,,,,,"only a TVET-centre monitoring tool validated (BDI-dpi.mis-cemcfp); no EMIS on record",0,
dpi.mis--tax,3,BDI-dpi.mis-tax,,,,,,,"e-registration mandatory; uptake across core taxes not published",0,
digital.localgov--ict-infrastructure-for-local-government,2,BDI-digital.localgov-communal-ict,,,,,,,"equipment handed to communal administrations; connectivity of local offices not on record",0,
digital.rural--digitalisation-of-rural-primary-schools,2,BDI-digital.rural-school-capture,,,,,,,"equipment for 39 central schools out to tender; none delivered on record",0,
digital.rural--digitalisation-of-rural-registry-offices,2,BDI-digital.rural-registry-offices,,,,,,,"platform piloted in a first group of communes; not in service beyond the pilot",0,
include.access--citizen-participation-in-policy,2,BDI-include.access-participation,,,,,,,"consultations held; no stated procedure or requirement on record",0,
data.statistics--national-strategy-for-development-of-statistics,3,BDI-data.statistics-snds,,,,,,,"mid-term evaluation reported; costed action plan and funding not on record",0,
data.statistics--censuses-and-surveys,3,BDI-data.statistics-census,,,,,,,"2024 census preliminary results only",0,
data.satellite--agricultural-use-of-satellite-data,2,BDI-data.satellite-agriculture,,,,,,,"mapping producer states agricultural purpose; no crop-monitoring service in operation on record",0,
data.satellite--meteorological-use-of-satellite-data,3,BDI-data.satellite-meteorology,,,,,,,"satellite layers and impact-based forecasting; WIGOS or GBON implementation not on record",0,
