indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,3,COM-gov.policy-strategie-comores-numerique-2028,,,,,,,"Strategie Comores Numerique 2028 adopted with its own costings; no mid-term review or progress report on record",0,
gov.policy--ict-strategy,,,,,,,,,"Only the unadopted digital code on record; no ICT sector policy or cited absence of one",0,
gov.policy--broadband-strategy,,,,,,,,,"Only regulator quality-of-service controls on record; no broadband plan or cited absence of one",0,
gov.policy--data-interoperability-framework-roadmap,,,,,,,,,"Only an exchange platform in procurement; no interoperability framework or roadmap or cited absence on record",0,
gov.policy--ai-strategy,1,COM-gov.policy-national-artificial-intelligence-strategy-or,,,,,,,"searched absence: no adopted or drafted AI strategy; a readiness evaluation is not a strategy in drafting",0,
gov.policy--data-localisation-policies,,,,,,,,,"Data protection law held but no localisation rule or cited absence shown in the rows",0,
gov.policy--data-governance-policy,2,COM-gov.policy-national-data-governance-strategy,,,,,,,"data governance strategy 2027-2031 in preparation; no adoption instrument on record",0,
gov.policy--open-data-policy,,,,,,,,,"Only the 2011 statistics act on record; no open data policy or cited absence",0,
gov.legislate--data-protection-legislation,3,COM-gov.protect-protection-of-personal-data-law,,,,,,,"law 14-029 enacted 2014; the commission it creates is not constituted and no regulations on record",0,
gov.legislate--cybersecurity-legislation,3,COM-gov.legislate-cybersecurity-law,,,,,,,"law 21-012 promulgated 2022; no implementing decree or enforcement act on record",0,
gov.legislate--legislation-covering-digital-id,3,COM-gov.legislate-loi-n-14-023-au-carte-identite-numerique,,,,,,,"law 14-023 in force on the justice ministry index; no regulations or applied provisions on record",0,
gov.legislate--digital-payments-legislation,3,COM-gov.legislate-reglement-monnaie-electronique,,,,,,,"central bank e-money regulation 01/2017 in force; licensing decisions and interoperability rules not on record",0,
gov.legislate--ai-legislation-regulations,2,COM-tech.ai-readiness-evaluation,,,,,,,"regulatory readiness evaluation under way; no AI rule with legal effect on record",0,
gov.legislate--e-commerce-legislation,1,COM-gov.legislate-e-commerce-law|COM-gov.legislate-electronic-signature-instrument,,,,,,,"e-commerce law still to be drafted and e-signature named a legal vacuum by the state's own sources",0,
gov.legislate--statistics-legislation,3,COM-gov.legislate-statistics-act,,,,,,,"law 11-003 in force; Charter principles not shown in the truncated text held",0,
gov.legislate--access-to-information-legislation,1,COM-gov.legislate-access-to-information-law,,,,,,,"UNESCO periodic-review submission: no access-to-information law adopted",0,
