indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,2,LBY-gov.policy-government-digital-transformation-strategy,,,,,,,"approved by the Prime Minister 2025; no text or stated horizon held, so adopted-and-published not on record",0,
gov.policy--ict-strategy,3,LBY-gov.policy-telecomstrategy,,,,,,,"2023-2027 strategy in force; no implementation plan or reporting against it on record",0,
gov.policy--broadband-strategy,3,LBY-gov.policy-digital-agenda,,,,,,,"broadband rollout to 2027 set in the national digital agenda; no funding source on record",0,
gov.policy--data-storage-cloud-strategy,2,LBY-gov.policy-cloudpolicy,,,,,,,"cloud policy under consultation with ESCWA; final text unpublished",0,
gov.policy--data-interoperability-framework-roadmap,2,LBY-gov.standards-lygif,,,,,,,"regional commission roadmap proposed December 2025; no framework adopted",0,
gov.policy--ai-strategy,3,LBY-tech.ai-strategy,,,,,,,"strategy adopted and published; no AI council or funded implementation on record",0,
gov.policy--data-localisation-policies,2,LBY-gov.policy-banking-data-localisation,,,,,,,"banking circular bars all transfer and requires in-country hosting; no data classification instrument on record",0,
gov.policy--data-governance-policy,3,LBY-gov.policy-datagov,,,,,,,"GIA's own account of policies applied as reference framework; adoption instrument not stated",0,
gov.policy--open-data-policy,2,LBY-data.open-opendata,,,,,,,"portal publishing datasets under a draft open-data policy; no adopted policy or licence",0,
gov.legislate--data-protection-legislation,1,LBY-gov.protect-dpa,,,,,,,"none in force per the AI strategy, which targets a law for 2026; no bill on record",0,
gov.legislate--cybersecurity-legislation,2,LBY-gov.legislate-cyberlaw,,,,,,,"law in drafting with a parliamentary committee; nothing enacted",0,
gov.legislate--legislation-covering-digital-id,3,LBY-gov.legislate-national-number-law,,,,,,,"Law 8 of 2014 creates the national number; regulations and data-protection linkage not on record",0,
gov.legislate--digital-payments-legislation,,,,,,,,,"only a decree mandating e-payment for state revenue; no payment-systems law or e-money regulation on these rows",0,
gov.legislate--legislation-enabling-data-interoperability,3,LBY-gov.legislate-decision-130-2018,,,,,,,"Decision 130 of 2018 mandates GIA to interconnect state bodies; no implementing acts or standards",0,
gov.legislate--ai-legislation-regulations,3,LBY-tech.ai-ethicscharter,,,,,,,"AI Ethics Charter formally adopted by the Prime Minister; no enabling AI framework or regulator",0,
gov.legislate--e-commerce-legislation,3,LBY-gov.legislate-e-transactions-2022,,,,,,,"Law 6 of 2022 in force; no trust-service regulations or accredited providers on record",0,
gov.legislate--statistics-legislation,3,LBY-gov.legislate-statistics-law-1963,,,,,,,"Law 16 of 1963 still governs; Charter principles not written into it",0,
gov.legislate--access-to-information-legislation,2,LBY-gov.legislate-information-bill,,,,,,,"cabinet draft with request-and-appeal procedure; unenacted",0,
gov.protect--data-protection-authority,1,LBY-gov.protect-dpa,,,,,,,"no data protection law in force per the AI strategy, so no authority provided for in law",0,
gov.regional--regional-policy-collaboration,2,LBY-gov.regional-itucouncil,,,,,,,"ATU participation and ITU Council candidacy; no contribution to a regional policy process on record",0,
gov.regional--regional-legal-harmonisation,,,,,,,,,"UN and Arab cybercrime conventions signed, not ratified or domesticated; no REC instrument referenced in a bill",0,
gov.regional--shared-regional-infrastructure,3,LBY-infra.connect-medusa,,,,,,,"Medusa consortium cable in service at Misrata; no capacity or usage reported",0,
gov.regional--cross-border-data-transfers,,,,,,,,,"only a sectoral banking ban on transfer; no data protection law or transfer regime on record",0,
gov.standards--national-interoperability-standards,2,LBY-gov.standards-lygif,,,,,,,"framework roadmap proposed; GIA data guide has no interface or schema standard",0,
gov.standards--national-quality-standards,2,LBY-gov.standards-standards-law-1990,,,,,,,"standards centre active under Law 5 of 1990; no ICT or data standards or quality policy on record",0,
gov.standards--adoption-of-international-standards,,,,,,,,,"only an IPv6 transition meeting; ISO membership and adoption of international standards not on record",0,
gov.discourse--non-governmental-contribution-to-national-policy,,,,,,,,,"only a registration platform for an experts forum; no consultation on a digital instrument on record",0,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,"constitutional guarantees only; no record on shutdowns or published policy discussion in the 12 months",0,
finance.budget--sustainable-domestic-financing-of-digital-transformation,,,,,,,,,"zero development spend on the communications authority early 2026; no read budget document of digital lines",0,
infra.connect--national-fibre-backbone,2,LBY-infra.connect-ghat,,,,,,,"one southern fibre link in service; national backbone reach and length not on record",0,
infra.connect--internet-exchange-points,2,LBY-infra.connect-tripoli-ixp,,,,,,,"Tripoli IXP registered with zero peers connected",0,
infra.store--off-site-backup-capacity,,,,,,,,,"backup policy mandates separation; no backup site procured or in service on record",0,
infra.capacity--robustness-of-government-hardware-and-software,,,,,,,,,"only POS terminal estate held; nothing on core government systems",0,
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,,,,,,,,,"only a foreign vendor scoping civil-service systems; no in-house capacity on record",0,
infra.cybersec--national-cybersecurity-readiness,,,,,,,,,"a central bank incident and a cybercrime caseload; no strategy, law or institution on these rows",0,
dpi.exchange--national-data-exchange-system,3,LBY-dpi.exchange-lyndex,,,,,,,"GIA's account of LY-NDEX in service; no connected-entity count, conditions of access or legal basis",0,
dpi.exchange--use-of-digital-id-in-other-systems,2,LBY-dpi.id-lydnid,,,,,,,"biometric tier in eKYC technical trials with the central bank and banks",0,
dpi.exchange--interoperability-of-health-systems,2,LBY-dpi.exchange-health-systems,,,,,,,"diabetes system linked to the national number; no national HIE policy adopted",0,
dpi.exchange--interoperability-of-education-systems,,,,,,,,,"education data system has no link to the civil registry or national number; other exchanges not on record",0,
dpi.exchange--interoperability-of-social-protection-systems,2,LBY-gov.policy-datagov,,,,,,,"Zakat Fund framework plans LY-NDEX integration and ID verification; no exchange in service on record",0,
dpi.id--robustness-of-system,3,LBY-dpi.id-fraud,,,,,,,"national numbers issued and revoked; no assurance levels, audit or biometric deduplication on record",0,
dpi.id--national-maintenance-of-id-and-credentials-systems,3,LBY-dpi.id-civil-registry-authority,,,,,,,"national authority operating the registry; contracts, exit terms and funding model not on record",0,
dpi.id--authentication,2,LBY-dpi.id-lydnid,,,,,,,"LY-DNID biometric tier in technical trials; no authentication service in service",0,
dpi.id--digital-id-from-birth,2,LBY-gov.legislate-national-number-law,,,,,,,"national number mandatory from birth in law; assignment at birth registration in service not on record",0,
dpi.id--interoperability-of-birth-registration-and-digital-id,,,,,,,,,"registry links to other agencies unfinished; no exchange between civil register and ID on these rows",0,
dpi.id--use-by-other-systems,3,LBY-dpi.id-nationalid,,,,,,,"national number gates voting, passports, SIM and banks; tax, social and civil-service registers not on record",0,
dpi.pay--governance-role-of-central-bank,3,LBY-dpi.pay-ewalletsforeign|LBY-dpi.pay-qr,,,,,,,"central bank authorising e-wallets and directing banks by circular; consumer-protection or dispute function not on record",0,
dpi.pay--g2p-functionality,3,LBY-dpi.pay-ratibak,,,,,,,"76% of public salaries paid through Ratibak Lahzi; social transfers and pensions not on record",0,
dpi.pay--revenue-collection,3,LBY-gov.legislate-revenuemandate,,,,,,,"decree requires collecting agencies to accept e-payment; e-filing and electronic share not on record",0,
dpi.pay--b2b-and-b2g-functionality,,,,,,,,,"only the state revenue e-payment mandate; no e-procurement or business payment service on these rows",0,
dpi.pay--p2p-p2g-and-p2b-functionality,3,LBY-dpi.pay-lypay|LBY-dpi.pay-softpos|LBY-dpi.pay-petrol,,,,,,,"instant transfers and merchant acceptance in service; agent networks and government payments not on record",0,
dpi.pay--cross-border-functionality,,,,,,,,,"only foreign Visa card acceptance on local terminals; no retail remittance corridor or framework",0,
dpi.registry--civil-register,3,LBY-dpi.id-intilaqa,,,,,,,"electronic registry data matched across 257 offices, 97% complete; coverage and linkage not published",0,
dpi.registry--address-register,2,LBY-dpi.registry-postal,,,,,,,"postal addressing project phase one under way in Tripoli",0,
dpi.registry--business-register,2,LBY-dpi.registry-uen,,,,,,,"unified economic number adopted by cabinet decision; electronic issuance pilot began after the as-at",0,
dpi.registry--social-protection-register,,,,,,,,,"registry project approved by the Prime Minister 2025; nothing procured, piloted or populated on record",0,
dpi.registry--electoral-register,2,LBY-dpi.id-voterverification,,,,,,,"biometric voter verification piloted in four municipalities",0,
dpi.registry--tax-register,,,,,,,,,"unified tax system launched; register structure and identifiers not on record",0,
dpi.registry--land-register,2,LBY-dpi.registry-real-estate-e-certificate,,,,,,,"e-certificates for prior registrations only; substantive registration suspended since 2011",0,
dpi.mis--health,3,LBY-dpi.mis-dhis2,,,,,,,"DHIS2 generating ministry indicators; primary-care records on paper and no facility count published",0,
dpi.mis--education,3,LBY-dpi.exchange-education-data,,,,,,,"school statistics published for 2025/26; no link to national number for learner identifiers",0,
dpi.mis--social-protection,2,LBY-dpi.mis-social-security-fund,,,,,,,"integrated social insurance system in build-out",0,
dpi.mis--justice,3,LBY-dpi.mis-justice,,,,,,,"prosecution digital case-file system in service; decisions not published online",0,
dpi.mis--tax,,,,,,,,,"unified tax system launched; availability of electronic filing and payment not on record",0,
dpi.mis--land,2,LBY-digital.localgov-municipal-records,,,,,,,"municipal state-property databases under construction; registry suspended since 2011",0,
dpi.govtech--e-government-services,2,LBY-dpi.govtech-exportwindow|LBY-dpi.govtech-wafed-evisa,,,,,,,"a few transactional services on separate portals; tens of services not on record",0,
digital.localgov--ict-infrastructure-for-local-government,2,LBY-digital.localgov-baladiyabot,,,,,,,"donor-funded municipal assistant piloting in one municipality",0,
digital.localgov--digitalisation-of-local-government-records,2,LBY-digital.localgov-municipal-records,,,,,,,"ministry database of municipal councils and council property databases under build",0,
digital.rural--digitalisation-of-rural-health-clinics,,,,,,,,,"sentinel surveillance sites expanded; neither digital reporting nor rural facilities stated",0,
digital.rural--digitalisation-of-rural-primary-schools,,,,,,,,,"schools linked by ministry network; rural school connectivity not stated",0,
digital.rural--digitalisation-of-rural-registry-offices,3,LBY-dpi.id-civil-registry-authority,,,,,,,"electronic data across 257 registry offices; connectivity and share of offices online not published",0,
digital.rural--digitalisation-of-rural-police-stations,2,LBY-digital.rural-police-records,,,,,,,"Tripoli directorate launched station records system; no provincial post named",0,
tech.ai--use-of-ai-in-government-administration,2,LBY-digital.localgov-baladiyabot,,,,,,,"one municipal assistant piloting; no AI system in service in administration",0,
tech.ai--development-of-national-regional-ai-systems,3,LBY-tech.innovate-libigpt,,,,,,,"domestic generative-AI system launched; no compute, datasets or users reported",0,
tech.ai--control-of-ai-abuse,2,LBY-tech.ai-ethicscharter,,,,,,,"ethics charter adopted; no rule with legal effect or designated authority on AI harms",0,
tech.innovate--technology-hubs,3,LBY-tech.innovate-incubators,,,,,,,"university incubator with first competition cohort; no park with tenants or reported outputs",0,
tech.innovate--tech-startup-ecosystem,2,LBY-finance.new-ppp-regulation|LBY-tech.innovate-incubators,,,,,,,"state startup seed fund and competitions; no startup law or strategy",0,
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2,LBY-capacity.training-undpgia,,,,,,,"UNDP-GIA memorandum and a human development report in preparation; no funded research programme on record",0,
include.access--citizen-feedback-portals,2,LBY-include.access-raqib,,,,,,,"Raqib complaints platform launched; no cases or receipts on record",0,
include.access--citizen-participation-in-policy,2,LBY-include.access-structured-dialogue,,,,,,,"UN-convened forum and one draft-law stakeholder meeting; no standing procedure",0,
include.access--inclusion-of-persons-with-disabilities,3,LBY-include.access-disability,,,,,,,"GIA digital accessibility policy made mandatory; no standard or audited implementation on record",0,
include.access--inclusion-of-refugees-and-idps,3,LBY-include.access-refugee-registration,,,,,,,"UNHCR registration on record and e-wallets opened to registered foreigners; national maintenance not shown",0,
data.statistics--national-strategy-for-development-of-statistics,1,LBY-data.statistics-nsds,,,,,,,"2018-2023 strategy expired with no successor published",0,
data.statistics--censuses-and-surveys,3,LBY-data.statistics-census-and-surveys,,,,,,,"MICS 2024-25 published; census unscheduled",0,
data.statistics--statistics-from-administrative-data,3,LBY-data.statistics-vital-statistics-report|LBY-data.statistics-administrative,,,,,,,"vital statistics from civil registration and a procurement analysis; no systematic programme",0,
data.open--use-of-open-data,2,LBY-data.open-opendata,,,,,,,"portal publishing 91 datasets; no open licence, bulk download or interface stated",0,
data.satellite--agricultural-use-of-satellite-data,3,LBY-data.satellite-agriculture,,,,,,,"MerWat geospatial platform in service for water and agriculture; no national scheduled outputs",0,
