indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,,,,,,,,,"unplaced: only the ministry's contribution to the RELANCE national plan is mapped; not a national digital strategy",0,
gov.policy--ict-strategy,3,BFA-gov.policy-snaden-2018-2027,,,,,,,"strategy in force on the ministry's own diagnostic; text and monitoring report not held",0,
gov.policy--data-storage-cloud-strategy,3,BFA-infra.store-prime-ministerial-circular-requiring-nationa|BFA-infra.store-government-cloud|BFA-infra.store-data-repatriation-programme,,,,,,,"hosting circular applied and government cloud in service; no hosting classification for state data on record",0,
gov.policy--data-governance-policy,,,,,,,,,"unplaced: only data protection law and authority rows are mapped; no national data policy and no cited absence",0,
gov.policy--open-data-policy,3,BFA-data.open-national-open-data-portal,,,,,,,"initiative founded by joint ministerial order; no licence and the portal no longer publishes datasets",0,
gov.legislate--data-protection-legislation,3,BFA-gov.protect-data-protection-law-of-2021,,,,,,,"2021 law still operative with decrees never issued; successor voted 2026-08-03 awaiting promulgation",0,
gov.legislate--ai-legislation-regulations,,,,,,,,,"unplaced: dedicated AI regulation only announced in plenary; no gap analysis or guidance or rule on AI",0,
gov.protect--data-protection-authority,3,BFA-gov.protect-data-protection-commission|BFA-finance.budget-data-protection-authority-appropriation,,,,,,,"commission constituted and funded; merger into a new authority voted not promulgated; no enforcement decision",0,
gov.regional--cross-border-data-transfers,2,BFA-gov.protect-data-protection-law-of-2026,,,,,,,"transfer rule in a law voted 2026-08-03 and not promulgated; no mechanism issued",0,
gov.discourse--open-discussion-of-government-policy,2,BFA-gov.discourse-organic-law-on-social-media-regulation|BFA-gov.discourse-broadcasting-regulator,,,,,,,"social-media regulation law operational under a regulator; press-freedom body's account only",0,
infra.connect--national-fibre-backbone,3,BFA-infra.connect-national-telecommunications-backbone-first-p|BFA-infra.connect-national-fibre-network-deployed-length|BFA-infra.connect-fibre-and-video-surveillance-project,,,,,,,"backbone in service with length cited; full regional reach and published open-access terms not on record",0,
infra.store--off-site-backup-capacity,2,BFA-infra.store-government-mini-data-centres,,,,,,,"virtualised government data centres in service; no backup or recovery role stated",0,
infra.cybersec--national-cybersecurity-readiness,2,BFA-infra.cybersec-national-computer-emergency-response-team,,,,,,,"agency created and security law cited; no CERT constituted and no strategy on record",0,
dpi.id--robustness-of-system,2,BFA-dpi.id-regional-biometric-identity-card,,,,,,,"regional card enrolment extended to Arbinda; no issuance total or deduplication on record",0,
dpi.id--national-maintenance-of-id-and-credentials-systems,3,BFA-dpi.id-office-national-identification,,,,,,,"national office maintains the identity database; no exit terms or funding model on record",0,
dpi.id--authentication,,,,,,,,,"unplaced: mapped rows show identity checked by document only; no authentication or e-signature service",0,
dpi.id--use-by-other-systems,,,,,,,,,"unplaced: no public register keyed on the national ID on record; SIM rule and insurance enrolment are not register keying",0,
dpi.pay--g2p-functionality,2,BFA-dpi.exchange-social-register-interoperability-programme,,,,,,,"payments-platform link for social programmes financed; no digital G2P stream in service on record",0,
dpi.pay--revenue-collection,3,BFA-dpi.pay-national-payments-platform|BFA-dpi.pay-certified-electronic-invoice,,,,,,,"electronic payment of state dues and traffic fines in service; no electronic revenue share published",0,
dpi.govtech--e-government-services,3,BFA-dpi.govtech-central-electronic-services-portal|BFA-dpi.govtech-administrative-procedures-live-online,,,,,,,"single gateway with 95 procedures and new sector portals; no shared ID authentication or usage published",0,
digital.localgov--ict-infrastructure-for-local-government,2,BFA-digital.localgov-citizen-service-centres,,,,,,,"pilot centres about 20% built on a contract for twenty; none in service",0,
tech.ai--use-of-ai-in-government-administration,3,BFA-dpi.govtech-automated-traffic-enforcement|BFA-tech.ai-automated-enforcement-detections,,,,,,,"automated plate reading live in the capital from 2026-08-01 on the ministry's count; no inventory or procurement rules",0,
tech.ai--use-of-ai-in-sectoral-management-information-systems,3,BFA-tech.ai-health-information-system-ai,,,,,,,"AI data-quality and outbreak detection in the health system; partner's account",0,
tech.ai--control-of-ai-abuse,,,,,,,,,"unplaced: dedicated AI regulation only announced; no draft law or guideline on AI harms on record",0,
tech.innovate--technology-hubs,3,BFA-tech.innovate-hub-landscape,,,,,,,"hubs active in several cities; no park with tenants or outputs reported",0,
tech.innovate--tech-startup-ecosystem,2,BFA-tech.innovate-sahel-tech-innovation-challenge,,,,,,,"innovation competition run to a first edition in August 2026; no startup law or strategy on record",0,
include.access--citizen-participation-in-policy,2,BFA-gov.discourse-non-state-consultation-on-digital-policy,,,,,,,"AI roadmap validated with non-state actors in June 2026; no standing procedure",0,
