indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--ict-strategy,3,NAM-infra.connect-ministry-strategic-plan-2025-2030,,,,,,,"Policy adopted on launch reporting; no implementation plan or reporting against it on record",0,
gov.policy--data-storage-cloud-strategy,2,NAM-infra.store-public-data-centre,,,,,,,"National data centre still planned in the 2026/27 budget; no hosting policy adopted",0,
gov.policy--ai-strategy,2,NAM-gov.policy-artificial-intelligence-strategy,,,,,,,"Strategy in development under advisory committees; not adopted",0,
gov.policy--data-localisation-policies,2,NAM-gov.policy-cloud-computing-determination,,,,,,,"Residency rule binds banks only; no category-based instrument for state data",0,
gov.policy--data-governance-policy,,,,,,,,,"No national data policy in drafting on record; rows show sectoral statistics instruments and the data protection bill only",0,
gov.policy--open-data-policy,2,NAM-data.open-spatial-data-geoportal,,,,,,,"Agency portals publish data with no government-wide open data policy behind them",0,
gov.legislate--data-protection-legislation,2,NAM-gov.legislate-data-protection-bill|NAM-gov.legislate-data-protection-bill-latest-draft,,,,,,,"Bill drafted and not tabled; no statute in force",0,
gov.legislate--legislation-enabling-data-interoperability,,,,,,,,,"E-transactions and e-signature instruments and a PKI are held; none permits data sharing between public bodies",0,
gov.legislate--ai-legislation-regulations,,,,,,,,,"AI law only announced as following the strategy; no gap analysis or consultation and no cited absence row",0,
gov.protect--national-data-protection-readiness,2,NAM-gov.legislate-data-protection-bill|NAM-gov.legislate-data-protection-bill-latest-draft,,,,,,,"Bill drafted and not tabled; no law or authority",0,
gov.regional--regional-policy-collaboration,,,,,,,,,"Bilateral memoranda with Angola and Botswana only; no regional or continental policy process or membership on record here",0,
gov.regional--regional-legal-harmonisation,,,,,,,,,"Regulators' committee met in Windhoek; no REC model law referenced in a draft or domesticated",0,
gov.regional--cross-border-data-transfers,,,,,,,,,"Malabo ratified but no transfer rules shown in a bill or law",0,
gov.standards--adoption-of-international-standards,,,,,,,,,"ISO 20022 payments migration and a PKI held; no ISO membership or national adoption of standards on record",0,
gov.discourse--open-discussion-of-government-policy,3,NAM-gov.discourse-cybercrime-bill-regional-consultations|NAM-gov.discourse-published-draft-consultation-record-data,,,,,,,"Access to Information Act not commenced; no proactive disclosure regime in force",0,
infra.connect--satellite-broadband-licensing-and-availability,,,,,,,,,"Starlink refused but a LEO service launched in June 2026 (international bandwidth row); no absence and no licensing record here",0,
infra.store--off-site-backup-capacity,,,,,,,,,"Commercial backup service and a planned national data centre only; no government backup arrangement or cited absence",0,
infra.cybersec--national-cybersecurity-readiness,2,NAM-infra.cybersec-computer-security-incident-response-team|NAM-infra.cybersec-cybersecurity-landscape-report-2025,,,,,,,"CSIRT operating but no cybersecurity law or adopted strategy in force",0,
dpi.exchange--use-of-digital-id-in-other-systems,3,NAM-dpi.exchange-civil-registration-social-protection-integration|NAM-dpi.registry-integrated-beneficiary-registry,,,,,,,"Register used by social protection; no verification service offered across sectors",0,
dpi.exchange--interoperability-of-education-systems,2,NAM-dpi.exchange-education-assessment-integration,,,,,,,"Examination-EMIS interface designed; no live exchange stated",0,
dpi.id--robustness-of-system,3,NAM-dpi.id-randomly-generated-identity-number|NAM-dpi.id-electronic-identity-card,,,,,,,"Unique number in service; no published assurance level or audit and the e-card not yet issued",0,
dpi.id--national-maintenance-of-id-and-credentials-systems,,,,,,,,,"Fee schedule and driving-licence biometrics held; nothing on who builds or maintains the ID platform",0,
dpi.id--authentication,2,NAM-dpi.id-electronic-identity-pilot,,,,,,,"E-ID authentication piloted; card not issued at the as-at",0,
dpi.id--interoperability-of-birth-registration-and-digital-id,3,NAM-dpi.id-unique-identity-number-at-birth,,,,,,,"Births feed the ID number; no two-way exchange with reconciliation reported",0,
dpi.pay--g2p-functionality,3,NAM-dpi.pay-instant-payment-government-to-person,,,,,,,"One grant category paid through one bank; no beneficiary counts across streams",0,
dpi.pay--p2p-p2g-and-p2b-functionality,3,NAM-dpi.pay-instant-payment-solution,,,,,,,"Interoperability a design property only; no volumes or agent networks reported",0,
dpi.pay--cross-border-functionality,2,NAM-dpi.pay-regional-instant-cross-border-scheme,,,,,,,"Regional scheme gateway agreed and phased; no corridor in service under a framework",0,
dpi.govtech--e-government-services,2,NAM-dpi.govtech-natis-computerised-licence-testing,,,,,,,"Transactional service at one of 43 centres; no portal of tens of services on record",0,
digital.localgov--ict-infrastructure-for-local-government,2,NAM-digital.localgov-windhoek-people-centred-smart-city,,,,,,,"One city strategy adopted with no financing or timetable",0,
digital.localgov--digitalisation-of-local-government-records,3,NAM-digital.localgov-municipal-digital-job-card,,,,,,,"Digital records in four town councils only",0,
digital.rural--digitalisation-of-rural-primary-schools,3,NAM-include.divides-schools-health-facilities-without-adequate,,,,,,,"Some schools connected; national shares below DES 2027 figures",0,
tech.ai--use-of-ai-in-sectoral-management-information-systems,,,,,,,,,"The one sectoral AI contract was cancelled by cabinet in August before operating; no cited absence",0,
tech.ai--development-of-national-regional-ai-systems,2,NAM-gov.regional-pan-african-language-artificial-intelligence,,,,,,,"Language AI and voice repository in development; nothing in service",0,
tech.ai--control-of-ai-abuse,,,,,,,,,"Ministerial warnings on deepfakes only; no guideline or draft authority and no cited absence",0,
include.access--citizen-feedback-portals,3,NAM-include.access-ombudsman-complaint-intake,,,,,,,"Ombudsman digital intake in service; no outcomes published",0,
include.access--citizen-participation-in-policy,,,,,,,,,"E-ID awareness campaigns are outreach not consultation; no consultation record here",0,
data.statistics--statistics-from-administrative-data,,,,,,,,,"PPI system change is survey-based; no product compiled from administrative registers on record",0,
data.open--use-of-open-data,2,NAM-data.statistics-microdata-catalogue-data-portals,,,,,,,"Statistics agency portals and catalogue state access terms; no open licence or reuse on record",0,
data.satellite--agricultural-use-of-satellite-data,,,,,,,,,"Ground station receives remote-sensing data; no agricultural use and no cited absence here",0,
data.satellite--meteorological-use-of-satellite-data,3,NAM-data.satellite-satellite-precipitation-product,,,,,,,"Satellite precipitation used in hydrological bulletins; no WIGOS or early-warning record",0,
