indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,,,,,,,,,"Digitalisation ordinance and a council operating method only; no strategy document in drafting or adopted on record, and no cited absence",0,
gov.policy--ict-strategy,,,,,,,,,Regulator's sharing opinion applies sector policy; no ICT strategy drafted or adopted and no cited absence,0,
gov.policy--broadband-strategy,,,,,,,,,Satellite seminar recommends an integrated strategy; no broadband plan in drafting and no cited absence,0,
gov.policy--data-storage-cloud-strategy,2,GAB-infra.store-nkok-national-data-centre-st|GAB-gov.policy-ordonnance-0006-digitalisation,,,,,,,National data centre in service with no hosting or cloud policy; the ordinance supplies none,0,
gov.policy--data-interoperability-framework-roadmap,2,GAB-gov.policy-interoperability-roadmap,,,,,,,Common framework financed in the World Bank appraisal and still to be built; no adopted framework,0,
gov.policy--ai-strategy,2,GAB-gov.policy-ai-strategy-not-adopted,,,,,,,UNESCO workshop set bases and a timetable; no strategy adopted,0,
gov.policy--data-localisation-policies,3,GAB-gov.policy-data-residency-rule,,,,,,,Loi 027/2023 localises confidential or sensitive data; no application or enforcement act on record,0,
gov.policy--data-governance-policy,,,,,,,,,Draft decrees on ministry IS directorates only; no data policy in drafting and no cited absence,0,
gov.policy--open-data-policy,,,,,,,,,Ordinance defines open government but no policy or portal issued; no cited absence,0,
gov.legislate--data-protection-legislation,3,GAB-gov.protect-loi-n-025-2023-on,,,,,,,Loi 025/2023 in force from publication; regulations and an enforcement act not on these rows,0,
gov.legislate--cybersecurity-legislation,3,GAB-gov.legislate-loi-n-027-2023-on,,,,,,,Loi 027/2023 in force; regulations and prosecutions or incident response not on record,0,
gov.legislate--legislation-covering-digital-id,2,GAB-gov.legislate-legal-framework-for-the-national,,,,,,,Two laws named for the ID framework with no adoption or gazette date,0,
gov.legislate--digital-payments-legislation,3,GAB-dpi.pay-national-platform-for-the-payment|GAB-gov.legislate-finance-law-2026-digital-measures,,,,,,,Ordonnance 0002/PR/2026 enacted and ratification pending; text not held so licensing and interoperability rules unverified,0,
gov.legislate--legislation-enabling-data-interoperability,3,GAB-gov.legislate-ordonnance-n-0006-pr-2025,,,,,,,Ordonnance 0006/PR/2025 makes interconnection compulsory; no implementing acts or custodian,0,
gov.legislate--ai-legislation-regulations,,,,,,,,,Information session on supervisory network only; no gap analysis or consultation on AI regulation and no cited absence,0,
gov.legislate--e-commerce-legislation,3,GAB-gov.legislate-loi-025-2021-transactions,,,,,,,Loi 025/2021 in force; trust-service regulations and accreditation acts not on record,0,
gov.legislate--statistics-legislation,3,GAB-data.statistics-national-statistical-office-output,,,,,,,Loi 15/2014 as amended in force with institute statutes; Charter principles in the act not shown,0,
gov.legislate--access-to-information-legislation,1,GAB-gov.legislate-access-to-information-position,,,,,,,UNESCO UPR contribution records no access-to-information law; constitutional right only,0,
gov.protect--data-protection-authority,3,GAB-gov.protect-autorite-de-protection-des-donnees,,,,,,,"Authority acting on press accounts; no enforcement decision, budget or register published",0,
gov.protect--national-data-protection-readiness,3,GAB-gov.protect-biometric-prohibition-and-its-derogation,,,,,,,Law in force; Guidelines practices not on record,0,
gov.regional--regional-policy-collaboration,2,GAB-gov.regional-cemac-financial-inclusion-strategy|GAB-gov.regional-candidacy-for-international-telecommunication-union,,,,,,,CEMAC and ministers' council membership; no national contribution to a regional process on record,0,
gov.regional--shared-regional-infrastructure,2,GAB-infra.connect-gabon-equatorial-guinea-digital-accords,,,,,,,Fibre and roaming accords with Equatorial Guinea signed; commencement not on this row,0,
gov.standards--national-interoperability-standards,,,,,,,,,Ordinance requires interoperability but names no standard; no catalogue in drafting and no cited absence,0,
gov.standards--adoption-of-international-standards,,,,,,,,,Transposed steel standards made mandatory; ISO membership and ICT standards not on record,0,
gov.discourse--non-governmental-contribution-to-national-policy,2,GAB-gov.discourse-pncd-consultation,,,,,,,Ad hoc public consultation on the national development plan; not a digital-specific instrument,0,
gov.discourse--open-discussion-of-government-policy,2,GAB-gov.discourse-haute-autorite-de-la-communication,,,,,,,Social media suspended by the media regulator since February 2026; contested openly by civil society,0,
finance.budget--sustainable-domestic-financing-of-digital-transformation,2,GAB-finance.budget-ministry-of-digital-economy-annual,,,,,,,2026 ministry budget presented not enacted; 2025 figure minister-stated only,0,
infra.connect--national-fibre-backbone,3,GAB-infra.connect-fibre-optic-backbone-deployed,,,,,,,2000 km ministry-stated; provincial reach and open-access terms not on record,0,
infra.connect--international-internet-bandwidth,3,GAB-infra.connect-international-bandwidth,2,routes,2025,2025-11-14-spin-gabon-guinee-equatoriale-interconnexion-dorsales,,,ACE plus a terrestrial link to Equatorial Guinea from November 2025; May 2026 cable fault degraded service nationally,0,
infra.connect--internet-exchange-points,3,GAB-infra.connect-gabix-gabon-internet-exchange-point,,,,,,,GABIX relaunched with two operators and 250 Mbps local traffic; growth over 12 months not shown,0,
infra.connect--satellite-broadband-licensing-and-availability,1,GAB-infra.connect-arcep-prohibition-on-starlink-sale,,,,,,,Regulator's communique prohibits Starlink sale and use; no licence granted,0,
infra.energy--rural-electrification,3,GAB-infra.energy-rural-electrification,53.6,% of rural population,2021,2026-01-01-gabon-pacte-national-energie-mission-300,Rural access at 61 per cent,2030-12-31,DHS 2019-2021 estimate cited in the national energy compact,0,
infra.store--off-site-backup-capacity,,,,,,,,,Tier III facilities in service or building; none stated as a government backup or recovery site,0,
infra.capacity--robustness-of-government-hardware-and-software,,,,,,,,,One health-fund IS audit with findings unpublished; core systems' state not on record,0,
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2,GAB-infra.capacity-state-systems-capacity,,,,,,,World Bank diagnostic finds limited in-house capacity; training workshops run,0,
infra.cybersec--national-cybersecurity-readiness,2,GAB-infra.cybersec-national-cybersecurity-strategy|GAB-infra.cybersec-aninf-mitre-national-cybersecurity-architecture,,,,,,,No strategy published; national architecture in design and no CERT on record,0,
dpi.exchange--national-data-exchange-system,2,GAB-dpi.exchange-government-interoperability-platform,,,,,,,Interconnection compulsory by ordinance; platform financed but none running,0,
dpi.exchange--use-of-digital-id-in-other-systems,3,GAB-dpi.id-nip-in-the-electoral-system,,,,,,,Electoral roll identifies electors by the NIP; no verification service for others,0,
dpi.exchange--interoperability-of-health-systems,,,,,,,,,DHIS2 tracker is a feed into one system; no HIE policy or cross-system exchange on these rows,0,
dpi.exchange--interoperability-of-education-systems,2,GAB-dpi.exchange-education-identifiers,,,,,,,Learner identifier in law and assigned; no exchange between education systems in service on record,0,
dpi.exchange--interoperability-of-social-protection-systems,2,GAB-dpi.exchange-social-protection-interconnection|GAB-dpi.exchange-declaration-unique-des-salaires,,,,,,,Interconnection programmed by task force; single payroll declaration at launch of work,0,
dpi.id--robustness-of-system,3,GAB-dpi.id-disputed-identity-card-files,,,,,,,Card system enrolling with 23 per cent of files disputed; no assurance level or audit,0,
dpi.id--national-maintenance-of-id-and-credentials-systems,3,GAB-dpi.id-identity-card-contract-award,,,,,,,DGDI issues in-house on IN Groupe's platform; no exit terms or funding model on record,0,
dpi.id--authentication,,,,,,,,,Scanner-readable licence code and roll lookup only; no authentication service on record,0,
dpi.id--digital-id-from-birth,,,,,,,,,Loi 008/2022 provides a digital civil registry but no identifier at birth; no cited absence,0,
dpi.id--interoperability-of-birth-registration-and-digital-id,2,GAB-dpi.id-identity-architecture,,,,,,,Linkage planned in the World Bank project design; no exchange in service,0,
dpi.id--use-by-other-systems,3,GAB-dpi.id-nip-in-the-electoral-system|GAB-dpi.id-electoral-roll-verification-platform,,,,,,,Electoral roll keyed on the NIP; tax and social registers not yet,0,
dpi.pay--governance-role-of-central-bank,3,GAB-dpi.exchange-cemac-interoperable-qr-code-standard,,,,,,,Regional QR standard via the regional switch; published oversight and consumer function not on record,0,
dpi.pay--g2p-functionality,3,GAB-dpi.pay-public-salary-and-benefit-disbursement,,,,,,,Salaries by transfer since 2014 and social-security benefits cashless; social transfers not shown,0,
dpi.pay--revenue-collection,3,GAB-dpi.pay-digitax-gabon-revenue-platform|GAB-dpi.pay-e-tax-declaration-and-payment,,,,,,,Tax authority puts 80 per cent of tax revenue through Digitax; customs e-payment not on record,0,
dpi.pay--b2b-and-b2g-functionality,3,GAB-gov.legislate-finance-law-2026-digital-measures|GAB-dpi.mis-digitax,,,,,,,Electronic tax payment mandated for large and medium firms; no e-procurement on record,0,
dpi.pay--p2p-p2g-and-p2b-functionality,3,GAB-dpi.pay-madigipaie|GAB-dpi.pay-gimacpay,,,,,,,Interoperable via GIMACPAY with QR merchant payments; agent networks not reported,0,
dpi.pay--cross-border-functionality,2,GAB-dpi.exchange-central-bank-accession-to-the,,,,,Member-state banks connected to PAPSS,2026-12-31,BEAC accession to PAPSS announced; integration not started,0,
dpi.pay--consumer-protection,2,GAB-dpi.pay-national-platform-for-the-payment,,,,,,,Ordinance text not held; the dimensions it covers are unverified,0,
dpi.registry--population-register,2,GAB-dpi.id-registre-biometrique-des-personnes-physiques,,,,,,,Biometric register at implementation workshop; no build or pilot,0,
dpi.registry--civil-register,2,GAB-dpi.registry-iboga-biometric-civil-registry,,,,,,,IBOGA operating; national digital birth registration not shown,0,
dpi.registry--business-register,,,,,,,,,State-participations file only; no business register on record,0,
dpi.registry--social-protection-register,2,GAB-include.access-registre-social-unifie-du-gabon,,,,,,,Unified social registry at first deliverable; no coverage published,0,
dpi.registry--electoral-register,3,GAB-dpi.id-electoral-roll-verification-platform,,,,,,,Public roll lookup live for the 2025 cycle; no audit on record,0,
dpi.registry--tax-register,2,GAB-dpi.registry-taxpayer-immatriculation|GAB-dpi.mis-digitax,,,,,,,Computerised register with online registration; integrity not assessed and no taxpayer count,0,
dpi.registry--land-register,2,GAB-dpi.registry-cadastre-digitalisation-under-the-land,,,,,,,Cadastre digitalisation in development; no digital register in service,0,
dpi.mis--health,3,GAB-dpi.mis-dhis2-national-health-platform,,,,,,,DHIS2 launched nationally on the implementing partner's account; eGabon SIS still at 13 pilots,0,
dpi.mis--education,2,GAB-dpi.mis-systeme-d-information-et-de,,,,,,,SIGE operating in 148 connected schools; no published annual census,0,
dpi.mis--social-protection,3,GAB-dpi.mis-social-assistance-register,,,,,,,Health fund's GEF register drives transfers; not linked to payments or the ID,0,
dpi.mis--justice,,,,,,,,,Custody register model only; no case-management system on record,0,
dpi.mis--tax,3,GAB-dpi.mis-digitax|GAB-dpi.pay-e-tax-declaration-and-payment,,,,,,,"E-filing and payment for all taxes, online-only for some segments; rising uptake not published",0,
dpi.mis--customs,3,GAB-dpi.mis-sydonia-world,,,,,,,SYDONIA World with e-DIEBS; no single window on record,0,
dpi.mis--land,2,GAB-dpi.mis-cadastre-and-land-titling,,,,,,,Application deployed and roadmap agreed; no land information system in service,0,
dpi.govtech--e-government-services,2,GAB-dpi.govtech-systeme-integre-de-gestion-des,,,,,,,Public finance system live; Gabon Connect gateway presented only,0,
digital.localgov--ict-infrastructure-for-local-government,,,,,,,,,One provincial office of the national agency; nothing delivered to local governments,0,
digital.localgov--digitalisation-of-local-government-records,3,GAB-digital.localgov-libreville-municipal-revenue-digitalisation-system,,,,,,,Libreville revenue system on the mayor's statement; no coverage figure,0,
digital.rural--digitalisation-of-rural-health-clinics,2,GAB-digital.rural-rural-health-digital-capture,,,,,,,Remote-ultrasound kits in four pilot rural departments with midwives trained,0,
digital.rural--digitalisation-of-rural-registry-offices,2,GAB-digital.rural-rural-registry-quality,,,,,,,Provincial administration network brought into service; no digital registration in rural offices,0,
digital.rural--digitalisation-of-rural-police-stations,2,GAB-digital.rural-police-record-systems,,,,,,,Two sectoral systems and one connected provincial station; no recording system in stations shown,0,
tech.ai--use-of-ai-in-sectoral-management-information-systems,1,GAB-tech.ai-public-administration-adoption,,,,,,,UNESCO readiness assessment finds no significant AI adoption in public administration,0,
tech.ai--development-of-national-regional-ai-systems,,,,,,,,,Morocco expertise protocol only; no local AI build or compute plan named,0,
tech.ai--control-of-ai-abuse,3,GAB-gov.legislate-ordonnance-of-8-april-2026,,,,,Platform compliance deadline under Ordonnance 0011/PR/2026,2027-04-08,Ordinance requires filtering harmful AI content to minors; no enforcement on record,0,
tech.innovate--technology-hubs,,,,,,,,,Start-up hosting memorandum only; no hub or park on record,0,
tech.innovate--tech-startup-ecosystem,2,GAB-tech.innovate-kimba-connect|GAB-tech.innovate-start-up-and-digital-enterprise,,,,,,,Kimba Connect competition opened; start-up act named as forthcoming only,0,
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2,GAB-capacity.research-research-institutions-in-policy,,,,,,,University day of reflection on AI; no funded research programme,0,
include.access--citizen-feedback-portals,2,GAB-include.access-citizen-reception-and-complaints,,,,,,,Regulator short code and app for consumer complaints; no cases on record,0,
include.access--citizen-participation-in-policy,2,GAB-gov.discourse-pncd-consultation,,,,,,,One open consultation on the development plan; participation commission at draft ordinance,0,
data.statistics--national-strategy-for-development-of-statistics,,,,,,,,,Closed World Bank statistics project only; no NSDS or cited absence on record,0,
data.statistics--censuses-and-surveys,2,GAB-data.statistics-second-census-of-economically-weak,,,,,,,Targeted census planned with fieldwork from September 2026; no enumeration by the as-at,0,
data.satellite--agricultural-use-of-satellite-data,3,GAB-data.satellite-ageos,,,,,,,AGEOS land-use monitoring of forest cover under mining; no crop monitoring on record,0,
data.satellite--meteorological-use-of-satellite-data,,,,,,,,,Decree mandates a satellite meteorology service; no data stream or product on record,0,
