indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,,,,,,,,,"Only a full-digitisation decree on record; no national digital strategy adopted or in drafting is held",0,
gov.policy--ict-strategy,3,SSD-gov.policy-ict-policy-2012,,,,,,,"National ICT Policy 2012 in force; no implementation plan or reporting against it on record",0,
gov.policy--broadband-strategy,,,,,,,,,"Only a spectrum and 5G strategy in development is held; no broadband plan in drafting or adopted on record",0,
gov.policy--data-storage-cloud-strategy,2,SSD-infra.store-cloud-guidelines,,,,,,,"Government hosting and cloud guidelines planned under the regional project; none published",0,
gov.policy--data-interoperability-framework-roadmap,2,SSD-gov.policy-gea,,,,,,,"Enterprise architecture consultancy tendered May 2026; no framework adopted",0,
gov.policy--ai-strategy,,,,,,,,,"No national strategy stated but not as a cited absence; only the EAC regional AI declaration on record",0,
gov.policy--data-localisation-policies,1,SSD-gov.policy-data-localisation,,,,,,,"On the regulator's stated position: no localisation rule and none sought",0,
gov.policy--data-governance-policy,2,SSD-gov.policy-data-governance-strategy,,,,,,,"Consultancy to design the strategy tendered June 2026; no policy adopted",0,
gov.policy--open-data-policy,2,SSD-data.open-open-data,,,,,,,"Statistics bureau portal publishes datasets with no open data policy or licence behind it",0,
gov.legislate--data-protection-legislation,2,SSD-gov.protect-dp-bill,,,,,,,"Policy bill drafted October 2025; no bill before the Assembly and no statute",0,
gov.legislate--cybersecurity-legislation,3,SSD-gov.legislate-cybercrime-act,,,,,,,"Act signed February 2026 with text withheld; no regulations or institution under it on record",0,
gov.legislate--legislation-covering-digital-id,3,SSD-gov.legislate-nationality-act-2011|SSD-gov.legislate-civil-registry-act-2018|SSD-gov.legislate-id-regulations-2024,,,,,,,"Acts and 2024 regulations in force; no data-protection law and implementation extremely limited per World Bank",0,
gov.legislate--legislation-enabling-data-interoperability,,,,,,,,,"Only an ICT Authority with unreconciled statutory basis on record; no data-sharing instrument held",0,
gov.legislate--ai-legislation-regulations,,,,,,,,,"Only the cybercrime act mapped; it does not address AI or automated decisions on record",0,
gov.legislate--e-commerce-legislation,,,,,,,,,"Only an unpublished e-commerce strategy on record; no e-transactions law or bill held",0,
gov.legislate--statistics-legislation,3,SSD-gov.legislate-nbs-act-2024,,,,,,,"NBS Act 2024 in force on the bureau's own account; text not held so Charter principles unverified",0,
gov.legislate--access-to-information-legislation,,,,,,,,,"Only the Official Gazette row mapped; no access-to-information law on record in this section",0,
gov.protect--data-protection-authority,2,SSD-gov.protect-nca-data-privacy-mandate,,,,,,,"Communications regulator carries the data-privacy mandate; no statutory authority",0,
gov.protect--national-data-protection-readiness,2,SSD-gov.protect-dp-bill|SSD-gov.protect-nca-data-privacy-mandate,,,,,,,"Data Protection Bill 2025 v1.0 validated at workshop; no law or authority",0,
gov.regional--regional-legal-harmonisation,,,,,,,,,"Only a Smart Africa declaration of trust on record; no REC model law referenced or domesticated",0,
gov.regional--shared-regional-infrastructure,2,SSD-gov.regional-kenya-connectivity-mou,,,,,,,"Kenya cross-border connectivity memorandum signed; no shared asset in service on record",0,
gov.regional--cross-border-data-transfers,,,,,,,,,"Only regional payments and IGAD cooperation meetings on record; no transfer rule or draft held",0,
gov.standards--national-interoperability-standards,,,,,,,,,"Only a regulator's e-service integration circular and a planned registry link; no standards catalogue on record",0,
gov.standards--national-quality-standards,2,SSD-gov.standards-ssnbs,,,,,,,"Bureau of Standards active; no ICT or data quality standards or quality policy adopted on record",0,
gov.standards--adoption-of-international-standards,,,,,,,,,"Type-approval regulations and a CAP commitment on record; ISO membership status not held",0,
gov.discourse--non-governmental-contribution-to-national-policy,2,SSD-gov.discourse-ssigf,,,,,,,"National IGF and a civil-society bill validation on record; no published consultation responses",0,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,"Only restriction mapped is the January 2025 social media block; outside the 12-month window",0,
finance.budget--sustainable-domestic-financing-of-digital-transformation,4,SSD-finance.budget-usaf,,,,,,,"USAF constituted by the 2012 Act; no amount or execution disclosed and no digital budget line",0,
infra.connect--internet-usage,1,SSD-include.access-penetration,15.7,% of population,2025,2025-07-03-nca-internet-growth-figures-eyeradio,,,"On the regulator's own user figure; ITU modelled estimate is 6.7%",0,
infra.connect--national-fibre-backbone,2,SSD-infra.connect-bayobab-backbone|SSD-infra.connect-state-backbone,,,,,,,"Bayobab build in execution and state programme in development; no backbone in service on record",0,
