indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,3,ZAF-dpi.govtech-roadmap,,,,,,,"Cabinet-approved roadmap in force; no costed plan, budget lines or M&E report against it on record",0,
gov.policy--broadband-strategy,,,,,,,,,"Only the IMT spectrum roadmap under consultation; no national broadband plan in these rows",0,
gov.policy--data-storage-cloud-strategy,3,ZAF-gov.protect-data-cloud-policy,,,,,,,"Policy gazetted 2024; no hosting classification, designated government cloud or migration act on record",0,
gov.policy--data-interoperability-framework-roadmap,2,ZAF-dpi.exchange-mzansixchange,,,,,,,"Interoperability standards a deliverable of the MzansiXchange pilot; no adopted framework",0,
gov.policy--ai-strategy,2,ZAF-gov.policy-ai-policy,,,,,,,"Draft policy gazetted for comment then withdrawn in April 2026; redraft under way",0,
gov.policy--data-localisation-policies,2,ZAF-gov.protect-data-cloud-policy,,,,,,,"Data and Cloud Policy in force asserts sovereignty; categorisation of localised data not shown in the rows",0,
gov.policy--data-governance-policy,3,ZAF-gov.protect-data-cloud-policy,,,,,,,"National policy gazetted; no data governance owner or implementing instruments on record",0,
gov.policy--open-data-policy,,,,,,,,,"Only a research open-science policy on record; no government open data policy",0,
gov.legislate--data-protection-legislation,3,ZAF-gov.protect-popia-health-information-regulations,,,,,,,"POPIA in force with health regulations; enforcement sits under the authority indicator, not these rows",0,
gov.legislate--cybersecurity-legislation,3,ZAF-gov.legislate-cybercrimes-act-in-force,,,,,,,"Cybercrimes Act in force, held as an excerpt; regulations, institutions and prosecutions not on record",0,
gov.legislate--legislation-covering-digital-id,3,ZAF-dpi.id-draft-regulations,,,,,,,"Identification Regulations in force and being amended; NIR Bill before Parliament; data-protection linkage contested",0,
gov.legislate--legislation-enabling-data-interoperability,2,ZAF-dpi.exchange-mzansixchange,,,,,,,"Draft data-exchange legislation a pilot deliverable; PAMA sets common norms but no data-sharing duty is stated",0,
gov.legislate--ai-legislation-regulations,,,,,,,,,"Not-held row covers state automated decisions only; SAHPRA AI device rules sit under control of AI abuse",0,
gov.legislate--e-commerce-legislation,3,ZAF-gov.legislate-ecta,,,,,,,"ECTA in force since 2002, held as an excerpt; trust-service accreditation and online consumer enforcement not on record",0,
gov.legislate--statistics-legislation,3,ZAF-gov.legislate-statistics-act,,,,,,,"Act and 2024 amendment in force; independence, coordination and confidentiality provisions not described in the rows",0,
gov.legislate--access-to-information-legislation,3,ZAF-gov.legislate-popia-enforcement-notices,,,,,,,"PAIA enforcement shown by one source only; procedures and proactive-disclosure duties not on record",0,
gov.protect--data-protection-authority,3,ZAF-gov.legislate-popia-enforcement-notices|ZAF-gov.protect-breach-portal,,,,,,,"Regulator issuing enforcement notices; statutory independence and budget funding not on record",0,
gov.protect--national-data-protection-readiness,3,ZAF-gov.legislate-breach-notification-rate,,,,,,,"Breach notification in use on the regulator's figures; other Guidelines practices and Malabo ratification not on record",0,
gov.regional--shared-regional-infrastructure,,,,,,,,,"Only SADC payment settlement on record here; no regional ICT asset in these rows",0,
gov.standards--national-interoperability-standards,3,ZAF-dpi.govtech-minimum-interoperability-standards-and,,,,,,,"MIOS revision 6 issued by the state IT agency; mandate and conformance testing not on record",0,
gov.standards--national-quality-standards,3,ZAF-gov.standards-digital-public-services-standard|ZAF-gov.standards-sabs-biometric-standards,,,,,,,"Digital Public Services Standard in force; no accredited certification of government ICT on record",0,
gov.standards--adoption-of-international-standards,,,,,,,,,"Only an ITU-aligned frequency plan; ISO membership and adopted ICT standards not in these rows",0,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,"Only a draft electoral disinformation code; nothing on shutdowns or free policy discussion in these rows",0,
finance.budget--sustainable-domestic-financing-of-digital-transformation,3,ZAF-include.access-dcdt-expenditure,,,,,,,"Digital ministry vote executed at 97 per cent in FY2025/26; no dedicated fund or levy in these rows",0,
finance.sustain--financial-sustainability-of-digital-systems,4,,,,,,,,"Figure in top band but no multi-year domestic financing or audited outturn on record; stage 5 condition unmet",0,
infra.connect--international-internet-bandwidth,4,ZAF-infra.connect-2africa-west|ZAF-infra.connect-equiano-cable|ZAF-infra.connect-seacom-cable,3,routes,2025,2025-12-04-bayobab-2africa-west-open-for-business,,,"Three cables named in service, a floor; separate landing stations; no bandwidth-per-user figure",0,
infra.connect--national-fibre-backbone,2,ZAF-infra.connect-sa-connect-phase-2,,,,,,,"About 1180 km of SA Connect fibre; national backbone reach and open-access terms not on record",0,
infra.connect--satellite-broadband-licensing-and-availability,3,ZAF-infra.connect-satellite-market-entry-via-section-13,,,,,,,"LEO entry through a licensed distributor; LEO framework and fee rules still in drafting",0,
infra.store--off-site-backup-capacity,2,ZAF-infra.store-dbsa-draas,,,,,,,"One development bank inviting a managed recovery service; no government recovery site on record",0,
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,3,ZAF-include.access-sita-performance|ZAF-infra.store-government-public-cloud,,,,,,,"State IT agency serves departments amid leadership gaps; no systematic capacity programme on record",0,
infra.cybersec--national-cybersecurity-readiness,,,,,,,,,"Only a 2024 CSIR survey here; the Cybercrimes Act sits under cybersecurity legislation",0,
dpi.exchange--national-data-exchange-system,2,ZAF-dpi.exchange-mzansixchange,,,,,,,"X-Road pilot with four agencies running to September 2026; not in service",0,
dpi.exchange--use-of-digital-id-in-other-systems,3,ZAF-include.access-sassa-biometric-verification-against-h,,,,,,,"Grant agency verifies biometrics against Home Affairs; cross-sector verification usage not in these rows",0,
dpi.exchange--interoperability-of-health-systems,2,ZAF-dpi.govtech-national-health-insurance-information-,,,,,,,"Interoperability framework gazetted 2021; no exchange in service on record",0,
dpi.exchange--interoperability-of-education-systems,,,,,,,,,"School administration system in testing; no exchange between education systems on record",0,
dpi.id--robustness-of-system,2,ZAF-dpi.id-national-platform,,,,,,,"Digital ID front end still being built; smart-ID issuance sits under other indicators",0,
dpi.id--national-maintenance-of-id-and-credentials-systems,3,ZAF-dpi.govtech-online-verification-service,,,,,,,"Home Affairs runs verification with fees earmarked for maintenance; national staffing and exit terms not on record",0,
dpi.id--authentication,3,ZAF-dpi.govtech-online-verification-service,,,,,,,"Real-time verification service priced and running; usage across consumers not on record",0,
dpi.id--digital-id-from-birth,,,,,,,,,"Births registered on the department's figure; assignment of an ID number at birth not stated in the rows",0,
dpi.id--interoperability-of-birth-registration-and-digital-id,2,ZAF-dpi.id-citizenship-white-paper,,,,,,,"White paper plans real-time integration of registration and the population register; no exchange on record",0,
dpi.id--use-by-other-systems,2,ZAF-dpi.id-treasury-employee-verification,,,,,,,"Payroll verification against the population register with go-live stated, not confirmed",0,
dpi.pay--governance-role-of-central-bank,,,,,,,,,"Only the central bank's CBDC position here; its oversight mandate is not stated in these rows",0,
dpi.pay--g2p-functionality,3,ZAF-include.access-postbank-black-card-migration,,,,,,,"Social grants paid to Postbank cards; salaries and pensions not in these rows",0,
dpi.pay--p2p-p2g-and-p2b-functionality,3,ZAF-dpi.govtech-payshap-and-qr-code-standard,,,,,,,"PayShap interbank instant payments at 905m transactions; government payments and agent networks not on record",0,
dpi.pay--cross-border-functionality,2,ZAF-dpi.pay-cips-participation,,,,,,,"One bank live on China's CIPS; no retail cross-border framework in force on record",0,
dpi.pay--consumer-protection,3,ZAF-infra.cybersec-fsca-online-harm-enforcement|ZAF-gov.protect-optout-registry,,,,,,,"Conduct enforcement and direct-marketing opt-out rules; ombud or complaints statistics not on record",0,
dpi.registry--population-register,3,ZAF-dpi.registry-ipr|ZAF-dpi.registry-blocked-identity-numbers,,,,,,,"Register operating; updating from vital events and use by other registers not in these rows",0,
dpi.registry--civil-register,,,,,,,,,"Population register operating; digital birth registration and coverage not stated in these rows",0,
dpi.registry--address-register,2,ZAF-dpi.registry-national-address-database-duty,,,,,,,"Statutory address-database duty enacted, awaiting proclamation; no register in service",0,
dpi.registry--business-register,3,ZAF-dpi.registry-cipc-beneficial-ownership|ZAF-dpi.registry-sars-beneficial-owner-register,,,,,,,"Online beneficial-ownership filing in service; public search and identifier shared with tax not on record",0,
dpi.registry--social-protection-register,3,ZAF-dpi.registry-socpen,,,,,,,"SOCPEN holds 18m grant beneficiaries; no social registry of the wider population on record",0,
dpi.registry--tax-register,,,,,,,,,"Only the Tax Administration Act and its amendment; register structure not on record",0,
dpi.registry--land-register,2,ZAF-dpi.registry-electronic-deeds,,,,,,,"Electronic deeds statute and fees in operation; share of the register held electronically not stated",0,
dpi.mis--health,,,,,,,,,"Digital health strategy expired 2024 with no successor; no HMIS in these rows",0,
dpi.mis--social-protection,3,ZAF-include.access-bank-account-means-test-across-eight-g|ZAF-include.access-sassa-grant-reviews,,,,,,,"Grant reviews and bank means test across eight grants; ID linkage and published data not in these rows",0,
dpi.mis--tax,,,,,,,,,"Only a modernisation strategy statement; electronic filing and payment coverage not on record",0,
dpi.mis--land,2,ZAF-dpi.mis-mining-cadastre|ZAF-dpi.mis-land-administration-systems,,,,,,,"Mining cadastre piloted in one province; land systems carried as plan commitments",0,
dpi.govtech--e-government-services,2,ZAF-dpi.govtech-mymzansi|ZAF-dpi.id-eta,,,,,,,"Single citizen app and travel authorisation in pilot; no count of transactional services on record",0,
digital.localgov--ict-infrastructure-for-local-government,2,ZAF-dpi.govtech-western-cape-infrastructure-platform,,,,,,,"One province's own platform; no local-government connectivity programme on record",0,
digital.localgov--digitalisation-of-local-government-records,2,ZAF-digital.localgov-mangaung-records|ZAF-digital.localgov-emfuleni-records,,,,,,,"Records systems procured or rolling out in two municipalities; deployment not confirmed",0,
digital.rural--digitalisation-of-rural-health-clinics,2,ZAF-digital.rural-emr-eight-provinces,,,,,,,"EMR rollout to eight provinces at bid; Free State deployment with connectivity outstanding",0,
