indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,3,MDG-gov.policy-psn,,,,,,,"PSN 2023-2028 in force per UNDP assessment; implementation reporting absent",0,
gov.policy--ict-strategy,3,MDG-gov.policy-psn,,,,,,,"national digital strategy covers the sector; no sector implementation plan or reporting on record",0,
gov.policy--broadband-strategy,,,,,,,,,"no national broadband plan on record; DECIM connectivity targets are a project not a plan",0,
gov.policy--data-storage-cloud-strategy,2,MDG-infra.store-data-centres,,,,,,,"two national data centres under construction; no hosting policy on record",0,
gov.policy--data-interoperability-framework-roadmap,3,MDG-gov.policy-cadre-interop,,,,,,,"framework published and given an institutional decree; standards catalogue and conformance not on record",0,
gov.policy--ai-strategy,1,MDG-tech.ai-ai-strategy,,,,,,,"dated searched absence at the July 2026 round table; judiciary charter binds the courts only",0,
gov.policy--data-localisation-policies,,,,,,,,,"DP law governs transfers abroad (art. 20); no localisation rule or data classification on record",0,
gov.policy--data-governance-policy,2,MDG-gov.policy-data-policy,,,,,,,"drafting commissioned through AUDA-NEPAD; no policy adopted",0,
gov.legislate--data-protection-legislation,3,MDG-gov.protect-dpl,,,,,,,"law in force and commission constituted; no implementing regulations or enforcement act on record",0,
gov.legislate--cybersecurity-legislation,2,MDG-gov.legislate-cybercrime-bill,,,,,,,"overhaul bill before parliament at the as-at; the 2014 law itself is not held",0,
gov.legislate--legislation-covering-digital-id,3,MDG-gov.legislate-id-law,,,,,,,"loi 2025-019 cleared by the Constitutional Court; promulgated text and regulations not held",0,
gov.legislate--digital-payments-legislation,3,MDG-gov.legislate-emoney-law,,,,,,,"e-money law licenses EMIs; no interoperability rules or licences on record",0,
gov.legislate--legislation-enabling-data-interoperability,2,MDG-gov.legislate-esignature-decree,,,,,,,"draft decree validated at a ministry workshop; not adopted",0,
gov.legislate--ai-legislation-regulations,,,,,,,,,"absence row covers strategy only; DP law art. 3 on automated decisions is not mapped here",0,
gov.legislate--e-commerce-legislation,3,MDG-gov.legislate-etransactions-law,,,,,,,"loi 2014-024 in force; trust-service regulations and accredited providers not on record",0,
gov.legislate--statistics-legislation,3,MDG-gov.legislate-statistics-law,,,,,,,"loi 2018-004 in force; independence and confidentiality provisions not shown",0,
gov.legislate--access-to-information-legislation,2,MDG-gov.legislate-ati-bill,,,,,,,"bill 017/2025 in committee; not enacted by the as-at",0,
gov.protect--data-protection-authority,3,MDG-gov.protect-cmil,,,,,,,"CMIL constituted with a first annual report; no enforcement decision on record",0,
gov.protect--national-data-protection-readiness,3,MDG-gov.protect-dpl|MDG-gov.protect-cmil,,,,,,,"law in force and authority operating; the Guidelines' practices not on record",0,
gov.regional--regional-legal-harmonisation,,,,,,,,,"Malabo ratification authorised 2024 with deposit not held; no REC instrument domesticated on record",0,
gov.regional--shared-regional-infrastructure,3,MDG-infra.connect-2africa,,,,,,,"2Africa landing alongside EASSy, LION and METISS; operational agreements and traffic not reported",0,
gov.regional--cross-border-data-transfers,3,MDG-gov.protect-dpl,,,,,,,"art. 20 of the DP law governs transfers; no mechanism issued by CMIL on record",0,
gov.standards--national-interoperability-standards,3,MDG-gov.policy-cadre-interop,,,,,,,"framework v1.0.2 published 2022; standards text beyond II.1 not held; no conformance testing",0,
gov.standards--national-quality-standards,2,MDG-gov.standards-bnm,,,,,,,"standards body in force; no ICT standards or national quality policy on record",0,
gov.standards--adoption-of-international-standards,,,,,,,,,"only one operator's GSMA API conformance; ISO membership and national adoptions not on record",0,
gov.discourse--non-governmental-contribution-to-national-policy,2,MDG-gov.discourse-discourse,,,,,,,"ad hoc debates and a symposium; no standing body with a policy role on record",0,
gov.discourse--open-discussion-of-government-policy,2,MDG-gov.legislate-site-blocking,,,,,,,"ISP-level blocking order of July 2026; a social-media law announced",0,
finance.budget--sustainable-domestic-financing-of-digital-transformation,3,MDG-finance.budget-budget,,,,,,,"programme 226 in the 2026 supplementary finance law; investment externally financed; no dedicated fund on record",0,
infra.connect--national-fibre-backbone,3,MDG-infra.connect-orange-backbone,,,,,,,"one operator's 558 km route held; national reach and open-access terms not on record",0,
infra.connect--internet-exchange-points,2,MDG-infra.connect-mgix,,,,,,,"MGIX restarting with four members; no traffic or capacity cited",0,
infra.connect--satellite-broadband-licensing-and-availability,2,MDG-infra.connect-starlink-dtc,,,,,,,"direct-to-cell trial with commercial launch pending the regulator; no licensed service on record",0,
infra.store--off-site-backup-capacity,2,MDG-infra.store-data-centres,,,,,,,"primary and secondary national sites tendered; not in service",0,
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2,MDG-infra.capacity-egp-redesign,,,,,,,"capacity component tendered for one system; no in-house teams on record",0,
infra.cybersec--national-cybersecurity-readiness,2,MDG-infra.cybersec-cyber-strategy,,,,,,,"strategy in drafting and near complete June 2026; no CERT or operating record",0,
dpi.exchange--national-data-exchange-system,3,MDG-dpi.exchange-rahaka,,,,,,,"X-Road first stage live with first usage conventions; scale and access conditions not published",0,
dpi.exchange--use-of-digital-id-in-other-systems,,,,,,,,,"no system consuming an ID verification service on record",0,
dpi.exchange--interoperability-of-health-systems,2,MDG-dpi.exchange-dhis2,,,,,,,"DHIS2 linked to a health-financing platform; PSRSIS holds architecture and standards as targets only",0,
dpi.exchange--interoperability-of-education-systems,,,,,,,,,"NUIS identifier scaled; no exchange between education systems on record",0,
dpi.exchange--interoperability-of-social-protection-systems,2,MDG-dpi.exchange-efokontany,,,,,,,"e-Fokontany link to the social registry under development; not in service",0,
dpi.id--robustness-of-system,2,MDG-dpi.id-idms,,,,,,,"IDMS not in mass production per the audit terms of reference; audit still to report",0,
dpi.id--national-maintenance-of-id-and-credentials-systems,2,MDG-dpi.id-cneci,,,,,,,"CNECI mandated to operate the registers; supplier dependence and funding model not on record",0,
dpi.id--authentication,2,MDG-dpi.id-cni-biometrique,,,,,,,"authentication module piloted with the biometric card; no service in operation on record",0,
dpi.id--digital-id-from-birth,2,MDG-gov.legislate-civil-status-law,,,,,,,"art. 38 mandates a NIU at birth; assignment at birth registration in service not on record",0,
dpi.id--interoperability-of-birth-registration-and-digital-id,3,MDG-dpi.registry-mass-birth-law,,,,,,,"births registered within ID enrolment against the de-duplicated base; two-way exchange not on record",0,
dpi.id--use-by-other-systems,,,,,,,,,"no public register keyed on the national ID on record; e-Fokontany uses provisional identifiers",0,
dpi.pay--governance-role-of-central-bank,,,,,,,,,"only the e-Ariary vendor selection held; the oversight mandate is not mapped here",0,
dpi.pay--g2p-functionality,,,,,,,,,"e-poketra discontinued April 2026; no digital G2P programme in service on record",0,
dpi.pay--revenue-collection,3,MDG-dpi.pay-sigrnf,,,,,,,"non-tax revenues payable by mobile money; electronic share not published",0,
dpi.pay--b2b-and-b2g-functionality,2,MDG-dpi.pay-axian-digibank,,,,,,,"mobile-money business app in service; no interbank or e-procurement service on record",0,
dpi.pay--p2p-p2g-and-p2b-functionality,3,MDG-dpi.pay-airtel-baobab,,,,,,,"wallet-to-account transfers in service; provider interoperability and agent networks not reported",0,
dpi.pay--cross-border-functionality,,,,,,,,,"only an announced card partnership; no corridor or framework on record",0,
dpi.pay--consumer-protection,2,MDG-dpi.pay-eme-supervision,,,,,,,"central bank audits EMIs after complaints; conduct-of-business rules not held",0,
dpi.registry--population-register,3,MDG-dpi.id-prodigy-enrolment,,,,,,,"built from ID enrolment only with six million enrolments by July 2026; not updated from vital events",0,
dpi.registry--civil-register,2,MDG-dpi.registry-record-digitisation|MDG-dpi.registry-in-groupe,,,,,,,"records digitised in 11 regions on vendor figures; national digital birth registration not on record",0,
dpi.registry--address-register,1,MDG-dpi.registry-address,,,,,,,"national geographic institute states spatial data infrastructures not implemented",0,
dpi.registry--business-register,3,MDG-dpi.registry-orinasa,,,,,,,"online registration live in regional antennae; public search and beneficial ownership not on record",0,
dpi.registry--social-protection-register,3,MDG-dpi.registry-rsu,,,,,,,"about 2.7 million households in 28 districts; ID linkage and programme use not on record",0,
dpi.registry--electoral-register,,,,,,,,,"reconstitution under way; digital form of the roll not stated",0,
dpi.registry--tax-register,2,MDG-dpi.registry-nif,,,,,,,"computerised register held; TADAT integrity scores not held",0,
