indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--broadband-strategy,,,,,,,,,"Spectrum award and tower targets only; no national broadband plan and no dated absence on record",0,
gov.policy--ai-strategy,3,EGY-tech.ai-national-ai-strategy-second-edition|EGY-tech.ai-national-council-ai-quantum,,,,,,,"Strategy adopted and council constituted; no implementation plan or funding on record",0,
gov.policy--open-data-policy,3,EGY-data.open-national-open-data-policy,,,,,,,"Policy in force with officer duties; no portal or licence text on record",0,
gov.legislate--digital-payments-legislation,3,EGY-dpi.pay-payment-institution-governance,,,,,,,"Central bank rules for payment institutions and eKYC regulations; no licences or enforcement acts on record",0,
gov.legislate--e-commerce-legislation,3,EGY-gov.legislate-e-signature-law-15-2004,,,,,,,"E-signature law in force via practitioner guides; digital space bill a party draft only",0,
gov.legislate--access-to-information-legislation,2,EGY-gov.legislate-freedom-of-information-bills,,,,,,,"Two bills submitted to parliament in August; nothing enacted",0,
gov.protect--national-data-protection-readiness,,,,,,,,,"Mapped rows are MPs' proposals and a biometric-registration dispute; the 2020 law in force is not mapped here",0,
gov.regional--regional-policy-collaboration,3,EGY-gov.regional-arab-ai-quantum-chairmanship,,,,,,,"Chairs Arab AI governance and quantum working groups; no regional instrument implemented domestically",0,
gov.standards--national-interoperability-standards,,,,,,,,,"International-standard default, a metering standard and a tax e-receipt spec only; no government-systems interoperability standard",0,
gov.standards--adoption-of-international-standards,,,,,,,,,"Only a sustainable-finance taxonomy working group mapped; standards-body adoption evidence sits under national interoperability standards",0,
gov.discourse--non-governmental-contribution-to-national-policy,,,,,,,,,"Consultation framework with no consultation held; syndicate FOI bill is not government consultation",0,
gov.discourse--open-discussion-of-government-policy,2,EGY-gov.discourse--participation-and-complaints,,,,,,,"Freedom on the Net 2025 documents content limits and rights violations; no access-to-information law",0,
finance.budget--sustainable-domestic-financing-of-digital-transformation,2,EGY-finance.budget-ict-public-investment,,,,,,,"ICT public-investment allocation in the annual plan; no recurring line or dedicated fund or outturn on record",0,
infra.capacity--robustness-of-government-hardware-and-software,,,,,,,,,"Institutional-memory and manufacturers platforms only; no core finance revenue or payroll system on record",0,
dpi.exchange--national-data-exchange-system,3,EGY-dpi.exchange-government-digital-switch|EGY-dpi.exchange-digital-treasury,,,,,,,"105 bodies connected on ministry figures; no transaction volumes or published access conditions",0,
dpi.exchange--use-of-digital-id-in-other-systems,2,EGY-dpi.govtech-foster-family-services,,,,,,,"Foster-care services sign in with national digital identity in a first-phase pilot; no verification service in use across sectors",0,
dpi.id--robustness-of-system,2,EGY-dpi.id-biometric-chip-identity-card,,,,,,,"Chip card contracted 2014 and not issued; biometric checks are telecom registration not the ID system",0,
dpi.id--authentication,3,EGY-dpi.id-national-digital-identity-app|EGY-dpi.exchange-digital-trust-services,,,,,,,"Digital ID app with e-signature live; remote biometric verification only piloted and no usage figure",0,
dpi.id--use-by-other-systems,3,EGY-dpi.govtech-prosecution-criminal-record-enquiry,,,,,,,"Criminal-judgment records keyed on the national number; main public registers not shown keyed on it",0,
dpi.pay--governance-role-of-central-bank,4,EGY-dpi.pay-ipn-scheme-rules,,,,,,,"Central bank oversees the instant payment network with published rules and dispute system; statistics from an industry case study",0,
dpi.pay--g2p-functionality,,,,,,,,,"Safety-net loan closed but no payment channel or digital share stated",0,
dpi.pay--revenue-collection,2,EGY-dpi.govtech-tax-authority-electronic-system,,,,,,,"Electronic tax apps with AI identity checks; electronic payment coverage not stated",0,
dpi.pay--b2b-and-b2g-functionality,2,EGY-dpi.pay-fra-factoring-portal,,,,,,,"Invoice-verification factoring portal only; no e-procurement or business payment service mapped",0,
dpi.registry--business-register,,,,,,,,,"Investment licensing and a planned economic-entities gateway only; no business registration system on record",0,
dpi.registry--tax-register,3,EGY-dpi.registry-tax-register-and-automation,,,,,,,"Unified registration number; centralisation and whole-of-taxpayer view not shown",0,
dpi.registry--land-register,2,EGY-dpi.registry-land-registration-coverage|EGY-gov.legislate-real-property-register-conversion,,,,,,,"Under 10% registered; title conversion proceeds section by section and Sohag deferred to 2027",0,
dpi.mis--health,2,EGY-dpi.mis-dhis2|EGY-dpi.mis-universal-health-insurance,,,,,,,"DHIS2 live for vertical programmes only; no routine district reporting on record",0,
dpi.mis--social-protection,3,EGY-dpi.govtech-statistical-office-digital-transformation|EGY-dpi.mis-nsia-digital-platform,,,,,,,"Social insurance system live with authority-reported uptake; no ID or registry linkage published",0,
dpi.mis--justice,2,EGY-dpi.govtech-appeal-court-digitisation-protocol|EGY-dpi.govtech-unified-digital-justice-strategy,,,,,,,"Appeal-court digitisation protocol and justice strategy signed; no case-management system in service on record",0,
dpi.mis--tax,2,EGY-dpi.govtech-tax-authority-electronic-system,,,,,,,"Electronic system shown for one segment only; no filing or payment coverage figure",0,
dpi.govtech--e-government-services,3,EGY-dpi.govtech-digital-egypt-platform|EGY-dpi.govtech-digital-egypt-usage,,,,,,,"242 services and usage published; national-ID shared authentication not shown in the mapped rows",0,
tech.ai--development-of-national-regional-ai-systems,3,EGY-tech.ai-karnak-llm,,,,,,,"National Arabic model in service on the minister's account; no funded compute or dataset programme reported",0,
tech.innovate--technology-hubs,2,EGY-tech.industry-technology-parks-programme,,,,,,,"Six regional parks under development; no incubation cohorts on record",0,
tech.innovate--tech-startup-ecosystem,2,EGY-tech.innovate-infinilink|EGY-tech.innovate-startup-funding,,,,,,,"State venture investor and VC flows on record; the Startup Charter row is not mapped here",0,
include.access--citizen-feedback-portals,4,EGY-dpi.govtech-unified-complaints-system,,,,,,,"National system across agencies and governorates with monthly caseload reviewed by Cabinet; referral not resolution",0,
include.access--citizen-participation-in-policy,,,,,,,,,"Consultation framework but no consultation held in the 12 months on record",0,
include.access--inclusion-of-persons-with-disabilities,3,EGY-include.divides-banking-accessibility-regulation|EGY-include.divides-ewallet-accessibility-instructions,,,,,,,"Accessibility rules for banking and e-wallets; website toolbar voluntary with no standard for public digital services",0,
data.satellite--meteorological-use-of-satellite-data,,,,,,,,,"Water-ministry memorandum on Japanese rainfall data only; no meteorological service reception or forecasting use on record",0,
