deal_id,place,state_level,spending_tier_name,fiscal_year_label,fy_start,fy_end,fy_calendar,budget_version,supplementary_basis,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,line_name,purpose,primary_subject,scope_confidence,scope_basis,finance_origin,funding_source,is_transfer,transfer_to,currency,amount_scale,proposed,appropriated,revised,released,actual,audited,baseline_stage,current_stage,exec_vs_voted,exec_vs_revised,source_tier,doc_type,doc_locator,source_slug,extracted,origin_record,notes
caf-2025-30-30-31-00-03-230002-6439-11,CAF,national,,2025,2025-01-01,2025-12-31,,original,,,,,Section 30 — MINISTERE DES FINANCES ET DU BUDGET,,,,,,Section 30 — MINISTERE DES FINANCES ET DU BUDGET,« Projet de migration vers le SydoniaWorld »,dpi.govtech,whole,,domestic-state,domestic-revenue,false,,XAF,"milliers de FCFA, printed in the column header — stored normalised to units (×1 000)",130000000,,,,,,proposed,proposed,,,budget-document,,"PLF 2025, volume des charges, section 30, imputation 30.31.00.03.230002.6439.11, colonne « Crédit 2025 »",,2026-07-26,2024-12-10-caf-2025-30-30-31-00-03-230002-6439-11,"⚠ no appropriation stage held — baseline is proposed · (proposed)* - **Origin gate applied at capture, and the Central African Republic prints it twice.** The estimates volume carries `Financement intérieur` and `Financement extérieur (Dons | Emprunt)` as columns beside every line, and the imputation's own last segment encodes the same fact — `.11` domestic, `.25` grant, `.44` loan. Tested across 10 898 imputation rows in the FY2025 and FY2026 volumes, the two agree without exception. This line is `Financement intérieur`. · `amount_usd` left blank.** The wiki holds no named fiscal-year-average XAF/USD rate for this year and the driver forbids spot-converting a fiscal-year figure. Carried in the announcing state's own currency only."
caf-2025-30-30-31-00-68-120000-6693-11,CAF,national,,2025,2025-01-01,2025-12-31,,original,,,,,Section 30 — MINISTERE DES FINANCES ET DU BUDGET,,,,,,Section 30 — MINISTERE DES FINANCES ET DU BUDGET,« Appui au déploiement de SYDONIA World »,dpi.govtech,whole,,domestic-state,domestic-revenue,false,,XAF,"milliers de FCFA, printed in the column header — stored normalised to units (×1 000)",115000000,,,,,,proposed,proposed,,,budget-document,,"PLF 2025, volume des charges, section 30, imputation 30.31.00.68.120000.6693.11, colonne « Crédit 2025 »",,2026-07-26,2024-12-10-caf-2025-30-30-31-00-68-120000-6693-11,"⚠ no appropriation stage held — baseline is proposed · (proposed)* - **Origin gate applied at capture, and the Central African Republic prints it twice.** The estimates volume carries `Financement intérieur` and `Financement extérieur (Dons | Emprunt)` as columns beside every line, and the imputation's own last segment encodes the same fact — `.11` domestic, `.25` grant, `.44` loan. Tested across 10 898 imputation rows in the FY2025 and FY2026 volumes, the two agree without exception. This line is `Financement intérieur`. · `amount_usd` left blank.** The wiki holds no named fiscal-year-average XAF/USD rate for this year and the driver forbids spot-converting a fiscal-year figure. Carried in the announcing state's own currency only."
caf-2025-30-30-33-02-05-120000-6014-11,CAF,national,,2025,2025-01-01,2025-12-31,,original,,,,,Section 30 — MINISTERE DES FINANCES ET DU BUDGET,,,,,,Section 30 — MINISTERE DES FINANCES ET DU BUDGET,« Appui à la Digitalisation »,dpi.govtech,whole,,domestic-state,domestic-revenue,false,,XAF,"milliers de FCFA, printed in the column header — stored normalised to units (×1 000)",80000000,,,,,,proposed,proposed,,,budget-document,,"PLF 2025, volume des charges, section 30, imputation 30.33.02.05.120000.6014.11, colonne « Crédit 2025 »",,2026-07-26,2024-12-10-caf-2025-30-30-33-02-05-120000-6014-11,"⚠ no appropriation stage held — baseline is proposed · (proposed)* - **Origin gate applied at capture, and the Central African Republic prints it twice.** The estimates volume carries `Financement intérieur` and `Financement extérieur (Dons | Emprunt)` as columns beside every line, and the imputation's own last segment encodes the same fact — `.11` domestic, `.25` grant, `.44` loan. Tested across 10 898 imputation rows in the FY2025 and FY2026 volumes, the two agree without exception. This line is `Financement intérieur`. · `amount_usd` left blank.** The wiki holds no named fiscal-year-average XAF/USD rate for this year and the driver forbids spot-converting a fiscal-year figure. Carried in the announcing state's own currency only."
caf-2025-32-32-34-00-00-240012-6013-11,CAF,national,,2025,2025-01-01,2025-12-31,,original,,,,,Section 32 — MINISTERE DE LA FONCTION PUBLIQUE ET DE LA REFORME ADMINISTRATIVE,,,,,,Section 32 — MINISTERE DE LA FONCTION PUBLIQUE ET DE LA REFORME ADMINISTRATIVE,« Direction de la Télématique »,dpi.govtech,whole,,domestic-state,domestic-revenue,false,,XAF,"milliers de FCFA, printed in the column header — stored normalised to units (×1 000)",1000000,,,,,,proposed,proposed,,,budget-document,,"PLF 2025, volume des charges, section 32, imputation 32.34.00.00.240012.6013.11, colonne « Crédit 2025 »",,2026-07-26,2024-12-10-caf-2025-32-32-34-00-00-240012-6013-11,"⚠ no appropriation stage held — baseline is proposed · (proposed)* - **Origin gate applied at capture, and the Central African Republic prints it twice.** The estimates volume carries `Financement intérieur` and `Financement extérieur (Dons | Emprunt)` as columns beside every line, and the imputation's own last segment encodes the same fact — `.11` domestic, `.25` grant, `.44` loan. Tested across 10 898 imputation rows in the FY2025 and FY2026 volumes, the two agree without exception. This line is `Financement intérieur`. · `amount_usd` left blank.** The wiki holds no named fiscal-year-average XAF/USD rate for this year and the driver forbids spot-converting a fiscal-year figure. Carried in the announcing state's own currency only."
caf-2025-32-32-34-00-03-240009-6013-11,CAF,national,,2025,2025-01-01,2025-12-31,,original,,,,,Section 32 — MINISTERE DE LA FONCTION PUBLIQUE ET DE LA REFORME ADMINISTRATIVE,,,,,,Section 32 — MINISTERE DE LA FONCTION PUBLIQUE ET DE LA REFORME ADMINISTRATIVE,« Direction de la Gouvernance Numérique »,dpi.govtech,whole,,domestic-state,domestic-revenue,false,,XAF,"milliers de FCFA, printed in the column header — stored normalised to units (×1 000)",1000000,,,,,,proposed,proposed,,,budget-document,,"PLF 2025, volume des charges, section 32, imputation 32.34.00.03.240009.6013.11, colonne « Crédit 2025 »",,2026-07-26,2024-12-10-caf-2025-32-32-34-00-03-240009-6013-11,"⚠ no appropriation stage held — baseline is proposed · (proposed)* - **Origin gate applied at capture, and the Central African Republic prints it twice.** The estimates volume carries `Financement intérieur` and `Financement extérieur (Dons | Emprunt)` as columns beside every line, and the imputation's own last segment encodes the same fact — `.11` domestic, `.25` grant, `.44` loan. Tested across 10 898 imputation rows in the FY2025 and FY2026 volumes, the two agree without exception. This line is `Financement intérieur`. · `amount_usd` left blank.** The wiki holds no named fiscal-year-average XAF/USD rate for this year and the driver forbids spot-converting a fiscal-year figure. Carried in the announcing state's own currency only."
caf-2025-50-50-52-00-43-120000-2446-11,CAF,national,,2025,2025-01-01,2025-12-31,,original,,,,,Section 50 — MINISTERE DE LA COMMUNICATION ET DES MEDIAS,,,,,,Section 50 — MINISTERE DE LA COMMUNICATION ET DES MEDIAS,« Numérisation des archives »,infra.connect,whole,,domestic-state,domestic-revenue,false,,XAF,"milliers de FCFA, printed in the column header — stored normalised to units (×1 000)",50000000,,,,,,proposed,proposed,,,budget-document,,"PLF 2025, volume des charges, section 50, imputation 50.52.00.43.120000.2446.11, colonne « Crédit 2025 »",,2026-07-26,2024-12-10-caf-2025-50-50-52-00-43-120000-2446-11,"⚠ no appropriation stage held — baseline is proposed · (proposed)* - **Origin gate applied at capture, and the Central African Republic prints it twice.** The estimates volume carries `Financement intérieur` and `Financement extérieur (Dons | Emprunt)` as columns beside every line, and the imputation's own last segment encodes the same fact — `.11` domestic, `.25` grant, `.44` loan. Tested across 10 898 imputation rows in the FY2025 and FY2026 volumes, the two agree without exception. This line is `Financement intérieur`. · `amount_usd` left blank.** The wiki holds no named fiscal-year-average XAF/USD rate for this year and the driver forbids spot-converting a fiscal-year figure. Carried in the announcing state's own currency only."
caf-2025-60-60-61-00-06-120000-6439-11,CAF,national,,2025,2025-01-01,2025-12-31,,original,,,,,Section 60 — MINISTERE DE LA SANTE ET DE LA POPULATION,,,,,,Section 60 — MINISTERE DE LA SANTE ET DE LA POPULATION,« Appui à la digitalisation »,dpi.mis,whole,,domestic-state,domestic-revenue,false,,XAF,"milliers de FCFA, printed in the column header — stored normalised to units (×1 000)",15000000,,,,,,proposed,proposed,,,budget-document,,"PLF 2025, volume des charges, section 60, imputation 60.61.00.06.120000.6439.11, colonne « Crédit 2025 »",,2026-07-26,2024-12-10-caf-2025-60-60-61-00-06-120000-6439-11,"⚠ no appropriation stage held — baseline is proposed · (proposed)* - **Origin gate applied at capture, and the Central African Republic prints it twice.** The estimates volume carries `Financement intérieur` and `Financement extérieur (Dons | Emprunt)` as columns beside every line, and the imputation's own last segment encodes the same fact — `.11` domestic, `.25` grant, `.44` loan. Tested across 10 898 imputation rows in the FY2025 and FY2026 volumes, the two agree without exception. This line is `Financement intérieur`. · `amount_usd` left blank.** The wiki holds no named fiscal-year-average XAF/USD rate for this year and the driver forbids spot-converting a fiscal-year figure. Carried in the announcing state's own currency only."
caf-2025-85-85-88-00-05-120000-6439-11,CAF,national,,2025,2025-01-01,2025-12-31,,original,restated-total,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",« Prise en charge des factures de la société V-care »,dpi.govtech,unclear,,domestic-state,domestic-revenue,false,,XAF,"milliers de FCFA, printed in the column header — stored normalised to units (×1 000)",500000000,,800000000,,,,proposed,revised,,,budget-document,,"PLF 2025, volume des charges, section 85, imputation 85.88.00.05.120000.6439.11, colonne « Crédit 2025 »",,2026-07-26,2024-12-10-caf-2025-85-85-88-00-05-120000-6439-11,"⚠ no appropriation stage held — baseline is proposed · (proposed)* - **Origin gate applied at capture, and the Central African Republic prints it twice.** The estimates volume carries `Financement intérieur` and `Financement extérieur (Dons | Emprunt)` as columns beside every line, and the imputation's own last segment encodes the same fact — `.11` domestic, `.25` grant, `.44` loan. Tested across 10 898 imputation rows in the FY2025 and FY2026 volumes, the two agree without exception. This line is `Financement intérieur`. · `amount_usd` left blank.** The wiki holds no named fiscal-year-average XAF/USD rate for this year and the driver forbids spot-converting a fiscal-year figure. Carried in the announcing state's own currency only. · (revised)* - **The collectif raised this line 60% in-year**, from the 500 000 milliers proposed to 800 000 — the largest single in-year movement in the digital vote. · Origin gate applied at capture, and the Central African Republic prints it twice.** The estimates volume carries `Financement intérieur` and `Financement extérieur (Dons | Emprunt)` as columns beside every line, and the imputation's own last segment encodes the same fact — `.11` domestic, `.25` grant, `.44` loan. Tested across 10 898 imputation rows in the FY2025 and FY2026 volumes, the two agree without exception. This line is `Financement intérieur`. · Recovered from the following year's volume, not from the collectif itself.** The enacted collectif budgétaire 2025 is an image-only scan with zero extractable characters. Its figures are readable because every Central African SIM_ba volume prints the prior year's collectif as a comparator column — `Collectif 2025` in the FY2026 projet de loi de finances, which is native. The column sums to its own printed subtotals exactly. · `amount_usd` left blank.** The wiki holds no named fiscal-year-average XAF/USD rate for this year and the driver forbids spot-converting a fiscal-year figure. Carried in the announcing state's own currency only."
caf-2025-85-85-88-00-14-120000-2119-11,CAF,national,,2025,2025-01-01,2025-12-31,,original,,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",« Etude de faisabilité de la réhabilitation du Faisceau Hertzien - RCA - Cameroun - Congo »,dpi.govtech,whole,,domestic-state,domestic-revenue,false,,XAF,"milliers de FCFA, printed in the column header — stored normalised to units (×1 000)",0,,,,,,proposed,proposed,,,budget-document,,"PLF 2025, volume des charges, section 85, imputation 85.88.00.14.120000.2119.11, colonne « Crédit 2025 »",,2026-07-26,2024-12-10-caf-2025-85-85-88-00-14-120000-2119-11,"⚠ no appropriation stage held — baseline is proposed · (proposed)* - **Zeroed.** The Collectif 2024 carried 11 250 milliers against this imputation; the FY2025 proposal carries nothing (`-100,00 %` printed in the variation column). Recorded at zero because a line withdrawn is a finding, and because the FY2024 revised record it supersedes needs a successor in the series. · Origin gate applied at capture, and the Central African Republic prints it twice.** The estimates volume carries `Financement intérieur` and `Financement extérieur (Dons | Emprunt)` as columns beside every line, and the imputation's own last segment encodes the same fact — `.11` domestic, `.25` grant, `.44` loan. Tested across 10 898 imputation rows in the FY2025 and FY2026 volumes, the two agree without exception. This line is `Financement intérieur`. · `amount_usd` left blank.** The wiki holds no named fiscal-year-average XAF/USD rate for this year and the driver forbids spot-converting a fiscal-year figure. Carried in the announcing state's own currency only."
caf-2025-85-85-88-00-20-120000-6439-11,CAF,national,,2025,2025-01-01,2025-12-31,,original,restated-total,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",« Appui à l'Autorité de Régulation de Communication Electronique et de la Poste (ARCEP) »,gov.standards,partial,,domestic-state,domestic-revenue,false,,XAF,"milliers de FCFA, printed in the column header — stored normalised to units (×1 000)",1400000000,,1400000000,,,,proposed,revised,,,budget-document,,"PLF 2025, volume des charges, section 85, imputation 85.88.00.20.120000.6439.11, colonne « Crédit 2025 »",,2026-07-26,2024-12-10-caf-2025-85-85-88-00-20-120000-6439-11,"⚠ no appropriation stage held — baseline is proposed · (proposed)* - **This corrects the FY2025 sweep, which recorded the ARCEP transfer at 500 000 milliers `flat year on year`.** That figure is the V-care line. Bound by page geometry and cross-footed: the six TITRE IV lines of the Cabinet du Ministre block sum to the printed subtotal 2 980 000 exactly (250 000 + 500 000 + 1 400 000 + 200 000 + 380 000 + 250 000), and the `Collectif 2024` column sums to its printed 2 475 000 exactly. The FY2026 volume's `Collectif 2025` column independently carries 1 400 000 against the same imputation. · Origin gate applied at capture, and the Central African Republic prints it twice.** The estimates volume carries `Financement intérieur` and `Financement extérieur (Dons | Emprunt)` as columns beside every line, and the imputation's own last segment encodes the same fact — `.11` domestic, `.25` grant, `.44` loan. Tested across 10 898 imputation rows in the FY2025 and FY2026 volumes, the two agree without exception. This line is `Financement intérieur`. · `amount_usd` left blank.** The wiki holds no named fiscal-year-average XAF/USD rate for this year and the driver forbids spot-converting a fiscal-year figure. Carried in the announcing state's own currency only. · (revised)* - Unchanged by the collectif — the FY2025 proposal and the FY2025 revised budget carry the same 1 400 000 milliers. · Origin gate applied at capture, and the Central African Republic prints it twice.** The estimates volume carries `Financement intérieur` and `Financement extérieur (Dons | Emprunt)` as columns beside every line, and the imputation's own last segment encodes the same fact — `.11` domestic, `.25` grant, `.44` loan. Tested across 10 898 imputation rows in the FY2025 and FY2026 volumes, the two agree without exception. This line is `Financement intérieur`. · Recovered from the following year's volume, not from the collectif itself.** The enacted collectif budgétaire 2025 is an image-only scan with zero extractable characters. Its figures are readable because every Central African SIM_ba volume prints the prior year's collectif as a comparator column — `Collectif 2025` in the FY2026 projet de loi de finances, which is native. The column sums to its own printed subtotals exactly. · `amount_usd` left blank.** The wiki holds no named fiscal-year-average XAF/USD rate for this year and the driver forbids spot-converting a fiscal-year figure. Carried in the announcing state's own currency only."
