title,publisher,author,published,date_precision,places,topics,entities,ingested,url
US Firm Cybastion Plans $75 Million AI Data Center and Power Plant in Douala,Business in Cameroon,,2026-09-07,day,CMR,infra.store; infra.energy; finance.new; geopol.usa,cybastion; minepat-cameroon; camtel; st-digital; cenadi,2026-09-07,https://www.businessincameroon.com/public-management/0709-16693-us-firm-cybastion-plans-75-million-ai-data-center-and-power-plant-in-douala
Cybersecurity as Industrial Policy: Protecting Cameroon's Digital Economy,Nkafu Policy Institute,,2026-09-04,day,CMR,infra.cybersec; gov.discourse; gov.legislate,antic-cameroon; nkafu-policy-institute,2026-09-07,https://nkafu.org/cybersecurity-as-industrial-policy-protecting-cameroons-digital-economy/
"Camwater confie à une entreprise chinoise le déploiement de 3 000 compteurs intelligents pour 721,76 millions de FCFA",L'Economie,,2026-09-04,day,CMR,dpi.mis; dpi.pay,camwater; hangzhou-laison-technology; armp-cameroun; world-bank,2026-09-08,https://leconomie.info/article/camwater-confie-a-une-entreprise-chinoise-le-deploiement-de-3-000-compteurs-intelligents-pour-72176-millions-de-fcfa
Cybastion backs Cameroon digital sovereignty with $75M infrastructure project,Biometric Update,,2026-09-04,day,CMR,infra.store; infra.energy; dpi.exchange; finance.new,cybastion; us-embassy-cameroon,2026-09-07,https://www.biometricupdate.com/202609/cybastion-backs-cameroon-digital-sovereignty-with-75m-infrastructure-project
CAMTEL and ANIPES Partner to Accelerate Digital Transformation of Cameroon’s Private Universities,Tech Africa News,,2026-09-03,day,CMR,dpi.govtech; capacity.training,camtel,2026-09-04,https://techafricanews.com/2026/09/03/camtel-and-anipes-partner-to-accelerate-digital-transformation-of-cameroons-private-universities/
Atelier régional d'engagement des parties prenantes pour l'élaboration d'un cadre régional de la CEEAC en matière de gouvernance transfrontalière des données,7 jours info,,2026-09-03,day,XCA; CMR,gov.regional; gov.protect; dpi.exchange,eccas; giz; auda-nepad; uneca; african-union-commission,2026-09-04,https://7joursinfo.com/actualites/atelier-regional-dengagement-des-parties-prenantes-pour-lelaboration-dun-cadre-regional-de-la-ceeac-en-matiere-de-gouvernance-transfrontaliere-des-donnees/
Cameroun : Abe Marcellinus prémunit les PME contre les cybermenaces,wearetech.africa,,2026-09-02,day,CMR,infra.cybersec; tech.innovate,worqsphere; wiremi,2026-09-02,https://www.wearetech.africa/fr/fils/tech-stars/cameroun-abe-marcellinus-premunit-les-pme-contre-les-cybermenaces
Tchad-Cameroun : le BNFT forme les usagers à l’utilisation de sa plateforme e-BNFT à Douala,Le N'Djam Post,,2026-09-02,day,TCD; CMR,dpi.govtech; include.access,bnft-chad,2026-09-04,https://lendjampost.com/tchad-cameroun-le-bnft-forme-les-usagers-a-lutilisation-de-sa-plateforme-e-bnft-a-douala/
Le Cameroun prépare un plan directeur pour numériser ses marchés publics,Camerounlink,,2026-09-02,day,CMR,gov.policy; dpi.exchange,african-development-bank; coleps,2026-09-04,https://www.camerounlink.com/news/cameroon/2026/9/2/le-cameroun-prepare-un-plan-directeur-pour-numeriser-ses-marches-publics-156516/
"Bridging Digital Dividends: Safeguarding Disabled Persons Online, Offline",Cameroon Tribune,,2026-09-02,day,CMR,include.access; include.divides; gov.discourse,civic-watch-cameroon; ministry-of-social-affairs-cameroon,2026-09-04,https://mail.cameroon-tribune.cm/article.html/80235/en.html/details_2
Cameroon\u2019s Water Utility Turns to Smart Meters to Recover More Revenue - Business in Cameroon,Business in Cameroon,,2026-09-01,day,CMR,finance.new; dpi.mis,camwater; hangzhou-laison; world-bank,2026-09-04,https://www.businessincameroon.com/public-management/0109-16648-cameroon-s-water-utility-turns-to-smart-meters-to-recover-more-revenue
