recipient_country,start_year,end_year,financier,sector,instrument,commitment_usd_m,amount_basis,amount_quality,status,title,description,beneficiary_type,recipient_organisation,original_amount,project_id,iati_activity_id,url,financier_slug,record
CMR,2026,2029,Pandemic Fund,Sectoral management information systems,Grant,,,reported,Active,"Pandemic Fund — Cameroon pandemic prevention, preparedness and response project (health surveillance digitalisation and health information system interoperability), 2026",,Public Sector,Republic of Cameroon,,,,https://echosante.info/securite-sanitaire-le-cameroun-lance-le-projet-pandemic-fund/,pandemic-fund,2026-08-01-pandemic-fund-cmr-2026-record
CMR,2026,,Commercial Bank Cameroun,Connectivity,Commercial Loan,75,commitment,reported,Approved,"Commercial Bank-Cameroun — CAMTEL Mobile Network Expansion (phase 1), 2026","""CAMTEL (Cameroon Telecommunications) and Commercial Bank-Cameroun (CBC) have consolidated a syndicated financing of 44.884 billion FCFA to fund the first phase of CAMTEL's Mobile Network Expansion (MNE) project. The agreement was signed on Wednesday, January 21, 2026, in Yaoundé."" ""CBC acted as Lead Underwriter, Lead Arranger, and Collateral Agent for the financing.""",Unknown,CAMTEL (Cameroon Telecommunications),"XAF 44,884,000,000",,,https://techafricanews.com/2026/01/22/camtel-and-cbc-secure-44-884-billion-fcfa-financing-for-cameroon-mobile-network-expansion/,commercial-bank-cameroun,2026-01-01-commercial-bank-cameroun-cmr-2026-camtel-mne-fibre-bw08
CMR,2026,,Export-Import Bank of China (China Eximbank),Connectivity,Concessional Loan,195,commitment,estimated,Pipeline,Cameroon Fibre Optic Transmission Backbone Extension Phase IV,,Public Sector,Cameroon Telecommunications (Camtel),"CNY 1,350,963,161",,,https://www.prc.cm/files/c3/68/8c/dc79325e0fb9f1c5354d4abbe5c4a2b7.pdf https://news.broadcastmediaafrica.com/2026/03/10/cameroon-secures-us195-million-to-enhance-fibre-optic-network/,china-eximbank,2026-01-01-eximbank-cn-cmr-006-cameroon-fibre-optic-transmission-backbone-extension
CMR,2026,,World Bank,Cybersecurity,Grant,1,commitment,reported,Active,"World Bank (PATNUC) — ANTIC national CIRT cybersecurity systems, Cameroon, 2026","""The new equipment was acquired under the World Bank-funded Project for the Acceleration of Digital Transformation of Cameroon (PATNUC) and was officially handed over to ANTIC on January 20, 2026, at a ceremony in Yaoundé"". ""The upgraded technology includes servers, storage consoles, investigation platforms, workstations, and vulnerability scanning and penetration testing tools."" ""Valued at over FCFA 735 million, the systems are expected to enhance CIRT's operational capacity."" PATNUC is led by the Ministry of Posts and Telecommunications (MINPOSTEL) with World Bank support.",Unknown,ANTIC,"XAF 735,000,000 (value of systems)",,,https://techafricanews.com/2026/01/21/cameroon-strengthens-cybersecurity-with-advanced-systems-at-national-cirt/,world-bank,2026-01-01-world-bank-cmr-2026-antic-cirt-cybersecurity-patnuc-bw07
CMR,2025,,African Development Bank (AfDB),Connectivity,Guarantee,29,commitment,reported,Approved,"AfDB — CCA-Bank Cameroon trade finance facility, 2025","""The African Development Bank Group (AfDB) approved a $29 million trade finance facility for Cameroon's Crédit Communautaire d'Afrique-Bank (CCA-Bank) to boost the economy, with a portion of the funds earmarked for the country's telecom industry ... approved during a board meeting on December 1 in Abidjan ... used as a transaction guarantee ... The investment particularly earmarks a portion for the purchase of crucial telecom equipment, addressing an essential demand for infrastructure upgrades."" It is the AfDB's first direct financing support to CCA-Bank.",Private Sector,Crédit Communautaire d'Afrique-Bank (CCA-Bank),,,,https://itweb.africa/article/cameroon-gets-afdb-funding-to-boost-telecoms-sector/8OKdWqDXBa1qbznQ,african-development-bank,2025-01-01-african-development-bank-cca-bank-2025-cameroon-trade-finance-bw06
CMR,2025,,China Citic Bank,Cybersecurity,Commercial Loan,66,commitment,reported,Approved,"China Citic Bank — Cameroon urban video-surveillance extension loan (4th tranche), 2025","""Le président de la République, Paul Biya, a signé le 17 décembre 2025 un décret habilitant le ministre de l'Économie, Alamine Ousmane Mey, à contracter un nouvel emprunt de 39,2 milliards FCFA auprès de China Citic Bank Corporation LTD."" The funds serve ""le financement complémentaire du projet d'extension au plan national du système intelligent de vidéosurveillance urbaine"". It is the fourth credit for the project, bringing total Chinese/foreign financing to FCFA 150.8 billion mobilised over eight years.",Unknown,Cameroon,"XAF 39,200,000,000",,,https://lejour.cm/un-emprunt-de-plus-de-39-milliards-fcfa-pour-la-videosurveillance-urbaine/,china-citic-bank,2025-01-01-china-citic-bank-cmr-2025-urban-video-surveillance-loan-bw07
CMR,2025,,Korea International Cooperation Agency,Other GovTech and e-Gov,Grant,12,commitment,reported,Unknown,"KOICA — Cameroon COLEPS e-procurement grant, 2025","""Public Contracts Minister, Ibrahim Talba Malla, recently presided over the launching ceremony of the platform which was set up with the support of grant funding from the Korea International Cooperation Agency (KOICA) to the tune of $12.5 million."" The upgrade makes online contract signing and real-time monitoring possible, integrating with banks and financial institutions for bid securities and performance guarantees.

""This grant has enabled the materialization of public contract procedures under the first and second phases of the e-procurement project, hence the advent of this new and elaborate version of COLEPS.""",Public Sector,"Ministry of Public Contracts, Cameroon",,,,https://www.biometricupdate.com/202506/cameroon-unveils-upgraded-digital-procurement-system-with-12m-korean-grant,koica,2025-01-01-koica-cmr-2025-coleps-digital-procurement-grant-bw04
CMR,2025,,MTN Cameroon,Connectivity,Self Funded,225,commitment,reported,Pipeline,"MTN Cameroon — three-year network capex pledge, 2025","""MTN Cameroon has entered into a partnership with Camusat Group … through its energy and infrastructure subsidiary Aktivco. … Camusat will provide end-to-end telecom infrastructure and energy solutions, allowing the telco to expand national coverage and improve network reliability. The telco has previously pledged $225 million over three years to strengthen its operations in the country, particularly its fintech division.""",Private Sector,(unspecified,,,,https://itweb.africa/article/mtn-cameroon-works-with-camusat-to-expand-network/xnklOqz1wVYM4Ymz,mtn-cameroon,2025-01-01-mtn-cameroon-cmr-2025-network-capex-pledge-bw03
CMR,2024,2026,African Development Bank (AfDB),Energy,Unknown,79,commitment,reported,Unknown,"African Development Bank — Cameroon PRSEC electricity-sector reform (AMI smart metering / Douala data centre), 2024","""The initiative is part of the Electricity Sector Recovery Plan (PRSEC), a broader reform agenda running from 2024 to 2026 and valued at nearly 400 billion CFA francs ($710 million). The programme is supported by 180 billion CFA francs in World Bank financing and an additional 48 billion CFA francs from the African Development Bank."" The PRSEC's digital components include AMI smart metering (automated consumption-data transmission) and a data centre under construction in Douala.",Public Sector,Cameroon,"XAF 48,000,000,000 (part of ~CFA400bn / US$710m PRSEC total)",,,https://www.wearetech.africa/en/fils-uk/news/tech/cameroon-begins-rollout-of-20-000-smart-meters,african-development-bank,2024-01-01-african-development-bank-cmr-2024-prsec-electricity-reform-bw12
CMR,2024,,Banco Santander,Cybersecurity,Commercial Loan,54,commitment,reported,Approved,"Banco Santander — Cameroon urban video-surveillance loan (2nd tranche / Phase II), 2024","""Un deuxième emprunt de 32,8 milliards FCFA a ensuite été autorisé en mars 2024 pour la phase II du projet, via Banco Santander à Hong Kong, après le retrait en 2021 de China Construction Bank Corporation (CCBC).""",Unknown,Cameroon,"XAF 32,800,000,000",,,https://lejour.cm/un-emprunt-de-plus-de-39-milliards-fcfa-pour-la-videosurveillance-urbaine/,banco-santander,2024-01-01-banco-santander-cmr-2024-urban-video-surveillance-loan-bw07
